Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,25/09/2021,2nd,Sunrisers Hyderabad,Sharjah Cricket Stadium,,4.0,0/32,,,8.00,0,
2,28/09/2021,2nd,Mumbai Indians,Sheikh Zayed Stadium,S S Tiwary (c †K L Rahul),3.0,1/12,,42.00,6.29,1,44.00
3,01/10/2021,1st,Kolkata Knight Riders,Dubai International Cricket Stadium,,4.0,0/46,,66.00,8.18,1,90.00
4,20/04/2022,2nd,Delhi Capitals,Brabourne Stadium,,2.0,0/15,,78.00,8.08,1,105.00
5,22/05/2022,1st,Sunrisers Hyderabad,Wankhede Stadium,N Pooran (c †J M Sharma),4.0,3/40,,25.50,8.53,2,36.25
,,,,,Washington Sundar (c S Dhawan),,,,,,3,
,,,,,J Suchith (c P N Mankad),,,,,,4,
6,01/04/2023,2nd,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,Rahmanullah Gurbaz (b),3.0,1/27,,24.00,8.60,5,34.40
7,05/04/2023,2nd,Rajasthan Royals,Barsapara Cricket Stadium,J C Buttler (c & b),4.0,4/30,,16.00,8.42,6,22.44
,,,,,S V Samson (c sub),,,,,,7,
,,,,,R Parag (c Shahrukh Khan),,,,,,8,
,,,,,D Padikkal (b),,,,,,9,
8,09/04/2023,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,3.0,0/28,,18.00,8.52,9,25.56
9,20/04/2023,1st,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,F du Plessis (c S M Curran),4.0,1/41,,18.60,8.74,10,27.10
10,22/04/2023,2nd,Mumbai Indians,Wankhede Stadium,C Green (c S M Curran),4.0,1/44,,19.09,9.00,11,28.64
11,03/05/2023,2nd,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,C Green (c R D Chahar),4.0,2/34,,18.00,8.95,12,26.85
,,,,,S A Yadav (c Arshdeep Singh),,,,,,13,
12,08/05/2023,2nd,Kolkata Knight Riders,Eden Gardens,Rahmanullah Gurbaz (lbw),4.0,1/29,,18.43,8.79,14,27.00
13,13/05/2023,2nd,Delhi Capitals,Arun Jaitley Stadium,Aman Hakim Khan (c Harpreet Brar),4.0,2/26,,17.63,8.60,15,25.25
,,,,,P Dubey (b),,,,,,16,
14,17/05/2023,1st,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,,4.0,0/46,,19.13,8.82,16,28.13
15,19/05/2023,2nd,Rajasthan Royals,Himachal Pradesh Cricket Association Stadium,Y B K Jaiswal (c sub),4.0,1/34,,19.41,8.80,17,28.47
16,15/05/2024,1st,Rajasthan Royals,Barsapara Cricket Stadium,S V Samson (c R D Chahar),4.0,1/24,,19.67,8.61,18,28.22
17,23/03/2025,1st,Mumbai Indians,MA Chidambaram Stadium,M J Santner (lbw),4.0,1/38,,19.89,8.67,19,28.74
