Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,19/05/2014,2nd,Rajasthan Royals,Narendra Modi Stadium,Ankit Sharma (c A T Rayudu),4.0,2/25,,12.00,6.25,1,12.50
,,,,,S T R Binny (st A P Tare),,,,,,2,
2,21/05/2014,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,M Vohra (b),4.0,2/32,,12.00,7.13,3,14.25
,,,,,G J Maxwell (c & b),,,,,,4,
3,23/05/2014,2nd,Delhi Capitals,Wankhede Stadium,M Vijay (st A P Tare),3.0,1/20,,13.20,7.00,5,15.40
4,25/05/2014,1st,Rajasthan Royals,Wankhede Stadium,S V Samson (c Harbhajan Singh),3.0,1/36,,14.00,8.07,6,18.83
5,14/04/2015,2nd,Rajasthan Royals,Narendra Modi Stadium,A M Rahane (c C J Anderson),2.1,1/23,,13.86,8.41,7,19.43
6,09/04/2016,2nd,Rising Pune Supergiant,Wankhede Stadium,,3.0,0/18,,16.43,8.03,7,22.00
7,09/04/2018,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,3.0,0/17,,19.00,7.71,7,24.43
8,11/04/2018,2nd,Delhi Capitals,Sawai Mansingh Stadium,did not bowl,,,,19.00,7.71,7,24.43
9,15/04/2018,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,V Kohli (c D J M Short),4.0,2/22,,17.44,7.38,8,21.44
,,,,,A B de Villiers (c J D Unadkat),,,,,,9,
10,18/04/2018,2nd,Kolkata Knight Riders,Sawai Mansingh Stadium,,3.0,0/23,,19.44,7.41,9,24.00
11,20/04/2018,1st,Chennai Super Kings,Maharashtra Cricket Association Stadium,S K Raina (c K Gowtham),4.0,3/20,,16.58,7.12,10,19.67
,,,,,M S Dhoni (c K Gowtham),,,,,,11,
,,,,,S W Billings (c B A Stokes),,,,,,12,
12,22/04/2018,1st,Mumbai Indians,Sawai Mansingh Stadium,,2.0,0/30,,17.58,7.56,12,22.17
13,02/05/2018,1st,Delhi Capitals,Arun Jaitley Stadium,P P Shaw (c & b),2.0,1/26,,17.15,7.86,13,22.46
14,06/05/2018,2nd,Punjab Kings,Holkar Cricket Stadium,,3.0,0/26,,18.54,7.92,13,24.46
15,13/05/2018,1st,Mumbai Indians,Wankhede Stadium,,2.0,0/21,,19.46,8.04,13,26.08
16,19/05/2018,2nd,Royal Challengers Bengaluru,Sawai Mansingh Stadium,P A Patel (st H Klaasen),4.0,4/16,,16.29,7.69,14,20.88
,,,,,M M Ali (c & b),,,,,,15,
,,,,,Mandeep Singh (st H Klaasen),,,,,,16,
,,,,,A B de Villiers (st H Klaasen),,,,,,17,
17,23/05/2018,1st,Kolkata Knight Riders,Eden Gardens,C A Lynn (c & b),4.0,1/34,,16.72,7.75,18,21.61
18,25/03/2019,1st,Punjab Kings,Sawai Mansingh Stadium,,1.0,0/5,,17.06,7.70,18,21.89
19,29/03/2019,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,J M Bairstow (c D S Kulkarni),3.0,3/26,,15.48,7.75,19,20.00
,,,,,V Shankar (c sub),,,,,,20,
,,,,,M K Pandey (lbw),,,,,,21,
20,31/03/2019,1st,Chennai Super Kings,MA Chidambaram Stadium,,3.0,0/23,,16.33,7.75,21,21.10
21,02/04/2019,1st,Royal Challengers Bengaluru,Sawai Mansingh Stadium,V Kohli (b),4.0,3/12,,15.29,7.44,22,18.96
,,,,,A B de Villiers (c & b),,,,,,23,
,,,,,S O Hetmeyer (c †J C Buttler),,,,,,24,
22,07/04/2019,2nd,Kolkata Knight Riders,Sawai Mansingh Stadium,S P Narine (c S P D Smith),4.0,2/35,,15.04,7.52,25,18.85
,,,,,C A Lynn (c S Midhun),,,,,,26,
23,11/04/2019,2nd,Chennai Super Kings,Sawai Mansingh Stadium,,4.0,0/31,,15.96,7.53,26,20.04
24,13/04/2019,1st,Mumbai Indians,Wankhede Stadium,,4.0,0/21,,16.88,7.41,26,20.85
25,16/04/2019,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,,4.0,0/31,,17.81,7.43,26,22.04
26,20/04/2019,1st,Mumbai Indians,Sawai Mansingh Stadium,R G Sharma (c & b),4.0,2/21,,17.39,7.32,27,21.21
,,,,,Q de Kock (c B A Stokes),,,,,,28,
27,22/04/2019,2nd,Delhi Capitals,Sawai Mansingh Stadium,S Dhawan (st S V Samson),4.0,2/47,,17.03,7.53,29,21.37
,,,,,P P Shaw (c R Parag),,,,,,30,
28,25/04/2019,1st,Kolkata Knight Riders,Eden Gardens,N Rana (c V R Aaron),3.0,1/31,,17.06,7.62,31,21.68
29,27/04/2019,1st,Sunrisers Hyderabad,Sawai Mansingh Stadium,K S Williamson (b),4.0,2/30,,16.76,7.62,32,21.27
,,,,,M K Pandey (c †S V Samson),,,,,,33,
30,30/04/2019,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,V Kohli (c L S Livingstone),1.0,3/12,,15.53,7.66,34,19.83
,,,,,A B de Villiers (c R Parag),,,,,,35,
,,,,,M P Stoinis (c S P D Smith),,,,,,36,
31,04/05/2019,2nd,Delhi Capitals,Arun Jaitley Stadium,S S Iyer (c L S Livingstone),4.0,2/21,,15.34,7.56,37,19.34
,,,,,S E Rutherford (c L S Livingstone),,,,,,38,
32,22/09/2020,2nd,Chennai Super Kings,Sharjah Cricket Stadium,M Vijay (c T K Curran),4.0,1/38,,15.56,7.64,39,19.82
33,27/09/2020,1st,Punjab Kings,Sharjah Cricket Stadium,,4.0,0/44,,16.18,7.77,39,20.95
34,30/09/2020,1st,Kolkata Knight Riders,Dubai International Cricket Stadium,,4.0,0/43,,16.79,7.88,39,22.05
35,03/10/2020,2nd,Royal Challengers Bengaluru,Sheikh Zayed Stadium,A J Finch (lbw),4.0,1/27,,16.98,7.84,40,22.18
36,06/10/2020,1st,Mumbai Indians,Sheikh Zayed Stadium,R G Sharma (c R Tewatia),4.0,2/28,,16.74,7.81,41,21.79
,,,,,Ishan Kishan (c S V Samson),,,,,,42,
37,09/10/2020,1st,Delhi Capitals,Sharjah Cricket Stadium,,2.0,0/23,,17.02,7.87,42,22.33
38,11/10/2020,1st,Sunrisers Hyderabad,Dubai International Cricket Stadium,,4.0,0/31,,17.60,7.87,42,23.07
39,14/10/2020,1st,Delhi Capitals,Dubai International Cricket Stadium,S Dhawan (c Kartik Tyagi),4.0,1/31,,17.74,7.86,43,23.26
40,17/10/2020,2nd,Royal Challengers Bengaluru,Dubai International Cricket Stadium,A J Finch (c R V Uthappa),4.0,1/32,,17.89,7.87,44,23.45
41,19/10/2020,1st,Chennai Super Kings,Sheikh Zayed Stadium,S M Curran (c J C Buttler),4.0,1/14,,18.02,7.74,45,23.24
42,22/10/2020,2nd,Sunrisers Hyderabad,Dubai International Cricket Stadium,,4.0,0/32,,18.56,7.75,45,23.96
43,25/10/2020,1st,Mumbai Indians,Sheikh Zayed Stadium,S A Yadav (c B A Stokes),4.0,2/30,,18.28,7.74,46,23.57
,,,,,K A Pollard (b),,,,,,47,
44,30/10/2020,1st,Punjab Kings,Sheikh Zayed Stadium,,1.0,0/10,,18.40,7.75,47,23.79
45,01/11/2020,1st,Kolkata Knight Riders,Dubai International Cricket Stadium,R A Tripathi (c R V Uthappa),3.0,1/44,,18.40,7.90,48,24.21
46,12/04/2021,1st,Punjab Kings,Wankhede Stadium,,3.0,0/40,,18.77,8.00,48,25.04
47,22/04/2021,2nd,Royal Challengers Bengaluru,Wankhede Stadium,,3.0,0/35,,19.15,8.08,48,25.77
