Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,02/05/2021,2nd,Sunrisers Hyderabad,Arun Jaitley Stadium,did not bowl,,,,,,0,
2,07/10/2021,1st,Kolkata Knight Riders,Sharjah Cricket Stadium,did not bowl,,,,,,0,
3,27/03/2022,2nd,Punjab Kings,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
4,30/03/2022,1st,Kolkata Knight Riders,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
5,05/04/2022,1st,Rajasthan Royals,Wankhede Stadium,did not bowl,,,,,,0,
6,09/04/2022,1st,Mumbai Indians,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
7,12/04/2022,1st,Chennai Super Kings,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
8,16/04/2022,2nd,Delhi Capitals,Wankhede Stadium,did not bowl,,,,,,0,
9,19/04/2022,2nd,Lucknow Super Giants,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
10,23/04/2022,2nd,Sunrisers Hyderabad,Brabourne Stadium,did not bowl,,,,,,0,
11,06/04/2023,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
12,10/04/2023,2nd,Lucknow Super Giants,M Chinnaswamy Stadium,did not bowl,,,,,,0,
13,15/04/2023,2nd,Delhi Capitals,M Chinnaswamy Stadium,did not bowl,,,,,,0,
14,01/05/2023,2nd,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
15,06/05/2023,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
16,09/05/2023,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
17,14/05/2023,2nd,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
18  (k),18/05/2023,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
19,21/05/2023,2nd,Gujarat Titans,M Chinnaswamy Stadium,did not bowl,,,,,,0,
20  (k),22/03/2024,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
21  (k),25/03/2024,1st,Punjab Kings,M Chinnaswamy Stadium,did not bowl,,,,,,0,
22  (k),29/03/2024,2nd,Kolkata Knight Riders,M Chinnaswamy Stadium,did not bowl,,,,,,0,
23  (k),02/04/2024,1st,Lucknow Super Giants,M Chinnaswamy Stadium,did not bowl,,,,,,0,
24,15/04/2024,1st,Sunrisers Hyderabad,M Chinnaswamy Stadium,did not bowl,,,,,,0,
