Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,30/03/2024,2nd,Punjab Kings,BRSABV Ekana Cricket Stadium,J M Bairstow (c M P Stoinis),4.0,3/27,,8.00,6.75,1,9.00
,,,,,Prabhsimran Singh (c Naveen-ul-Haq),,,,,,2,
,,,,,J M Sharma (c Naveen-ul-Haq),,,,,,3,
2,02/04/2024,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,G J Maxwell (c N Pooran),4.0,3/14,,8.00,5.13,4,6.83
,,,,,C Green (b),,,,,,5,
,,,,,R M Patidar (c D Padikkal),,,,,,6,
3,07/04/2024,2nd,Gujarat Titans,BRSABV Ekana Cricket Stadium,,1.0,0/13,,9.00,6.00,6,9.00
4,30/04/2024,1st,Mumbai Indians,BRSABV Ekana Cricket Stadium,Mohammad Nabi (b),3.1,1/31,,10.43,6.99,7,12.14
5,27/04/2025,1st,Mumbai Indians,Wankhede Stadium,R G Sharma (c P Yadav),4.0,2/40,,10.78,7.73,8,13.89
,,,,,H H Pandya (b),,,,,,9,
6,04/05/2025,1st,Punjab Kings,Himachal Pradesh Cricket Association Stadium,,4.0,0/60,,13.44,9.17,9,20.56
