Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,20/04/2012,2nd,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
2,22/04/2012,1st,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
3,25/04/2012,2nd,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
4,28/04/2012,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
5,08/05/2012,2nd,Deccan Chargers,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
6,15/05/2012,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
7,16/04/2013,2nd,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
8,21/04/2013,1st,Pune Warriors,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
9,23/04/2013,1st,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
10,26/04/2013,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
11,29/04/2013,1st,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
12,02/05/2013,1st,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
13,06/05/2013,1st,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
14,09/05/2013,2nd,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
15,11/05/2013,1st,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
16,14/05/2013,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
17,16/05/2013,2nd,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,,,0,
18,18/05/2013,2nd,Mumbai Indians,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,,,0,
19,18/04/2014,1st,Chennai Super Kings,Sheikh Zayed Stadium,did not bowl,,,,,,0,
20,20/04/2014,1st,Rajasthan Royals,Sharjah Cricket Stadium,did not bowl,,,,,,0,
21,22/04/2014,2nd,Sunrisers Hyderabad,Sharjah Cricket Stadium,did not bowl,,,,,,0,
22,26/04/2014,2nd,Kolkata Knight Riders,Sheikh Zayed Stadium,did not bowl,,,,,,0,
23,28/04/2014,1st,Royal Challengers Bengaluru,Dubai International Cricket Stadium,did not bowl,,,,,,0,
24,03/05/2014,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
25,07/05/2014,2nd,Chennai Super Kings,Barabati Stadium,did not bowl,,,,,,0,
26,09/05/2014,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
27,11/05/2014,2nd,Kolkata Knight Riders,Barabati Stadium,did not bowl,,,,,,0,
28,14/05/2014,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
29,19/05/2014,1st,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
30,23/05/2014,2nd,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
31,25/05/2014,1st,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
32,28/05/2014,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
33,30/05/2014,2nd,Chennai Super Kings,Wankhede Stadium,did not bowl,,,,,,0,
34,01/06/2014,2nd,Kolkata Knight Riders,M Chinnaswamy Stadium,did not bowl,,,,,,0,
35,10/04/2015,1st,Rajasthan Royals,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
36,12/04/2015,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
37,15/04/2015,2nd,Delhi Capitals,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
38,21/04/2015,1st,Rajasthan Royals,Narendra Modi Stadium,did not bowl,,,,,,0,
39,25/04/2015,1st,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
40,27/04/2015,1st,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
41,01/05/2015,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
42,03/05/2015,1st,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
43,06/05/2015,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
44,09/05/2015,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
45,11/05/2015,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
46,13/05/2015,2nd,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
47,16/05/2015,2nd,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
48  (c),11/04/2016,2nd,Gujarat Lions,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
49  (c),15/04/2016,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
