Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1  (k),01/04/2023,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
2  (k),06/04/2023,2nd,Royal Challengers Bengaluru,Eden Gardens,did not bowl,,,,,,0,
3  (k),09/04/2023,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
4  (k),14/04/2023,1st,Sunrisers Hyderabad,Eden Gardens,did not bowl,,,,,,0,
5  (k),16/04/2023,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
6,29/04/2023,2nd,Gujarat Titans,Eden Gardens,did not bowl,,,,,,0,
7  (k),04/05/2023,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
8  (k),08/05/2023,1st,Punjab Kings,Eden Gardens,did not bowl,,,,,,0,
9  (k),11/05/2023,2nd,Rajasthan Royals,Eden Gardens,did not bowl,,,,,,0,
10  (k),14/05/2023,1st,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
11  (k),20/05/2023,1st,Lucknow Super Giants,Eden Gardens,did not bowl,,,,,,0,
12  (k),19/05/2024,1st,Rajasthan Royals,Barsapara Cricket Stadium,did not bowl,,,,,,0,
13  (k),21/05/2024,1st,Sunrisers Hyderabad,Narendra Modi Stadium,did not bowl,,,,,,0,
14  (k),26/05/2024,1st,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bowl,,,,,,0,
15  (k),21/04/2025,1st,Gujarat Titans,Eden Gardens,did not bowl,,,,,,0,
