Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,24/03/2024,1st,Gujarat Titans,Narendra Modi Stadium,Azmatullah Omarzai (c Tilak Varma),4.0,2/27,,12.00,6.75,1,13.50
,,,,,R Tewatia (c Naman Dhir),,,,,,2,
2,27/03/2024,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,T M Head (c Naman Dhir),4.0,1/57,,16.00,10.50,3,28.00
3,01/04/2024,2nd,Rajasthan Royals,Wankhede Stadium,,2.3,0/36,,21.00,11.43,3,40.00
4,07/04/2024,2nd,Delhi Capitals,Wankhede Stadium,R R Pant (c H H Pandya),4.0,4/34,,12.43,10.62,4,22.00
,,,,,Lalit Yadav (c †Ishan Kishan),,,,,,5,
,,,,,Kumar Kushagra (c Tilak Varma),,,,,,6,
,,,,,J A Richardson (c R G Sharma),,,,,,7,
5,11/04/2024,1st,Royal Challengers Bengaluru,Wankhede Stadium,R M Patidar (c †Ishan Kishan),4.0,1/42,,13.88,10.59,8,24.50
6,14/04/2024,1st,Chennai Super Kings,Wankhede Stadium,A M Rahane (c H H Pandya),4.0,1/35,,15.00,10.27,9,25.67
7,18/04/2024,2nd,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,Prabhsimran Singh (c †Ishan Kishan),4.0,3/32,,13.25,9.92,10,21.92
,,,,,L S Livingstone (c & b),,,,,,11,
,,,,,Ashutosh Sharma (c Mohammad Nabi),,,,,,12,
8,22/04/2024,2nd,Rajasthan Royals,Sawai Mansingh Stadium,,2.0,0/25,,14.25,10.11,12,24.00
9,30/04/2024,2nd,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,A J Turner (b),3.0,1/29,,14.54,10.06,13,24.38
10,03/05/2024,1st,Kolkata Knight Riders,Wankhede Stadium,,2.0,0/24,,15.46,10.18,13,26.23
11,02/05/2025,2nd,Sunrisers Hyderabad,Narendra Modi Stadium,Ishan Kishan (c M Prasidh Krishna),4.0,1/36,,16.07,10.05,14,26.93
12,06/05/2025,1st,Mumbai Indians,Wankhede Stadium,Tilak Varma (c Shubman Gill),2.0,1/10,,15.80,9.80,15,25.80
13,25/05/2025,1st,Chennai Super Kings,Narendra Modi Stadium,,3.0,0/34,,17.00,9.91,15,28.07
