Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1  (k),09/04/2016,2nd,Rising Pune Supergiant,Wankhede Stadium,did not bowl,,,,,,0,
2,13/04/2016,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
3,16/04/2016,2nd,Gujarat Lions,Wankhede Stadium,did not bowl,,,,,,0,
4,18/04/2016,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
5,20/04/2016,1st,Royal Challengers Bengaluru,Barabati Stadium,did not bowl,,,,,,0,
6,23/04/2016,1st,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
7,25/04/2016,2nd,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
8,28/04/2016,1st,Kolkata Knight Riders,Wankhede Stadium,did not bowl,,,,,,0,
9,01/05/2016,1st,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
10,08/05/2016,1st,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
11,11/05/2016,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
12  (k),13/05/2016,2nd,Punjab Kings,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
13  (k),15/05/2016,2nd,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
14  (k),21/05/2016,2nd,Gujarat Lions,Green Park,did not bowl,,,,,,0,
15,06/04/2017,2nd,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
16,09/04/2017,1st,Kolkata Knight Riders,Wankhede Stadium,did not bowl,,,,,,0,
17,12/04/2017,1st,Sunrisers Hyderabad,Wankhede Stadium,did not bowl,,,,,,0,
18,14/04/2017,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
19,16/04/2017,1st,Gujarat Lions,Wankhede Stadium,did not bowl,,,,,,0,
20,20/04/2017,1st,Punjab Kings,Holkar Cricket Stadium,did not bowl,,,,,,0,
21,22/04/2017,2nd,Delhi Capitals,Wankhede Stadium,did not bowl,,,,,,0,
22,24/04/2017,1st,Rising Pune Supergiant,Wankhede Stadium,did not bowl,,,,,,0,
23,29/04/2017,1st,Gujarat Lions,Saurashtra Cricket Association Stadium,did not bowl,,,,,,0,
24,01/05/2017,1st,Royal Challengers Bengaluru,Wankhede Stadium,did not bowl,,,,,,0,
25  (k),09/04/2018,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
26  (k),11/04/2018,2nd,Delhi Capitals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
27  (k),15/04/2018,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
28  (k),18/04/2018,2nd,Kolkata Knight Riders,Sawai Mansingh Stadium,did not bowl,,,,,,0,
29  (k),20/04/2018,1st,Chennai Super Kings,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
30  (k),22/04/2018,1st,Mumbai Indians,Sawai Mansingh Stadium,did not bowl,,,,,,0,
31  (k),29/04/2018,1st,Sunrisers Hyderabad,Sawai Mansingh Stadium,did not bowl,,,,,,0,
32  (k),02/05/2018,1st,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
33  (k),06/05/2018,2nd,Punjab Kings,Holkar Cricket Stadium,did not bowl,,,,,,0,
34  (k),08/05/2018,2nd,Punjab Kings,Sawai Mansingh Stadium,did not bowl,,,,,,0,
35  (k),11/05/2018,1st,Chennai Super Kings,Sawai Mansingh Stadium,did not bowl,,,,,,0,
36  (k),13/05/2018,1st,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
37  (k),15/05/2018,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
38  (k),25/03/2019,1st,Punjab Kings,Sawai Mansingh Stadium,did not bowl,,,,,,0,
39  (k),29/03/2019,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
40  (k),31/03/2019,1st,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
41  (k),02/04/2019,1st,Royal Challengers Bengaluru,Sawai Mansingh Stadium,did not bowl,,,,,,0,
42  (k),07/04/2019,2nd,Kolkata Knight Riders,Sawai Mansingh Stadium,did not bowl,,,,,,0,
43  (k),11/04/2019,2nd,Chennai Super Kings,Sawai Mansingh Stadium,did not bowl,,,,,,0,
44,13/04/2019,1st,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
45,16/04/2019,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
46  (k),27/09/2020,1st,Punjab Kings,Sharjah Cricket Stadium,did not bowl,,,,,,0,
47  (k),30/09/2020,1st,Kolkata Knight Riders,Dubai International Cricket Stadium,did not bowl,,,,,,0,
48  (k),03/10/2020,2nd,Royal Challengers Bengaluru,Sheikh Zayed Stadium,did not bowl,,,,,,0,
49  (k),06/10/2020,1st,Mumbai Indians,Sheikh Zayed Stadium,did not bowl,,,,,,0,
50  (k),09/10/2020,1st,Delhi Capitals,Sharjah Cricket Stadium,did not bowl,,,,,,0,
51  (k),11/10/2020,1st,Sunrisers Hyderabad,Dubai International Cricket Stadium,did not bowl,,,,,,0,
52  (k),14/10/2020,1st,Delhi Capitals,Dubai International Cricket Stadium,did not bowl,,,,,,0,
53,17/10/2020,2nd,Royal Challengers Bengaluru,Dubai International Cricket Stadium,did not bowl,,,,,,0,
54,19/10/2020,1st,Chennai Super Kings,Sheikh Zayed Stadium,did not bowl,,,,,,0,
55,22/10/2020,2nd,Sunrisers Hyderabad,Dubai International Cricket Stadium,did not bowl,,,,,,0,
56,25/10/2020,1st,Mumbai Indians,Sheikh Zayed Stadium,did not bowl,,,,,,0,
57,30/10/2020,1st,Punjab Kings,Sheikh Zayed Stadium,did not bowl,,,,,,0,
58,01/11/2020,1st,Kolkata Knight Riders,Dubai International Cricket Stadium,did not bowl,,,,,,0,
59,12/04/2021,1st,Punjab Kings,Wankhede Stadium,did not bowl,,,,,,0,
60,15/04/2021,1st,Delhi Capitals,Wankhede Stadium,did not bowl,,,,,,0,
61,19/04/2021,1st,Chennai Super Kings,Wankhede Stadium,did not bowl,,,,,,0,
62,22/04/2021,2nd,Royal Challengers Bengaluru,Wankhede Stadium,did not bowl,,,,,,0,
63,24/04/2021,1st,Kolkata Knight Riders,Wankhede Stadium,did not bowl,,,,,,0,
64,29/04/2021,2nd,Mumbai Indians,Arun Jaitley Stadium,did not bowl,,,,,,0,
65,02/05/2021,2nd,Sunrisers Hyderabad,Arun Jaitley Stadium,did not bowl,,,,,,0,
66,29/03/2022,2nd,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
67,02/04/2022,2nd,Mumbai Indians,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
68,05/04/2022,2nd,Royal Challengers Bengaluru,Wankhede Stadium,did not bowl,,,,,,0,
69,10/04/2022,2nd,Lucknow Super Giants,Wankhede Stadium,did not bowl,,,,,,0,
70,14/04/2022,1st,Gujarat Titans,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
71,18/04/2022,2nd,Kolkata Knight Riders,Brabourne Stadium,did not bowl,,,,,,0,
72,22/04/2022,2nd,Delhi Capitals,Wankhede Stadium,did not bowl,,,,,,0,
73,26/04/2022,2nd,Royal Challengers Bengaluru,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
74,30/04/2022,2nd,Mumbai Indians,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
75,02/05/2022,2nd,Kolkata Knight Riders,Wankhede Stadium,did not bowl,,,,,,0,
76,07/05/2022,1st,Punjab Kings,Wankhede Stadium,did not bowl,,,,,,0,
77,11/05/2022,2nd,Delhi Capitals,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
78,15/05/2022,2nd,Lucknow Super Giants,Brabourne Stadium,did not bowl,,,,,,0,
79,20/05/2022,1st,Chennai Super Kings,Brabourne Stadium,did not bowl,,,,,,0,
80,24/05/2022,2nd,Gujarat Titans,Eden Gardens,did not bowl,,,,,,0,
81,27/05/2022,1st,Royal Challengers Bengaluru,Narendra Modi Stadium,did not bowl,,,,,,0,
82,29/05/2022,2nd,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
83,02/04/2023,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
84,05/04/2023,1st,Punjab Kings,Barsapara Cricket Stadium,did not bowl,,,,,,0,
85,08/04/2023,2nd,Delhi Capitals,Barsapara Cricket Stadium,did not bowl,,,,,,0,
86,12/04/2023,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
87,16/04/2023,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
88,19/04/2023,1st,Lucknow Super Giants,Sawai Mansingh Stadium,did not bowl,,,,,,0,
89,23/04/2023,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
90,27/04/2023,2nd,Chennai Super Kings,Sawai Mansingh Stadium,did not bowl,,,,,,0,
91,30/04/2023,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
92,05/05/2023,2nd,Gujarat Titans,Sawai Mansingh Stadium,did not bowl,,,,,,0,
93,07/05/2023,2nd,Sunrisers Hyderabad,Sawai Mansingh Stadium,did not bowl,,,,,,0,
