Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,18/04/2009,1st,Mumbai Indians,Newlands,did not bowl,,,,,,0,
2,20/05/2009,2nd,Punjab Kings,Kingsmead,K C Sangakkara (c & b),4.0,2/13,,12.00,3.25,1,6.50
,,,,,W A  Mota (lbw),,,,,,2,
3,14/03/2010,1st,Deccan Chargers,MA Chidambaram Stadium,A C Gilchrist (b),4.0,1/26,,16.00,4.88,3,13.00
4,16/03/2010,2nd,Kolkata Knight Riders,Eden Gardens,S E Bond (b),4.0,1/22,,18.00,5.08,4,15.25
5,19/03/2010,1st,Delhi Capitals,Arun Jaitley Stadium,A B de Villiers (c S K Raina),4.0,1/40,,19.20,6.31,5,20.20
6,21/03/2010,1st,Punjab Kings,MA Chidambaram Stadium,,4.0,0/32,,24.00,6.65,5,26.60
7,23/03/2010,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,,4.0,0/40,,28.80,7.21,5,34.60
8,06/04/2010,2nd,Mumbai Indians,MA Chidambaram Stadium,K A Pollard (c M Vijay),4.0,2/22,,24.00,6.96,6,27.86
,,,,,R McLaren (lbw),,,,,,7,
9,10/04/2010,2nd,Deccan Chargers,Vidarbha Cricket Association Stadium,A C Gilchrist (c †M S Dhoni),4.0,2/13,,21.33,6.50,8,23.11
,,,,,M D  Mishra (st M S Dhoni),,,,,,9,
10,13/04/2010,1st,Kolkata Knight Riders,MA Chidambaram Stadium,C H Gayle (st M S Dhoni),4.0,3/16,,18.00,6.22,10,18.67
,,,,,B B McCullum (c M Muralitharan),,,,,,11,
,,,,,D J Hussey (st M S Dhoni),,,,,,12,
11,15/04/2010,2nd,Delhi Capitals,MA Chidambaram Stadium,D A Warner (c M Vijay),4.0,1/24,,18.46,6.20,13,19.08
12,18/04/2010,1st,Punjab Kings,Himachal Pradesh Cricket Association Stadium,K C Sangakkara (b),4.0,1/20,,18.86,6.09,14,19.14
13,22/04/2010,2nd,Deccan Chargers,Dr DY Patil Sports Academy,A Symonds (c M Vijay),4.0,1/14,,19.20,5.88,15,18.80
14,25/04/2010,2nd,Mumbai Indians,Dr DY Patil Sports Academy,,4.0,0/24,,20.80,5.88,15,20.40
15,08/04/2011,2nd,Kolkata Knight Riders,MA Chidambaram Stadium,J H Kallis (c S Badrinath),4.0,1/26,,21.00,5.93,16,20.75
16,13/04/2011,2nd,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,,4.0,0/37,,22.50,6.15,16,23.06
17,16/04/2011,2nd,Royal Challengers Bengaluru,MA Chidambaram Stadium,M A Agarwal (c J A Morkel),4.0,1/23,,22.59,6.13,17,23.06
18,18/04/2011,2nd,Kochi Tuskers Kerala,Nehru Stadium (Kochi),D P M D Jayawardene (c S  Anirudha),4.0,2/31,,21.47,6.22,18,22.26
,,,,,B B McCullum (c J A Morkel),,,,,,19,
19,22/04/2011,1st,Mumbai Indians,Wankhede Stadium,,4.0,0/26,,22.74,6.24,19,23.63
20,25/04/2011,2nd,Pune Warriors,MA Chidambaram Stadium,J D Ryder (b),4.0,2/19,,21.71,6.16,20,22.29
,,,,,R V Uthappa (b),,,,,,21,
21,27/04/2011,1st,Pune Warriors,Dr DY Patil Sports Academy,R V Uthappa (c S  Anirudha),4.0,1/29,,21.82,6.21,22,22.59
22,01/05/2011,2nd,Deccan Chargers,MA Chidambaram Stadium,,4.0,0/23,,22.91,6.19,22,23.64
23,04/05/2011,1st,Rajasthan Royals,MA Chidambaram Stadium,A L  Menaria (c M Vijay),4.0,1/36,,22.96,6.32,23,24.17
24,07/05/2011,2nd,Kolkata Knight Riders,Eden Gardens,E J G Morgan (b),3.0,2/12,,21.84,6.24,24,22.72
,,,,,G Gambhir (c H K S R Kaluhalamulla),,,,,,25,
25,09/05/2011,2nd,Rajasthan Royals,Sawai Mansingh Stadium,S R Watson (c S B Jakati),4.0,2/24,,21.11,6.23,26,21.93
,,,,,A L  Menaria (c †M S Dhoni),,,,,,27,
26,12/05/2011,2nd,Delhi Capitals,MA Chidambaram Stadium,C A Ingram (c D J J Bravo),4.0,2/19,,20.48,6.17,28,21.07
,,,,,Y Venugopal Rao (b),,,,,,29,
27,18/05/2011,2nd,Kochi Tuskers Kerala,MA Chidambaram Stadium,P A Patel (c J A Morkel),4.0,1/16,,20.60,6.09,30,20.90
28,22/05/2011,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,A B de Villiers (st M S Dhoni),4.0,1/18,,20.71,6.03,31,20.81
29,24/05/2011,1st,Royal Challengers Bengaluru,Wankhede Stadium,C H Gayle (lbw),4.0,1/33,,20.81,6.11,32,21.19
30,28/05/2011,2nd,Royal Challengers Bengaluru,MA Chidambaram Stadium,C H Gayle (c †M S Dhoni),4.0,3/16,,19.71,6.03,33,19.83
,,,,,M A Agarwal (b),,,,,,34,
,,,,,D L Vettori (c & b),,,,,,35,
31,04/04/2012,2nd,Mumbai Indians,MA Chidambaram Stadium,,4.0,0/20,,20.40,6.00,35,20.40
32,07/04/2012,2nd,Deccan Chargers,Dr YS Rajasekhara Reddy Cricket Stadium,,3.0,0/12,,20.91,5.95,35,20.74
33,10/04/2012,2nd,Delhi Capitals,Arun Jaitley Stadium,V Sehwag (c M Vijay),3.2,1/21,,20.89,5.96,36,20.75
34,12/04/2012,1st,Royal Challengers Bengaluru,MA Chidambaram Stadium,,4.0,0/46,,21.56,6.13,36,22.03
35,14/04/2012,2nd,Pune Warriors,Maharashtra Cricket Association Stadium,,4.0,0/19,,22.22,6.09,36,22.56
36,19/04/2012,2nd,Pune Warriors,MA Chidambaram Stadium,M N Samuels (c K M D N Kulasekara),4.0,1/35,,22.27,6.17,37,22.89
37,21/04/2012,1st,Rajasthan Royals,MA Chidambaram Stadium,A M Rahane (c K M D N Kulasekara),4.0,1/19,,22.32,6.13,38,22.79
38,25/04/2012,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,22.32,6.13,38,22.79
39,28/04/2012,1st,Punjab Kings,MA Chidambaram Stadium,,4.0,0/25,,22.95,6.13,38,23.45
40,30/04/2012,2nd,Kolkata Knight Riders,MA Chidambaram Stadium,B B McCullum (c S B Jakati),3.4,2/22,,22.35,6.13,39,22.83
,,,,,Y K Pathan (c F du Plessis),,,,,,40,
41,04/05/2012,2nd,Deccan Chargers,MA Chidambaram Stadium,,3.0,0/19,,22.80,6.13,40,23.30
42,06/05/2012,2nd,Mumbai Indians,Wankhede Stadium,S R Tendulkar (c F du Plessis),4.0,1/28,,22.83,6.15,41,23.41
