Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,16/04/2023,2nd,Rajasthan Royals,Narendra Modi Stadium,S V Samson (c D A Miller),2.2,1/29,,14.00,12.43,1,29.00
2,22/04/2023,2nd,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,K H Pandya (st W P Saha),4.0,2/18,,12.67,7.42,2,15.67
,,,,,N Pooran (c H H Pandya),,,,,,3,
3,25/04/2023,2nd,Mumbai Indians,Narendra Modi Stadium,C Green (b),4.0,3/37,,10.33,8.13,4,14.00
,,,,,T H David (c A Manohar),,,,,,5,
,,,,,S A Yadav (c & b),,,,,,6,
4,29/04/2023,1st,Kolkata Knight Riders,Eden Gardens,Rahmanullah Gurbaz (c Rashid Khan),4.0,2/21,,10.75,7.33,7,13.13
,,,,,Rinku Singh (c J B Little),,,,,,8,
5,02/05/2023,1st,Delhi Capitals,Narendra Modi Stadium,,4.0,0/20,,13.75,6.82,8,15.63
6,05/05/2023,1st,Rajasthan Royals,Sawai Mansingh Stadium,D Padikkal (b),3.0,2/25,,12.80,7.03,9,15.00
,,,,,D C Jurel (lbw),,,,,,10,
7,07/05/2023,2nd,Lucknow Super Giants,Narendra Modi Stadium,N Pooran (c Mohammed Shami),4.0,1/26,,13.82,6.95,11,16.00
8,12/05/2023,1st,Mumbai Indians,Wankhede Stadium,,4.0,0/38,,16.00,7.30,11,19.45
9,15/05/2023,2nd,Sunrisers Hyderabad,Narendra Modi Stadium,,2.5,0/35,,17.55,7.74,11,22.64
10,21/05/2023,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,F du Plessis (c R Tewatia),4.0,2/39,,16.69,7.96,12,22.15
,,,,,M K Lomror (st W P Saha),,,,,,13,
11,23/05/2023,1st,Chennai Super Kings,MA Chidambaram Stadium,S Dube (b),4.0,1/29,,17.21,7.89,14,22.64
12,26/05/2023,2nd,Mumbai Indians,Narendra Modi Stadium,,4.0,0/35,,18.93,7.97,14,25.14
13,29/05/2023,2nd,Chennai Super Kings,Narendra Modi Stadium,R D Gaikwad (c Rashid Khan),3.0,2/17,,17.69,7.82,15,23.06
,,,,,D P Conway (c M M Sharma),,,,,,16,
14,31/03/2024,1st,Sunrisers Hyderabad,Narendra Modi Stadium,T M Head (b),4.0,1/32,,18.06,7.84,17,23.59
15,04/04/2024,2nd,Punjab Kings,Narendra Modi Stadium,J M Bairstow (b),4.0,2/32,,17.42,7.85,18,22.79
,,,,,Prabhsimran Singh (c M M Sharma),,,,,,19,
16,07/04/2024,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,,4.0,0/22,,18.68,7.69,19,23.95
17,10/04/2024,1st,Rajasthan Royals,Sawai Mansingh Stadium,,4.0,0/43,,19.95,7.88,19,26.21
18,17/04/2024,2nd,Delhi Capitals,Narendra Modi Stadium,,1.5,0/14,,20.53,7.88,19,26.95
19,21/04/2024,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,R R Rossouw (lbw),4.0,2/20,,19.71,7.71,20,25.33
,,,,,L S Livingstone (c R Tewatia),,,,,,21,
20,24/04/2024,1st,Delhi Capitals,Arun Jaitley Stadium,A R Patel (c Sai Sudharsan),3.0,1/36,,19.64,7.89,22,25.82
21,28/04/2024,2nd,Royal Challengers Bengaluru,Narendra Modi Stadium,,4.0,0/43,,20.73,8.04,22,27.77
22,04/05/2024,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,W G Jacks (c Shahrukh Khan),4.0,2/23,,20.00,7.93,23,26.42
,,,,,V Kohli (c †W P Saha),,,,,,24,
23,10/05/2024,2nd,Chennai Super Kings,Narendra Modi Stadium,,2.0,0/25,,20.50,8.04,24,27.46
24,23/03/2025,1st,Mumbai Indians,MA Chidambaram Stadium,S A Yadav (st M S Dhoni),4.0,4/18,,18.43,7.87,25,24.18
,,,,,R Minz (c R A Jadeja),,,,,,26,
,,,,,Tilak Varma (lbw),,,,,,27,
,,,,,Naman Dhir (b),,,,,,28,
25,28/03/2025,1st,Royal Challengers Bengaluru,MA Chidambaram Stadium,P D Salt (st M S Dhoni),4.0,3/36,,17.42,7.92,29,23.00
,,,,,V Kohli (c R Ravindra),,,,,,30,
,,,,,L S Livingstone (b),,,,,,31,
26,30/03/2025,1st,Rajasthan Royals,Barsapara Cricket Stadium,S V Samson (c R Ravindra),4.0,2/28,,17.09,7.88,32,22.45
,,,,,D C Jurel (c M Pathirana),,,,,,33,
27,05/04/2025,1st,Delhi Capitals,MA Chidambaram Stadium,A R Patel (b),3.0,1/36,,17.12,8.01,34,22.85
28,08/04/2025,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,P Arya (c V Shankar),3.0,1/32,,17.14,8.09,35,23.11
29,11/04/2025,2nd,Kolkata Knight Riders,MA Chidambaram Stadium,S P Narine (b),2.0,1/8,,17.00,8.01,36,22.69
30,14/04/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,,4.0,0/13,,17.67,7.83,36,23.06
31,20/04/2025,2nd,Mumbai Indians,Wankhede Stadium,,3.0,0/36,,18.17,7.94,36,24.06
