Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,02/10/2021,1st,Chennai Super Kings,Sheikh Zayed Stadium,,1.0,0/3,,,3.00,0,
2,05/10/2021,2nd,Mumbai Indians,Sharjah Cricket Stadium,did not bowl,,,,,3.00,0,
3,07/10/2021,1st,Kolkata Knight Riders,Sharjah Cricket Stadium,N Rana (c L S Livingstone),1.0,1/17,,12.00,10.00,1,20.00
4  (k),02/04/2023,1st,Rajasthan Royals,Rajiv Gandhi International Stadium,did not bowl,,,,12.00,10.00,1,20.00
5,07/05/2023,1st,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,12.00,10.00,1,20.00
6,13/05/2023,2nd,Lucknow Super Giants,Rajiv Gandhi International Stadium,K R Mayers (c A K Markram),2.0,1/10,,12.00,7.50,2,15.00
7,18/05/2023,2nd,Royal Challengers Bengaluru,Rajiv Gandhi International Stadium,,1.0,0/10,,15.00,8.00,2,20.00
8,21/05/2023,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,15.00,8.00,2,20.00
