Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,24/03/2024,2nd,Mumbai Indians,Narendra Modi Stadium,Tilak Varma (c sub),2.0,2/25,,6.00,12.50,1,12.50
,,,,,G Coetzee (c & b),,,,,,2,
2,26/03/2024,1st,Chennai Super Kings,MA Chidambaram Stadium,R D Gaikwad (c †W P Saha),4.0,1/35,,12.00,10.00,3,20.00
3,07/04/2024,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,,4.0,0/32,,20.00,9.20,3,30.67
4,10/04/2024,1st,Rajasthan Royals,Sawai Mansingh Stadium,,4.0,0/37,,28.00,9.21,3,43.00
5,17/04/2024,2nd,Delhi Capitals,Narendra Modi Stadium,J Fraser-McGurk (c A Manohar),2.0,1/22,,24.00,9.44,4,37.75
6,22/03/2025,2nd,Royal Challengers Bengaluru,Eden Gardens,,2.2,0/31,,27.50,9.93,4,45.50
7,26/03/2025,1st,Rajasthan Royals,Barsapara Cricket Stadium,J C Archer (b),4.0,1/42,,26.80,10.03,5,44.80
8,31/03/2025,2nd,Mumbai Indians,Wankhede Stadium,,2.0,0/14,,29.20,9.78,5,47.60
9,08/04/2025,1st,Lucknow Super Giants,Eden Gardens,,3.0,0/46,,32.80,10.39,5,56.80
