Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,31/03/2025,1st,Kolkata Knight Riders,Wankhede Stadium,A M Rahane (c Tilak Varma),3.0,4/24,,4.50,8.00,1,6.00
,,,,,Rinku Singh (c Naman Dhir),,,,,,2,
,,,,,M K Pandey (b),,,,,,3,
,,,,,A D Russell (b),,,,,,4,
2,04/04/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,A Badoni (c †R D Rickelton),3.0,1/39,,7.20,10.50,5,12.60
3,20/04/2025,1st,Chennai Super Kings,Wankhede Stadium,R Ravindra (c †R D Rickelton),2.0,1/42,,8.00,13.13,6,17.50
4,06/05/2025,2nd,Gujarat Titans,Wankhede Stadium,J C Buttler (c †R D Rickelton),4.0,2/28,,9.00,11.08,7,16.63
,,,,,Rashid Khan (lbw),,,,,,8,
5,26/05/2025,2nd,Punjab Kings,Sawai Mansingh Stadium,,1.0,0/16,,9.75,11.46,8,18.63
6,30/05/2025,2nd,Gujarat Titans,Maharaja Yadavindra Singh International Cricket St,Shahrukh Khan (c S A Yadav),3.3,1/28,,11.00,10.73,9,19.67
