Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,11/04/2024,2nd,Mumbai Indians,Wankhede Stadium,R G Sharma (c R J W Topley),2.0,1/24,,12.00,12.00,1,24.00
2,15/04/2024,1st,Sunrisers Hyderabad,M Chinnaswamy Stadium,,3.0,0/32,,30.00,11.20,1,56.00
3,21/04/2024,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,30.00,11.20,1,56.00
4,25/04/2024,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,T M Head (c K V Sharma),2.0,1/23,,21.00,11.29,2,39.50
5,28/04/2024,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,21.00,11.29,2,39.50
6,04/05/2024,1st,Gujarat Titans,M Chinnaswamy Stadium,did not bowl,,,,21.00,11.29,2,39.50
7,09/05/2024,2nd,Punjab Kings,Himachal Pradesh Cricket Association Stadium,,1.0,0/5,,24.00,10.50,2,42.00
8,12/05/2024,2nd,Delhi Capitals,M Chinnaswamy Stadium,,1.0,0/16,,27.00,11.11,2,50.00
9,23/03/2025,2nd,Chennai Super Kings,MA Chidambaram Stadium,S M Curran (b),4.0,1/32,,26.00,10.15,3,44.00
10,31/03/2025,1st,Kolkata Knight Riders,Wankhede Stadium,did not bowl,,,,26.00,10.15,3,44.00
11,04/04/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,26.00,10.15,3,44.00
12,07/04/2025,1st,Royal Challengers Bengaluru,Wankhede Stadium,,1.0,0/10,,28.00,10.14,3,47.33
13,13/04/2025,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,28.00,10.14,3,47.33
14,17/04/2025,1st,Sunrisers Hyderabad,Wankhede Stadium,Ishan Kishan (st R D Rickelton),3.0,2/14,,20.40,9.18,4,31.20
,,,,,T M Head (c M J Santner),,,,,,5,
15,20/04/2025,1st,Chennai Super Kings,Wankhede Stadium,,1.0,0/4,,21.60,8.89,5,32.00
16,23/04/2025,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,21.60,8.89,5,32.00
17,27/04/2025,2nd,Lucknow Super Giants,Wankhede Stadium,N Pooran (c S A Yadav),2.0,2/18,,17.14,8.90,6,25.43
,,,,,R R Pant (c K V Sharma),,,,,,7,
18,01/05/2025,2nd,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,17.14,8.90,7,25.43
19,06/05/2025,2nd,Gujarat Titans,Wankhede Stadium,,1.0,0/15,,18.00,9.19,7,27.57
20,21/05/2025,2nd,Delhi Capitals,Wankhede Stadium,A Porel (st R D Rickelton),1.0,1/16,,16.50,9.50,8,26.13
21,26/05/2025,2nd,Punjab Kings,Sawai Mansingh Stadium,,1.0,0/11,,17.25,9.57,8,27.50
