Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,08/05/2022,1st,Royal Challengers Bengaluru,Wankhede Stadium,,4.0,0/47,,,11.75,0,
2,17/05/2022,2nd,Mumbai Indians,Wankhede Stadium,,4.0,0/31,,,9.75,0,
3,22/05/2022,2nd,Punjab Kings,Wankhede Stadium,J M Bairstow (b),4.0,2/32,,36.00,9.17,1,55.00
,,,,,S Dhawan (b),,,,,,2,
4,02/04/2023,1st,Rajasthan Royals,Rajiv Gandhi International Stadium,J C Buttler (b),4.0,2/41,,24.00,9.44,3,37.75
,,,,,Y B K Jaiswal (c M A Agarwal),,,,,,4,
5,07/04/2023,2nd,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,K R Mayers (c M A Agarwal),3.0,1/13,,22.80,8.63,5,32.80
6,13/05/2023,2nd,Lucknow Super Giants,Rajiv Gandhi International Stadium,,3.2,0/32,,26.80,8.78,5,39.20
7,15/05/2023,1st,Gujarat Titans,Narendra Modi Stadium,R Tewatia (c M Jansen),3.0,1/31,,25.33,8.96,6,37.83
8,23/03/2025,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,3.0,0/49,,28.33,9.74,6,46.00
9,09/04/2025,1st,Gujarat Titans,Narendra Modi Stadium,,4.0,0/38,,32.33,9.71,6,52.33
