Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,24/03/2024,1st,Gujarat Titans,Narendra Modi Stadium,,1.0,0/13,,,13.00,0,
2,27/03/2024,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,13.00,0,
3,01/04/2024,2nd,Rajasthan Royals,Wankhede Stadium,did not bowl,,,,,13.00,0,
4,03/05/2024,1st,Kolkata Knight Riders,Wankhede Stadium,,3.0,0/25,,,9.50,0,
5,06/05/2024,1st,Sunrisers Hyderabad,Wankhede Stadium,did not bowl,,,,,9.50,0,
6,11/05/2024,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,9.50,0,
7,17/05/2024,1st,Lucknow Super Giants,Wankhede Stadium,,0.4,0/17,,,11.79,0,
8,23/03/2025,2nd,Chennai Super Kings,MA Chidambaram Stadium,,3.0,0/12,,,8.74,0,
9,29/03/2025,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,8.74,0,
10,31/03/2025,1st,Kolkata Knight Riders,Wankhede Stadium,did not bowl,,,,,8.74,0,
11,04/04/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,8.74,0,
12,07/04/2025,1st,Royal Challengers Bengaluru,Wankhede Stadium,did not bowl,,,,,8.74,0,
13,13/04/2025,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,8.74,0,
14,17/04/2025,1st,Sunrisers Hyderabad,Wankhede Stadium,did not bowl,,,,,8.74,0,
15,20/04/2025,1st,Chennai Super Kings,Wankhede Stadium,did not bowl,,,,,8.74,0,
16,23/04/2025,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,8.74,0,
17,27/04/2025,2nd,Lucknow Super Giants,Wankhede Stadium,did not bowl,,,,,8.74,0,
18,01/05/2025,2nd,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,8.74,0,
19,06/05/2025,2nd,Gujarat Titans,Wankhede Stadium,did not bowl,,,,,8.74,0,
20,21/05/2025,2nd,Delhi Capitals,Wankhede Stadium,did not bowl,,,,,8.74,0,
21,26/05/2025,2nd,Punjab Kings,Sawai Mansingh Stadium,did not bowl,,,,,8.74,0,
22,30/05/2025,2nd,Gujarat Titans,Maharaja Yadavindra Singh International Cricket St,,1.0,0/9,,,8.77,0,
