Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,13/04/2016,2nd,Mumbai Indians,Eden Gardens,M J McClenaghan (c C Munro),4.0,1/37,,24.00,9.25,1,37.00
2,22/05/2016,2nd,Sunrisers Hyderabad,Eden Gardens,S Dhawan (c C Munro),4.0,2/28,,16.00,8.13,2,21.67
,,,,,K S Williamson (c S A Yadav),,,,,,3,
3,25/05/2016,1st,Sunrisers Hyderabad,Arun Jaitley Stadium,M C Henriques (c & b),4.0,3/35,,12.00,8.33,4,16.67
,,,,,D A Warner (b),,,,,,5,
,,,,,B C J Cutting (st R V Uthappa),,,,,,6,
4,07/04/2017,1st,Gujarat Lions,Saurashtra Cricket Association Stadium,B B McCullum (lbw),4.0,2/25,,12.00,7.81,7,15.63
,,,,,A J Finch (c S A Yadav),,,,,,8,
5,09/04/2017,2nd,Mumbai Indians,Wankhede Stadium,P A Patel (lbw),4.0,1/35,,13.33,8.00,9,17.78
6,15/04/2017,2nd,Sunrisers Hyderabad,Eden Gardens,D A Warner (c C R Woakes),4.0,1/23,,14.40,7.63,10,18.30
7,17/04/2017,1st,Delhi Capitals,Arun Jaitley Stadium,,3.0,0/29,,16.20,7.85,10,21.20
8,21/04/2017,2nd,Gujarat Lions,Eden Gardens,Ishan Kishan (c U T Yadav),4.0,2/33,,15.50,7.90,11,20.42
,,,,,S K Raina (c M K Pandey),,,,,,12,
9,23/04/2017,2nd,Royal Challengers Bengaluru,Eden Gardens,did not bowl,,,,15.50,7.90,12,20.42
10,26/04/2017,1st,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,M S Dhoni (st R V Uthappa),4.0,2/31,,15.00,7.89,13,19.71
,,,,,M K Tiwary (st R V Uthappa),,,,,,14,
11,28/04/2017,1st,Delhi Capitals,Eden Gardens,,4.0,0/27,,16.71,7.77,14,21.64
12,30/04/2017,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,4.0,0/43,,18.43,8.05,14,24.71
13,03/05/2017,2nd,Rising Pune Supergiant,Eden Gardens,M S Dhoni (c †S P Jackson),4.0,1/35,,18.80,8.11,15,25.40
14,09/05/2017,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,G J Maxwell (c C R Woakes),3.0,2/34,,17.65,8.30,16,24.41
,,,,,W P Saha (st R V Uthappa),,,,,,17,
15,13/05/2017,1st,Mumbai Indians,Eden Gardens,A T Rayudu (st R V Uthappa),3.0,1/25,,17.67,8.30,18,24.44
16,08/04/2018,1st,Royal Challengers Bengaluru,Eden Gardens,,3.0,0/33,,18.67,8.45,18,26.28
17,10/04/2018,2nd,Chennai Super Kings,MA Chidambaram Stadium,A T Rayudu (c sub),3.0,1/27,,18.63,8.47,19,26.32
18,14/04/2018,2nd,Sunrisers Hyderabad,Eden Gardens,M K Pandey (lbw),4.0,1/23,,18.90,8.30,20,26.15
19,16/04/2018,2nd,Delhi Capitals,Eden Gardens,R R Pant (c P P Chawla),3.2,3/32,,17.30,8.37,21,24.13
,,,,,G J Maxwell (c R V Uthappa),,,,,,22,
,,,,,T A Boult (c & b),,,,,,23,
20,18/04/2018,1st,Rajasthan Royals,Sawai Mansingh Stadium,R A Tripathi (c A D Russell),4.0,1/23,,17.58,8.22,24,24.08
21,21/04/2018,2nd,Punjab Kings,Eden Gardens,,1.0,0/13,,17.83,8.29,24,24.63
22,27/04/2018,1st,Delhi Capitals,Arun Jaitley Stadium,,2.0,0/22,,18.33,8.36,24,25.54
23,29/04/2018,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Q de Kock (c Shubman Gill),4.0,1/20,,18.56,8.19,25,25.32
24,03/05/2018,1st,Chennai Super Kings,Eden Gardens,S K Raina (c M G Johnson),4.0,1/34,,18.77,8.20,26,25.65
25,06/05/2018,1st,Mumbai Indians,Wankhede Stadium,,2.0,0/17,,19.23,8.21,26,26.31
26,09/05/2018,1st,Mumbai Indians,Eden Gardens,,3.0,0/43,,19.92,8.42,26,27.96
27,12/05/2018,2nd,Punjab Kings,Holkar Cricket Stadium,A R Patel (c J P R Scantlebury-Searles),2.0,1/29,,19.63,8.56,27,28.00
28,15/05/2018,1st,Rajasthan Royals,Eden Gardens,A M Rahane (b),4.0,4/20,,17.87,8.40,28,25.03
,,,,,J C Buttler (c J P R Scantlebury-Searles),,,,,,29,
,,,,,S T R Binny (st K D Karthik),,,,,,30,
,,,,,B A Stokes (c & b),,,,,,31,
29,19/05/2018,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,S P Goswami (c A D Russell),4.0,1/35,,18.06,8.42,32,25.34
30,23/05/2018,2nd,Rajasthan Royals,Eden Gardens,A M Rahane (c & b),4.0,1/18,,18.24,8.26,33,25.12
31,25/05/2018,1st,Sunrisers Hyderabad,Eden Gardens,S Dhawan (lbw),4.0,2/29,,17.89,8.22,34,24.51
,,,,,K S Williamson (c †K D Karthik),,,,,,35,
32,24/03/2019,1st,Sunrisers Hyderabad,Eden Gardens,,2.0,0/18,,18.23,8.24,35,25.03
33,27/03/2019,2nd,Punjab Kings,Eden Gardens,,4.0,0/32,,18.91,8.23,35,25.94
34,30/03/2019,2nd,Delhi Capitals,Arun Jaitley Stadium,R R Pant (c P P Chawla),4.0,2/41,,18.54,8.30,36,25.65
,,,,,G H Vihari (c Shubman Gill),,,,,,37,
35,05/04/2019,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,V Kohli (c & b),4.0,1/31,,18.68,8.28,38,25.79
36,07/04/2019,1st,Rajasthan Royals,Sawai Mansingh Stadium,,4.0,0/33,,19.32,8.28,38,26.66
37,09/04/2019,2nd,Chennai Super Kings,MA Chidambaram Stadium,,4.0,0/16,,19.95,8.15,38,27.08
38,12/04/2019,2nd,Delhi Capitals,Eden Gardens,,4.0,0/28,,20.58,8.11,38,27.82
39,14/04/2019,2nd,Chennai Super Kings,Eden Gardens,,3.0,0/28,,21.05,8.14,38,28.55
40,19/04/2019,1st,Royal Challengers Bengaluru,Eden Gardens,M M Ali (c M Prasidh Krishna),4.0,1/59,,21.13,8.33,39,29.33
41,23/09/2020,1st,Mumbai Indians,Sheikh Zayed Stadium,,4.0,0/39,,21.74,8.37,39,30.33
42,26/09/2020,1st,Sunrisers Hyderabad,Sheikh Zayed Stadium,,2.0,0/15,,22.05,8.36,39,30.72
43,30/09/2020,2nd,Rajasthan Royals,Dubai International Cricket Stadium,J D Unadkat (c K L Nagarkoti),3.0,1/20,,21.95,8.32,40,30.45
44,18/10/2020,2nd,Sunrisers Hyderabad,Sheikh Zayed Stadium,,3.0,0/18,,22.40,8.28,40,30.90
45,21/10/2020,2nd,Royal Challengers Bengaluru,Sheikh Zayed Stadium,did not bowl,,,,22.40,8.28,40,30.90
46,27/03/2022,1st,Mumbai Indians,Brabourne Stadium,R G Sharma (c R Powell),4.0,3/18,,21.40,8.18,41,29.16
,,,,,Anmolpreet Singh (c Lalit Yadav),,,,,,42,
,,,,,K A Pollard (c T L Seifert),,,,,,43,
47,02/04/2022,1st,Gujarat Titans,Maharashtra Cricket Association Stadium,V Shankar (b),4.0,1/32,,21.45,8.17,44,29.23
48,07/04/2022,2nd,Lucknow Super Giants,Dr DY Patil Sports Academy,K L Rahul (c P P Shaw),3.4,2/31,,21.00,8.18,45,28.63
,,,,,Q de Kock (c S N Khan),,,,,,46,
49,10/04/2022,2nd,Kolkata Knight Riders,Brabourne Stadium,S S Iyer (st R R Pant),4.0,4/35,,19.80,8.19,47,27.04
,,,,,P J Cummins (lbw),,,,,,48,
,,,,,S P Narine (c R Powell),,,,,,49,
,,,,,U T Yadav (c & b),,,,,,50,
50,16/04/2022,1st,Royal Challengers Bengaluru,Wankhede Stadium,G J Maxwell (c Lalit Yadav),4.0,1/46,,19.88,8.27,51,27.41
51,20/04/2022,1st,Punjab Kings,Brabourne Stadium,K Rabada (b),4.0,2/24,,19.58,8.22,52,26.83
,,,,,N Ellis (b),,,,,,53,
52,22/04/2022,1st,Rajasthan Royals,Wankhede Stadium,,3.0,0/40,,19.92,8.31,53,27.58
53,28/04/2022,1st,Kolkata Knight Riders,Wankhede Stadium,B Indrajith (c R Powell),3.0,4/14,,18.84,8.25,54,25.89
,,,,,S P Narine (lbw),,,,,,55,
,,,,,S S Iyer (c †R R Pant),,,,,,56,
,,,,,A D Russell (st R R Pant),,,,,,57,
54,01/05/2022,1st,Lucknow Super Giants,Wankhede Stadium,,3.0,0/29,,19.16,8.27,57,26.40
55,05/05/2022,2nd,Sunrisers Hyderabad,Brabourne Stadium,Kartik Tyagi (b),4.0,1/40,,19.24,8.31,58,26.64
56,08/05/2022,1st,Chennai Super Kings,Dr DY Patil Sports Academy,,3.0,0/43,,19.55,8.40,58,27.38
57,11/05/2022,1st,Rajasthan Royals,Dr DY Patil Sports Academy,,3.0,0/20,,19.86,8.38,58,27.72
58,16/05/2022,2nd,Punjab Kings,Dr DY Patil Sports Academy,L S Livingstone (st R R Pant),3.0,2/14,,19.50,8.32,59,27.03
,,,,,Harpreet Brar (b),,,,,,60,
59,21/05/2022,2nd,Mumbai Indians,Wankhede Stadium,Ishan Kishan (c D A Warner),4.0,1/33,,19.57,8.32,61,27.13
60,01/04/2023,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,D J Hooda (c D A Warner),4.0,1/35,,19.65,8.33,62,27.26
61,04/04/2023,2nd,Gujarat Titans,Arun Jaitley Stadium,,3.0,0/18,,19.94,8.29,62,27.55
62,08/04/2023,1st,Rajasthan Royals,Barsapara Cricket Stadium,S V Samson (c A Nortje),4.0,1/31,,20.00,8.28,63,27.60
63,11/04/2023,2nd,Mumbai Indians,Arun Jaitley Stadium,,2.0,0/23,,20.19,8.31,63,27.97
64,15/04/2023,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,G J Maxwell (c D A Warner),4.0,2/23,,19.94,8.26,64,27.46
,,,,,K D Karthik (c Lalit Yadav),,,,,,65,
65,20/04/2023,1st,Kolkata Knight Riders,Arun Jaitley Stadium,J J Roy (c Aman Hakim Khan),3.0,2/15,,19.61,8.22,66,26.87
,,,,,A S Roy (lbw),,,,,,67,
66,24/04/2023,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Abhishek Sharma (c & b),4.0,1/22,,19.68,8.17,68,26.79
67,29/04/2023,1st,Sunrisers Hyderabad,Arun Jaitley Stadium,,3.0,0/27,,19.94,8.18,68,27.19
68,02/05/2023,2nd,Gujarat Titans,Narendra Modi Stadium,D A Miller (b),4.0,1/15,,20.00,8.10,69,27.01
69,06/05/2023,1st,Royal Challengers Bengaluru,Arun Jaitley Stadium,,4.0,0/37,,20.35,8.12,69,27.55
70,10/05/2023,1st,Chennai Super Kings,MA Chidambaram Stadium,M M Ali (c M R Marsh),4.0,1/28,,20.40,8.11,70,27.56
71,13/05/2023,1st,Punjab Kings,Arun Jaitley Stadium,Harpreet Brar (c M R Marsh),4.0,1/32,,20.45,8.10,71,27.62
72,17/05/2023,2nd,Punjab Kings,Himachal Pradesh Cricket Association Stadium,,3.0,0/21,,20.70,8.09,71,27.92
73,20/05/2023,1st,Chennai Super Kings,Arun Jaitley Stadium,,3.0,0/34,,20.96,8.13,71,28.39
74,23/03/2024,2nd,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,Prabhsimran Singh (c D A Warner),4.0,2/20,,20.71,8.08,72,27.89
,,,,,J M Sharma (st R R Pant),,,,,,73,
75,28/03/2024,1st,Rajasthan Royals,Sawai Mansingh Stadium,J C Buttler (lbw),4.0,1/41,,20.76,8.11,74,28.07
76,12/04/2024,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,M P Stoinis (c I Sharma),4.0,3/20,,20.26,8.07,75,27.23
,,,,,N Pooran (b),,,,,,76,
,,,,,K L Rahul (c †R R Pant),,,,,,77,
77,17/04/2024,1st,Gujarat Titans,Narendra Modi Stadium,,4.0,0/16,,20.57,8.00,77,27.44
78,20/04/2024,1st,Sunrisers Hyderabad,Arun Jaitley Stadium,Abhishek Sharma (c A R Patel),4.0,4/55,,19.85,8.09,78,26.77
,,,,,A K Markram (c A R Patel),,,,,,79,
,,,,,T M Head (c T Stubbs),,,,,,80,
,,,,,N K Reddy (c D A Warner),,,,,,81,
79,24/04/2024,2nd,Gujarat Titans,Arun Jaitley Stadium,W P Saha (c A R Patel),4.0,2/29,,19.66,8.08,82,26.47
,,,,,R Tewatia (c †R R Pant),,,,,,83,
80,27/04/2024,2nd,Mumbai Indians,Arun Jaitley Stadium,,3.0,0/47,,19.88,8.16,83,27.04
81,29/04/2024,2nd,Kolkata Knight Riders,Eden Gardens,,4.0,0/34,,20.17,8.16,83,27.45
82,07/05/2024,2nd,Rajasthan Royals,Arun Jaitley Stadium,D Ferreira (lbw),4.0,2/25,,19.98,8.14,84,27.09
,,,,,R Ashwin (c S D Hope),,,,,,85,
83,12/05/2024,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,W G Jacks (c A R Patel),4.0,1/52,,20.02,8.21,86,27.38
84,14/05/2024,2nd,Lucknow Super Giants,Arun Jaitley Stadium,K H Pandya (st R R Pant),4.0,1/33,,20.07,8.21,87,27.45
85,24/03/2025,1st,Lucknow Super Giants,Dr YS Rajasekhara Reddy Cricket Stadium,R R Pant (c F du Plessis),4.0,2/20,,19.89,8.16,88,27.06
,,,,,A Badoni (c T Stubbs),,,,,,89,
86,30/03/2025,1st,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,A Manohar (c F du Plessis),4.0,3/22,,19.50,8.13,90,26.41
,,,,,P J Cummins (c J Fraser-McGurk),,,,,,91,
,,,,,A Verma (c J Fraser-McGurk),,,,,,92,
87,05/04/2025,2nd,Chennai Super Kings,MA Chidambaram Stadium,R A Jadeja (lbw),4.0,1/30,,19.55,8.12,93,26.45
88,10/04/2025,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,J M Sharma (c †K L Rahul),4.0,2/17,,19.39,8.07,94,26.07
,,,,,R M Patidar (c †K L Rahul),,,,,,95,
89,13/04/2025,1st,Mumbai Indians,Arun Jaitley Stadium,R D Rickelton (b),4.0,2/23,,19.24,8.04,96,25.77
,,,,,S A Yadav (c M A Starc),,,,,,97,
90,16/04/2025,2nd,Rajasthan Royals,Arun Jaitley Stadium,Y B K Jaiswal (c M A Starc),4.0,1/33,,19.29,8.04,98,25.85
91,19/04/2025,2nd,Gujarat Titans,Narendra Modi Stadium,Sai Sudharsan (c T Stubbs),4.0,1/30,,19.33,8.03,99,25.89
92,22/04/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,,4.0,0/33,,19.58,8.04,99,26.22
