Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,24/03/2025,1st,Lucknow Super Giants,Dr YS Rajasekhara Reddy Cricket Stadium,A K Markram (c M A Starc),2.0,1/35,,12.00,17.50,1,35.00
2,30/03/2025,1st,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,,2.0,0/21,,24.00,14.00,1,56.00
3,05/04/2025,2nd,Chennai Super Kings,MA Chidambaram Stadium,D P Conway (c A R Patel),4.0,2/27,,16.00,10.38,2,27.67
,,,,,S Dube (c T Stubbs),,,,,,3,
4,10/04/2025,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,V Kohli (c M A Starc),4.0,2/18,,14.40,8.42,4,20.20
,,,,,K H Pandya (c Ashutosh Sharma),,,,,,5,
5,13/04/2025,1st,Mumbai Indians,Arun Jaitley Stadium,R G Sharma (lbw),4.0,2/41,,13.71,8.88,6,20.29
,,,,,H H Pandya (c T Stubbs),,,,,,7,
6,16/04/2025,2nd,Rajasthan Royals,Arun Jaitley Stadium,,1.0,0/13,,14.57,9.12,7,22.14
7,19/04/2025,2nd,Gujarat Titans,Narendra Modi Stadium,,4.0,0/34,,18.00,9.00,7,27.00
8,22/04/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,,1.0,0/14,,18.86,9.23,7,29.00
