Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,12/05/2022,1st,Chennai Super Kings,Wankhede Stadium,did not bowl,,,,,,0,
2,17/05/2022,1st,Sunrisers Hyderabad,Wankhede Stadium,did not bowl,,,,,,0,
3,08/04/2023,2nd,Chennai Super Kings,Wankhede Stadium,did not bowl,,,,,,0,
4,06/05/2023,2nd,Chennai Super Kings,MA Chidambaram Stadium,A T Rayudu (c R Goyal),2.0,1/14,,12.00,7.00,1,14.00
5,23/03/2024,2nd,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,12.00,7.00,1,14.00
6,28/03/2024,1st,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,12.00,7.00,1,14.00
7,31/03/2024,2nd,Chennai Super Kings,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,12.00,7.00,1,14.00
8,03/04/2024,1st,Kolkata Knight Riders,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,12.00,7.00,1,14.00
9,07/04/2024,1st,Mumbai Indians,Wankhede Stadium,did not bowl,,,,12.00,7.00,1,14.00
10,12/04/2024,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,12.00,7.00,1,14.00
11,17/04/2024,1st,Gujarat Titans,Narendra Modi Stadium,A Manohar (st R R Pant),1.0,2/11,,6.00,8.33,2,8.33
,,,,,Shahrukh Khan (st R R Pant),,,,,,3,
12,20/04/2024,1st,Sunrisers Hyderabad,Arun Jaitley Stadium,did not bowl,,,,6.00,8.33,3,8.33
13,24/04/2024,2nd,Gujarat Titans,Arun Jaitley Stadium,did not bowl,,,,6.00,8.33,3,8.33
14,27/04/2024,2nd,Mumbai Indians,Arun Jaitley Stadium,did not bowl,,,,6.00,8.33,3,8.33
15,29/04/2024,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,6.00,8.33,3,8.33
16,07/05/2024,2nd,Rajasthan Royals,Arun Jaitley Stadium,did not bowl,,,,6.00,8.33,3,8.33
17,12/05/2024,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,6.00,8.33,3,8.33
18,14/05/2024,2nd,Lucknow Super Giants,Arun Jaitley Stadium,A Badoni (c Gulbadin Naib),1.0,1/4,,6.00,7.25,4,7.25
19,24/03/2025,1st,Lucknow Super Giants,Dr YS Rajasekhara Reddy Cricket Stadium,,1.0,0/28,,7.50,11.40,4,14.25
20,30/03/2025,1st,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,7.50,11.40,4,14.25
21,05/04/2025,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,7.50,11.40,4,14.25
22,10/04/2025,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,7.50,11.40,4,14.25
23,13/04/2025,1st,Mumbai Indians,Arun Jaitley Stadium,did not bowl,,,,7.50,11.40,4,14.25
24,16/04/2025,2nd,Rajasthan Royals,Arun Jaitley Stadium,,1.0,0/12,,9.00,11.50,4,17.25
25,19/04/2025,2nd,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,9.00,11.50,4,17.25
26,22/04/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,9.00,11.50,4,17.25
