Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,20/09/2020,1st,Delhi Capitals,Dubai International Cricket Stadium,R R Pant (b),4.0,1/22,,24.00,5.50,1,22.00
2,24/09/2020,2nd,Royal Challengers Bengaluru,Dubai International Cricket Stadium,A J Finch (b),4.0,3/32,,12.00,6.75,2,13.50
,,,,,U T Yadav (b),,,,,,3,
,,,,,Washington Sundar (c M A Agarwal),,,,,,4,
3,27/09/2020,2nd,Rajasthan Royals,Sharjah Cricket Stadium,,4.0,0/34,,18.00,7.33,4,22.00
4,01/10/2020,1st,Mumbai Indians,Sheikh Zayed Stadium,,4.0,0/37,,24.00,7.81,4,31.25
5,04/10/2020,2nd,Chennai Super Kings,Dubai International Cricket Stadium,,4.0,0/33,,30.00,7.90,4,39.50
6,08/10/2020,1st,Sunrisers Hyderabad,Dubai International Cricket Stadium,D A Warner (c G J Maxwell),3.0,3/29,,19.71,8.13,5,26.71
,,,,,J M Bairstow (lbw),,,,,,6,
,,,,,Abdul Samad (c Arshdeep Singh),,,,,,7,
7,10/10/2020,1st,Kolkata Knight Riders,Sheikh Zayed Stadium,E J G Morgan (c G J Maxwell),4.0,1/25,,20.25,7.85,8,26.50
8,15/10/2020,1st,Royal Challengers Bengaluru,Sharjah Cricket Stadium,,3.0,0/29,,22.50,8.03,8,30.13
9,18/10/2020,1st,Mumbai Indians,Dubai International Cricket Stadium,K H Pandya (c D J Hooda),2.0,1/12,,21.33,7.91,9,28.11
10,20/10/2020,1st,Delhi Capitals,Dubai International Cricket Stadium,,3.0,0/24,,23.33,7.91,9,30.78
11,24/10/2020,2nd,Sunrisers Hyderabad,Dubai International Cricket Stadium,D A Warner (c †K L Rahul),4.0,1/13,,23.40,7.44,10,29.00
12,26/10/2020,1st,Kolkata Knight Riders,Sharjah Cricket Stadium,E J G Morgan (c M Ashwin),4.0,2/20,,21.50,7.21,11,25.83
,,,,,P J Cummins (lbw),,,,,,12,
13,30/10/2020,2nd,Rajasthan Royals,Sheikh Zayed Stadium,,4.0,0/27,,23.50,7.17,12,28.08
14,01/11/2020,2nd,Chennai Super Kings,Sheikh Zayed Stadium,,4.0,0/39,,25.50,7.37,12,31.33
15,23/04/2021,1st,Mumbai Indians,MA Chidambaram Stadium,Ishan Kishan (c †K L Rahul),4.0,2/21,,23.57,7.22,13,28.36
,,,,,S A Yadav (c C H Gayle),,,,,,14,
16,26/04/2021,2nd,Kolkata Knight Riders,Narendra Modi Stadium,,4.0,0/19,,25.29,7.05,14,29.71
17,30/04/2021,2nd,Royal Challengers Bengaluru,Narendra Modi Stadium,Shahbaz Ahmed (c Harpreet Brar),4.0,2/17,,23.63,6.87,15,27.06
,,,,,D R Sams (b),,,,,,16,
18,02/05/2021,2nd,Delhi Capitals,Narendra Modi Stadium,,4.0,0/42,,25.13,7.09,16,29.69
19,25/09/2021,2nd,Sunrisers Hyderabad,Sharjah Cricket Stadium,M K Pandey (b),4.0,3/24,,22.42,7.03,17,26.26
,,,,,K M Jadhav (b),,,,,,18,
,,,,,Abdul Samad (c C H Gayle),,,,,,19,
20,28/09/2021,2nd,Mumbai Indians,Sheikh Zayed Stadium,R G Sharma (c Mandeep Singh),4.0,2/25,,21.43,6.99,20,24.95
,,,,,S A Yadav (b),,,,,,21,
21,01/10/2021,1st,Kolkata Knight Riders,Dubai International Cricket Stadium,R A Tripathi (c D J Hooda),4.0,2/22,,20.61,6.91,22,23.74
,,,,,V R Iyer (c D J Hooda),,,,,,23,
22,03/10/2021,1st,Royal Challengers Bengaluru,Sharjah Cricket Stadium,,4.0,0/35,,21.65,7.00,23,25.26
23,07/10/2021,1st,Chennai Super Kings,Dubai International Cricket Stadium,M S Dhoni (b),4.0,1/25,,21.75,6.97,24,25.25
24,28/03/2022,2nd,Gujarat Titans,Wankhede Stadium,,4.0,0/34,,22.75,7.03,24,26.67
25,31/03/2022,1st,Chennai Super Kings,Brabourne Stadium,R V Uthappa (lbw),4.0,2/24,,21.92,6.99,25,25.54
,,,,,A T Rayudu (b),,,,,,26,
26,04/04/2022,2nd,Sunrisers Hyderabad,Dr DY Patil Sports Academy,,4.0,0/29,,22.85,7.00,26,26.65
27,07/04/2022,1st,Delhi Capitals,Dr DY Patil Sports Academy,D A Warner (c A Badoni),4.0,2/22,,22.07,6.94,27,25.54
,,,,,R Powell (b),,,,,,28,
28,10/04/2022,1st,Rajasthan Royals,Wankhede Stadium,,4.0,0/29,,22.93,6.95,28,26.57
29,16/04/2022,2nd,Mumbai Indians,Brabourne Stadium,S A Yadav (c sub),4.0,1/34,,22.97,7.01,29,26.83
30,19/04/2022,1st,Royal Challengers Bengaluru,Dr DY Patil Sports Academy,,4.0,0/47,,23.79,7.17,29,28.45
31,24/04/2022,2nd,Mumbai Indians,Wankhede Stadium,Ishan Kishan (c J O Holder),3.0,1/28,,23.60,7.23,30,28.43
32,29/04/2022,2nd,Punjab Kings,Maharashtra Cricket Association Stadium,S Dhawan (b),4.0,1/41,,23.61,7.33,31,28.84
