Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,13/04/2019,1st,Mumbai Indians,Wankhede Stadium,,1.0,0/13,,,13.00,0,
2,27/04/2019,1st,Sunrisers Hyderabad,Sawai Mansingh Stadium,did not bowl,,,,,13.00,0,
3,30/04/2019,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,13.00,0,
4,04/05/2019,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,13.00,0,
5,21/09/2021,2nd,Punjab Kings,Dubai International Cricket Stadium,did not bowl,,,,,13.00,0,
6,25/09/2021,1st,Delhi Capitals,Sheikh Zayed Stadium,did not bowl,,,,,13.00,0,
7,27/09/2021,2nd,Sunrisers Hyderabad,Dubai International Cricket Stadium,did not bowl,,,,,13.00,0,
8,29/09/2021,2nd,Royal Challengers Bengaluru,Dubai International Cricket Stadium,did not bowl,,,,,13.00,0,
9,07/10/2021,1st,Kolkata Knight Riders,Sharjah Cricket Stadium,did not bowl,,,,,13.00,0,
10,27/03/2022,1st,Royal Challengers Bengaluru,Dr DY Patil Sports Academy,,1.0,0/14,,,13.50,0,
11,01/04/2022,2nd,Kolkata Knight Riders,Wankhede Stadium,,0.3,0/13,,,16.00,0,
12,03/04/2022,2nd,Chennai Super Kings,Brabourne Stadium,S Dube (c Arshdeep Singh),3.0,2/25,,16.50,11.82,1,32.50
,,,,,D J J Bravo (c & b),,,,,,2,
13,08/04/2022,2nd,Gujarat Titans,Brabourne Stadium,,1.0,0/12,,19.50,11.85,2,38.50
14,13/04/2022,2nd,Mumbai Indians,Maharashtra Cricket Association Stadium,,1.0,0/11,,22.50,11.73,2,44.00
15,17/04/2022,2nd,Sunrisers Hyderabad,Dr DY Patil Sports Academy,,2.0,0/19,,28.50,11.26,2,53.50
16,20/04/2022,2nd,Delhi Capitals,Brabourne Stadium,did not bowl,,,,28.50,11.26,2,53.50
17,25/04/2022,2nd,Chennai Super Kings,Wankhede Stadium,,1.0,0/12,,31.50,11.33,2,59.50
18,29/04/2022,1st,Lucknow Super Giants,Maharashtra Cricket Association Stadium,,2.0,0/23,,37.50,11.36,2,71.00
19,03/05/2022,1st,Gujarat Titans,Dr DY Patil Sports Academy,D A Miller (c K Rabada),2.3,1/15,,30.00,10.47,3,52.33
20,07/05/2022,2nd,Rajasthan Royals,Wankhede Stadium,,1.0,0/6,,32.00,10.19,3,54.33
21,13/05/2022,2nd,Royal Challengers Bengaluru,Brabourne Stadium,did not bowl,,,,32.00,10.19,3,54.33
22,16/05/2022,1st,Delhi Capitals,Dr DY Patil Sports Academy,D A Warner (c R D Chahar),4.0,3/27,,20.00,9.50,4,31.67
,,,,,R R Pant (st J M Sharma),,,,,,5,
,,,,,R Powell (c S Dhawan),,,,,,6,
23,22/05/2022,1st,Sunrisers Hyderabad,Wankhede Stadium,,4.0,0/25,,24.00,8.96,6,35.83
24,20/04/2023,1st,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,,1.0,0/9,,25.00,8.96,6,37.33
25,22/04/2023,2nd,Mumbai Indians,Wankhede Stadium,R G Sharma (c & b),2.0,1/23,,23.14,9.15,7,35.29
26,28/04/2023,1st,Lucknow Super Giants,Punjab Cricket Association IS Bindra Stadium,A Badoni (c R D Chahar),1.0,1/19,,21.00,9.50,8,33.25
27,30/04/2023,1st,Chennai Super Kings,MA Chidambaram Stadium,,1.0,0/16,,21.75,9.72,8,35.25
28,03/05/2023,2nd,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,21.75,9.72,8,35.25
29,08/05/2023,2nd,Kolkata Knight Riders,Eden Gardens,,2.0,0/27,,23.25,9.97,8,38.63
30,13/05/2023,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,23.25,9.97,8,38.63
31,17/05/2023,1st,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,23.25,9.97,8,38.63
32,19/05/2023,2nd,Rajasthan Royals,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,23.25,9.97,8,38.63
33,23/03/2024,1st,Delhi Capitals,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,23.25,9.97,8,38.63
34,25/03/2024,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,23.25,9.97,8,38.63
35,30/03/2024,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,23.25,9.97,8,38.63
36,13/04/2024,2nd,Rajasthan Royals,Maharaja Yadavindra Singh International Cricket St,T K Kotian (b),3.0,1/21,,22.67,9.71,9,36.67
37,18/04/2024,1st,Mumbai Indians,Maharaja Yadavindra Singh International Cricket St,,2.0,0/16,,24.00,9.61,9,38.44
38,21/04/2024,2nd,Gujarat Titans,Maharaja Yadavindra Singh International Cricket St,Shubman Gill (c K Rabada),4.0,2/19,,21.82,9.13,10,33.18
,,,,,D A Miller (b),,,,,,11,
