Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,08/04/2013,1st,Rajasthan Royals,Sawai Mansingh Stadium,,3.0,0/26,,,8.67,0,
2,28/04/2013,1st,Chennai Super Kings,MA Chidambaram Stadium,,2.0,0/20,,,9.20,0,
3,19/05/2013,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,N L T C Perera (b),4.0,1/32,,54.00,8.67,1,78.00
4,17/04/2014,2nd,Royal Challengers Bengaluru,Sharjah Cricket Stadium,N J Maddinson (c †K D Karthik),4.0,1/30,,39.00,8.31,2,54.00
5,19/04/2014,1st,Kolkata Knight Riders,Dubai International Cricket Stadium,J H Kallis (c L R P L Taylor),4.0,1/33,,34.00,8.29,3,47.00
6,21/04/2014,1st,Chennai Super Kings,Sheikh Zayed Stadium,F du Plessis (c M Vijay),4.0,1/45,,31.50,8.86,4,46.50
7,25/04/2014,1st,Sunrisers Hyderabad,Dubai International Cricket Stadium,,4.0,0/36,,37.50,8.88,4,55.50
8,27/04/2014,1st,Mumbai Indians,Sharjah Cricket Stadium,,4.0,0/36,,43.50,8.90,4,64.50
9,03/05/2014,2nd,Rajasthan Royals,Arun Jaitley Stadium,R Bhatia (b),4.0,1/22,,39.60,8.48,5,56.00
10,05/05/2014,2nd,Chennai Super Kings,Arun Jaitley Stadium,,4.0,0/42,,44.40,8.70,5,64.40
11,07/05/2014,2nd,Kolkata Knight Riders,Arun Jaitley Stadium,,4.0,0/23,,49.20,8.41,5,69.00
12,10/05/2014,2nd,Sunrisers Hyderabad,Arun Jaitley Stadium,,1.0,0/6,,50.40,8.36,5,70.20
13,13/05/2014,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,P A Patel (c K D Karthik),4.0,1/31,,46.00,8.30,6,63.67
14,19/05/2014,2nd,Punjab Kings,Arun Jaitley Stadium,W P Saha (c W D Parnell),4.0,1/39,,42.86,8.42,7,60.14
15,25/05/2014,2nd,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,V Sehwag (c †K D Karthik),3.0,1/26,,39.75,8.43,8,55.88
16,17/04/2016,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,S R Watson (c C H Morris),4.0,2/34,,34.20,8.44,9,48.10
,,,,,V Kohli (c S S Iyer),,,,,,10,
17,23/04/2016,2nd,Mumbai Indians,Arun Jaitley Stadium,,3.0,0/24,,36.00,8.42,10,50.50
18,30/04/2016,2nd,Kolkata Knight Riders,Arun Jaitley Stadium,,4.0,0/33,,38.40,8.41,10,53.80
19,03/05/2016,1st,Gujarat Lions,Saurashtra Cricket Association Stadium,K D Karthik (b),4.0,1/31,,37.09,8.37,11,51.73
20,05/05/2016,2nd,Rising Pune Supergiant,Arun Jaitley Stadium,,3.1,0/50,,38.82,8.70,11,56.27
21,07/05/2016,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,W P Saha (c C H Morris),3.0,1/34,,37.08,8.80,12,54.42
22,12/05/2016,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,M C Henriques (lbw),3.0,1/26,,35.62,8.80,13,52.23
23,17/05/2016,2nd,Rising Pune Supergiant,Dr YS Rajasekhara Reddy Cricket Stadium,,1.0,0/12,,36.08,8.84,13,53.15
24,17/04/2017,2nd,Kolkata Knight Riders,Arun Jaitley Stadium,,3.0,0/28,,37.46,8.86,13,55.31
25,30/04/2017,2nd,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,,2.0,0/19,,38.38,8.87,13,56.77
26,02/05/2017,1st,Sunrisers Hyderabad,Arun Jaitley Stadium,D A Warner (b),4.0,2/36,,34.87,8.88,14,51.60
,,,,,K S Williamson (c C H Morris),,,,,,15,
27,04/05/2017,1st,Gujarat Lions,Arun Jaitley Stadium,,3.0,0/40,,36.07,9.03,15,54.27
28,06/05/2017,1st,Mumbai Indians,Barabati Stadium,,2.0,0/16,,36.87,9.01,15,55.33
29,10/05/2017,1st,Gujarat Lions,Green Park,A J Finch (b),4.0,1/36,,36.06,9.01,16,54.13
30,12/05/2017,2nd,Rising Pune Supergiant,Arun Jaitley Stadium,B A Stokes (c C J Anderson),4.0,2/37,,33.39,9.01,17,50.17
