Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,28/03/2022,2nd,Gujarat Titans,Wankhede Stadium,Shubman Gill (c D J Hooda),3.0,2/22,,9.00,7.33,1,11.00
,,,,,V Shankar (b),,,,,,2,
2,31/03/2022,1st,Chennai Super Kings,Brabourne Stadium,,4.0,0/49,,21.00,10.14,2,35.50
3,10/04/2022,1st,Rajasthan Royals,Wankhede Stadium,,4.0,0/22,,33.00,8.45,2,46.50
4,16/04/2022,2nd,Mumbai Indians,Brabourne Stadium,K A Pollard (c M P Stoinis),4.0,1/48,,30.00,9.40,3,47.00
5,19/04/2022,1st,Royal Challengers Bengaluru,Dr DY Patil Sports Academy,Anuj Rawat (c K L Rahul),3.0,2/31,,21.60,9.56,4,34.40
,,,,,V Kohli (c D J Hooda),,,,,,5,
6,24/04/2022,2nd,Mumbai Indians,Wankhede Stadium,,4.0,0/14,,26.40,8.45,5,37.20
7,29/04/2022,2nd,Punjab Kings,Maharashtra Cricket Association Stadium,M A Agarwal (c K L Rahul),4.0,2/17,,22.29,7.81,6,29.00
,,,,,J M Bairstow (c K H Pandya),,,,,,7,
8,01/05/2022,2nd,Delhi Capitals,Wankhede Stadium,P P Shaw (c K Gowtham),4.0,1/44,,22.50,8.23,8,30.88
9,07/05/2022,2nd,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,S S Iyer (c A Badoni),3.0,1/14,,22.00,7.91,9,29.00
10,10/05/2022,1st,Gujarat Titans,Maharashtra Cricket Association Stadium,,4.0,0/34,,24.67,7.97,9,32.78
11,15/05/2022,1st,Rajasthan Royals,Brabourne Stadium,,3.0,0/35,,26.67,8.25,9,36.67
12,25/05/2022,1st,Royal Challengers Bengaluru,Eden Gardens,,4.0,0/54,,29.33,8.73,9,42.67
13,26/04/2024,2nd,Punjab Kings,Eden Gardens,,3.0,0/48,,31.33,9.19,9,48.00
14,22/04/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,A K Markram (c T Stubbs),3.0,1/25,,30.00,9.14,10,45.70
