Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,19/04/2015,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,,3.0,0/37,,,12.33,0,
2,23/04/2015,1st,Delhi Capitals,Arun Jaitley Stadium,,2.0,0/14,,,10.20,0,
3,05/05/2015,1st,Delhi Capitals,Wankhede Stadium,A D Mathews (c J Suchith),2.0,1/13,,42.00,9.14,1,64.00
4,08/05/2015,1st,Chennai Super Kings,MA Chidambaram Stadium,,1.0,0/4,,48.00,8.50,1,68.00
5,10/05/2015,1st,Royal Challengers Bengaluru,Wankhede Stadium,,3.0,0/51,,66.00,10.82,1,119.00
6,14/05/2015,2nd,Kolkata Knight Riders,Wankhede Stadium,,1.0,0/10,,72.00,10.75,1,129.00
7,17/05/2015,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,1.0,0/11,,78.00,10.77,1,140.00
8,19/05/2015,2nd,Chennai Super Kings,Wankhede Stadium,did not bowl,,,,78.00,10.77,1,140.00
9,24/05/2015,2nd,Chennai Super Kings,Eden Gardens,,4.0,0/36,,102.00,10.35,1,176.00
10,09/04/2016,2nd,Rising Pune Supergiant,Wankhede Stadium,,0.4,0/12,,106.00,10.64,1,188.00
11,13/04/2016,1st,Kolkata Knight Riders,Eden Gardens,G Gambhir (c †P A Patel),2.0,1/22,,59.00,10.68,2,105.00
12,16/04/2016,2nd,Gujarat Lions,Wankhede Stadium,,2.0,0/16,,65.00,10.43,2,113.00
13,18/04/2016,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,3.0,0/29,,74.00,10.34,2,127.50
14,20/04/2016,1st,Royal Challengers Bengaluru,Barabati Stadium,,2.0,0/18,,80.00,10.24,2,136.50
15,23/04/2016,1st,Delhi Capitals,Arun Jaitley Stadium,S S Iyer (c A T Rayudu),1.0,1/7,,55.33,10.12,3,93.33
16,25/04/2016,2nd,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,55.33,10.12,3,93.33
17,28/04/2016,1st,Kolkata Knight Riders,Wankhede Stadium,Shakib Al Hasan (c †P A Patel),2.0,1/15,,44.50,9.94,4,73.75
18,01/05/2016,1st,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,,2.0,0/14,,47.50,9.76,4,77.25
19,08/05/2016,1st,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,,1.0,0/10,,49.00,9.77,4,79.75
20,21/05/2016,2nd,Gujarat Lions,Green Park,,1.0,0/10,,50.50,9.77,4,82.25
21,06/04/2017,2nd,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,B A Stokes (c T G Southee),4.0,1/36,,45.20,9.69,5,73.00
22,09/04/2017,1st,Kolkata Knight Riders,Wankhede Stadium,did not bowl,,,,45.20,9.69,5,73.00
23,12/04/2017,1st,Sunrisers Hyderabad,Wankhede Stadium,Yuvraj Singh (b),3.0,1/22,,40.67,9.52,6,64.50
24,14/04/2017,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,C H Gayle (c †P A Patel),2.0,1/9,,36.57,9.28,7,56.57
25,16/04/2017,1st,Gujarat Lions,Wankhede Stadium,,1.0,0/15,,37.43,9.41,7,58.71
26,20/04/2017,1st,Punjab Kings,Holkar Cricket Stadium,,2.0,0/18,,39.14,9.39,7,61.29
27,22/04/2017,2nd,Delhi Capitals,Wankhede Stadium,K K Nair (b),3.0,1/23,,36.50,9.29,8,56.50
28,24/04/2017,1st,Rising Pune Supergiant,Wankhede Stadium,did not bowl,,,,36.50,9.29,8,56.50
29,29/04/2017,1st,Gujarat Lions,Saurashtra Cricket Association Stadium,did not bowl,,,,36.50,9.29,8,56.50
30,01/05/2017,1st,Royal Challengers Bengaluru,Wankhede Stadium,,1.0,0/5,,37.25,9.20,8,57.13
31,06/05/2017,2nd,Delhi Capitals,Barabati Stadium,,1.0,0/2,,38.00,9.06,8,57.38
32,08/05/2017,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,1.0,0/13,,38.75,9.14,8,59.00
33,11/05/2017,1st,Punjab Kings,Wankhede Stadium,,2.0,0/29,,40.25,9.34,8,62.63
34,13/05/2017,2nd,Kolkata Knight Riders,Eden Gardens,C de Grandhomme (b),4.0,2/22,,34.60,9.07,9,52.30
,,,,,M K Pandey (c sub),,,,,,10,
35,16/05/2017,1st,Rising Pune Supergiant,Wankhede Stadium,,1.0,0/15,,35.20,9.17,10,53.80
36,19/05/2017,1st,Kolkata Knight Riders,M Chinnaswamy Stadium,,1.0,0/4,,35.80,9.08,10,54.20
37,21/05/2017,2nd,Rising Pune Supergiant,Rajiv Gandhi International Stadium,did not bowl,,,,35.80,9.08,10,54.20
38,07/04/2018,2nd,Chennai Super Kings,Wankhede Stadium,S R Watson (c E Lewis),4.0,3/24,,29.38,8.89,11,43.54
,,,,,S K Raina (c K H Pandya),,,,,,12,
,,,,,M A Wood (c Mustafizur Rahman),,,,,,13,
39,14/04/2018,2nd,Delhi Capitals,Wankhede Stadium,,2.0,0/32,,30.31,9.11,13,46.00
40,17/04/2018,2nd,Royal Challengers Bengaluru,Wankhede Stadium,,1.0,0/4,,30.77,9.03,13,46.31
41,22/04/2018,2nd,Rajasthan Royals,Sawai Mansingh Stadium,B A Stokes (b),2.4,2/25,,27.73,9.04,14,41.80
,,,,,J C Archer (c & b),,,,,,15,
