Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,09/04/2021,1st,Mumbai Indians,MA Chidambaram Stadium,did not bowl,,,,,,0,
2,18/04/2021,2nd,Kolkata Knight Riders,MA Chidambaram Stadium,did not bowl,,,,,,0,
3,27/04/2021,2nd,Delhi Capitals,Narendra Modi Stadium,did not bowl,,,,,,0,
4,30/04/2021,1st,Punjab Kings,Narendra Modi Stadium,did not bowl,,,,,,0,
5,26/04/2022,1st,Rajasthan Royals,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
6,30/04/2022,2nd,Gujarat Titans,Brabourne Stadium,did not bowl,,,,,,0,
7,04/05/2022,2nd,Chennai Super Kings,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
8,08/05/2022,2nd,Sunrisers Hyderabad,Wankhede Stadium,did not bowl,,,,,,0,
9,13/05/2022,1st,Punjab Kings,Brabourne Stadium,did not bowl,,,,,,0,
10,19/05/2022,1st,Gujarat Titans,Wankhede Stadium,did not bowl,,,,,,0,
11,25/05/2022,2nd,Lucknow Super Giants,Eden Gardens,did not bowl,,,,,,0,
12,27/05/2022,2nd,Rajasthan Royals,Narendra Modi Stadium,did not bowl,,,,,,0,
13,22/03/2024,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
14,25/03/2024,1st,Punjab Kings,M Chinnaswamy Stadium,did not bowl,,,,,,0,
15,29/03/2024,2nd,Kolkata Knight Riders,M Chinnaswamy Stadium,did not bowl,,,,,,0,
16,02/04/2024,1st,Lucknow Super Giants,M Chinnaswamy Stadium,did not bowl,,,,,,0,
17,06/04/2024,2nd,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
18,11/04/2024,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
19,15/04/2024,1st,Sunrisers Hyderabad,M Chinnaswamy Stadium,did not bowl,,,,,,0,
20,21/04/2024,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
21,25/04/2024,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
22,28/04/2024,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
23,04/05/2024,1st,Gujarat Titans,M Chinnaswamy Stadium,did not bowl,,,,,,0,
24,09/05/2024,2nd,Punjab Kings,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,,,0,
25,12/05/2024,2nd,Delhi Capitals,M Chinnaswamy Stadium,did not bowl,,,,,,0,
26,18/05/2024,2nd,Chennai Super Kings,M Chinnaswamy Stadium,did not bowl,,,,,,0,
27,22/05/2024,2nd,Rajasthan Royals,Narendra Modi Stadium,did not bowl,,,,,,0,
28  (c),22/03/2025,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
29  (c),28/03/2025,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
30  (c),02/04/2025,2nd,Gujarat Titans,M Chinnaswamy Stadium,did not bowl,,,,,,0,
31  (c),07/04/2025,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
32  (c),10/04/2025,2nd,Delhi Capitals,M Chinnaswamy Stadium,did not bowl,,,,,,0,
33  (c),13/04/2025,1st,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
34  (c),18/04/2025,2nd,Punjab Kings,M Chinnaswamy Stadium,did not bowl,,,,,,0,
35  (c),20/04/2025,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
36  (c),24/04/2025,2nd,Rajasthan Royals,M Chinnaswamy Stadium,did not bowl,,,,,,0,
37  (c),27/04/2025,1st,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
38  (c),03/05/2025,2nd,Chennai Super Kings,M Chinnaswamy Stadium,did not bowl,,,,,,0,
39,23/05/2025,1st,Sunrisers Hyderabad,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
40,27/05/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
41  (c),29/05/2025,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
