Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1  (k),03/04/2022,2nd,Chennai Super Kings,Brabourne Stadium,did not bowl,,,,,,0,
2,08/04/2022,2nd,Gujarat Titans,Brabourne Stadium,did not bowl,,,,,,0,
3  (k),13/04/2022,2nd,Mumbai Indians,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
4  (k),17/04/2022,2nd,Sunrisers Hyderabad,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
5  (k),20/04/2022,2nd,Delhi Capitals,Brabourne Stadium,did not bowl,,,,,,0,
6  (k),25/04/2022,2nd,Chennai Super Kings,Wankhede Stadium,did not bowl,,,,,,0,
7  (k),29/04/2022,1st,Lucknow Super Giants,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
8  (k),03/05/2022,1st,Gujarat Titans,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
9  (k),07/05/2022,2nd,Rajasthan Royals,Wankhede Stadium,did not bowl,,,,,,0,
10  (k),13/05/2022,2nd,Royal Challengers Bengaluru,Brabourne Stadium,did not bowl,,,,,,0,
11  (k),16/05/2022,1st,Delhi Capitals,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
12  (k),22/05/2022,1st,Sunrisers Hyderabad,Wankhede Stadium,did not bowl,,,,,,0,
13  (k),01/04/2023,2nd,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
14  (k),05/04/2023,2nd,Rajasthan Royals,Barsapara Cricket Stadium,did not bowl,,,,,,0,
15  (k),09/04/2023,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
16  (k),13/04/2023,2nd,Gujarat Titans,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
17  (k),15/04/2023,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
18  (k),20/04/2023,1st,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
19  (k),22/04/2023,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
20  (k),28/04/2023,1st,Lucknow Super Giants,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
21  (k),30/04/2023,1st,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
22  (k),03/05/2023,2nd,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
23  (k),08/05/2023,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
24  (k),13/05/2023,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
25  (k),17/05/2023,1st,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,,,0,
26  (k),19/05/2023,2nd,Rajasthan Royals,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,,,0,
27  (k),23/03/2024,1st,Delhi Capitals,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
28  (k),25/03/2024,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
29  (k),30/03/2024,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
30  (k),04/04/2024,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
31  (k),09/04/2024,1st,Sunrisers Hyderabad,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
32  (k),13/04/2024,2nd,Rajasthan Royals,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
33  (k),18/04/2024,1st,Mumbai Indians,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
34  (k),21/04/2024,2nd,Gujarat Titans,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
35  (k),26/04/2024,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
36  (k),01/05/2024,1st,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
37  (k),05/05/2024,1st,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,,,0,
38,09/05/2024,1st,Royal Challengers Bengaluru,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,,,0,
39,15/05/2024,1st,Rajasthan Royals,Barsapara Cricket Stadium,did not bowl,,,,,,0,
40  (c)(k),19/05/2024,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
41  (k),22/03/2025,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
42  (k),28/03/2025,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
43  (k),02/04/2025,2nd,Gujarat Titans,M Chinnaswamy Stadium,did not bowl,,,,,,0,
44  (k),07/04/2025,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
45  (k),10/04/2025,2nd,Delhi Capitals,M Chinnaswamy Stadium,did not bowl,,,,,,0,
46  (k),13/04/2025,1st,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
47  (k),18/04/2025,2nd,Punjab Kings,M Chinnaswamy Stadium,did not bowl,,,,,,0,
48  (k),20/04/2025,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
49  (k),24/04/2025,2nd,Rajasthan Royals,M Chinnaswamy Stadium,did not bowl,,,,,,0,
50  (k),27/04/2025,1st,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
51  (k),03/05/2025,2nd,Chennai Super Kings,M Chinnaswamy Stadium,did not bowl,,,,,,0,
52  (c)(k),23/05/2025,1st,Sunrisers Hyderabad,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
53  (c)(k),27/05/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
54  (k),29/05/2025,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
