Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,16/04/2019,2nd,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,J C Buttler (c †N Pooran),4.0,2/43,,12.00,10.75,1,21.50
,,,,,A M Rahane (c Mohammed Shami),,,,,,2,
2,29/04/2019,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Rashid Khan (b),4.0,1/42,,16.00,10.63,3,28.33
3,03/05/2019,2nd,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,,2.0,0/24,,20.00,10.90,3,36.33
4,08/10/2020,1st,Sunrisers Hyderabad,Dubai International Cricket Stadium,M K Pandey (c & b),4.0,2/33,,16.80,10.14,4,28.40
,,,,,P K Garg (c N Pooran),,,,,,5,
5,10/10/2020,1st,Kolkata Knight Riders,Sheikh Zayed Stadium,A D Russell (c †Prabhsimran Singh),4.0,1/25,,18.00,9.28,6,27.83
6,15/10/2020,1st,Royal Challengers Bengaluru,Sharjah Cricket Stadium,D Padikkal (c N Pooran),2.0,1/20,,17.14,9.35,7,26.71
7,18/10/2020,1st,Mumbai Indians,Dubai International Cricket Stadium,R G Sharma (b),3.0,2/35,,15.33,9.65,8,24.67
,,,,,Ishan Kishan (c M Ashwin),,,,,,9,
8,20/10/2020,1st,Delhi Capitals,Dubai International Cricket Stadium,,3.0,0/30,,17.33,9.69,9,28.00
9,24/10/2020,2nd,Sunrisers Hyderabad,Dubai International Cricket Stadium,V Shankar (c †K L Rahul),3.5,3/23,,14.92,9.22,10,22.92
,,,,,Sandeep Sharma (c M Ashwin),,,,,,11,
,,,,,P K Garg (c C J Jordan),,,,,,12,
10,26/10/2020,1st,Kolkata Knight Riders,Sharjah Cricket Stadium,,2.0,0/18,,15.92,9.20,12,24.42
11,30/10/2020,2nd,Rajasthan Royals,Sheikh Zayed Stadium,,3.0,0/34,,17.42,9.39,12,27.25
12,12/04/2021,2nd,Rajasthan Royals,Wankhede Stadium,M Vohra (c & b),4.0,3/35,,15.53,9.32,13,24.13
,,,,,S Dube (c D J Hooda),,,,,,14,
,,,,,S V Samson (c D J Hooda),,,,,,15,
13,16/04/2021,2nd,Chennai Super Kings,Wankhede Stadium,R D Gaikwad (c D J Hooda),2.0,1/7,,15.31,9.04,16,23.06
14,18/04/2021,2nd,Delhi Capitals,Wankhede Stadium,P P Shaw (c C H Gayle),3.0,1/22,,15.47,8.92,17,23.00
15,21/04/2021,2nd,Sunrisers Hyderabad,MA Chidambaram Stadium,,3.4,0/31,,16.76,8.88,17,24.82
16,23/04/2021,1st,Mumbai Indians,MA Chidambaram Stadium,H H Pandya (c D J Hooda),3.0,1/28,,16.83,8.91,18,25.00
17,26/04/2021,2nd,Kolkata Knight Riders,Narendra Modi Stadium,S P Narine (c Ravi Bishnoi),2.4,1/27,,16.79,8.97,19,25.11
18,21/09/2021,1st,Rajasthan Royals,Dubai International Cricket Stadium,E Lewis (c M A Agarwal),4.0,5/32,,14.29,8.90,20,21.21
,,,,,L S Livingstone (c F A Allen),,,,,,21,
,,,,,M K Lomror (c A K Markram),,,,,,22,
,,,,,C Sakariya (c & b),,,,,,23,
,,,,,Kartik Tyagi (b),,,,,,24,
19,25/09/2021,2nd,Sunrisers Hyderabad,Sharjah Cricket Stadium,Rashid Khan (c & b),4.0,1/22,,14.68,8.68,25,21.24
20,28/09/2021,2nd,Mumbai Indians,Sheikh Zayed Stadium,,4.0,0/29,,15.64,8.59,25,22.40
21,01/10/2021,1st,Kolkata Knight Riders,Dubai International Cricket Stadium,Shubman Gill (b),4.0,3/32,,14.82,8.56,26,21.14
,,,,,N Rana (c M A Agarwal),,,,,,27,
,,,,,K D Karthik (b),,,,,,28,
22,03/10/2021,1st,Royal Challengers Bengaluru,Sharjah Cricket Stadium,,3.0,0/42,,15.46,8.79,28,22.64
23,07/10/2021,1st,Chennai Super Kings,Dubai International Cricket Stadium,R D Gaikwad (c Shahrukh Khan),4.0,2/35,,15.23,8.78,29,22.30
,,,,,Moeen Ali (c †K L Rahul),,,,,,30,
24,27/03/2022,1st,Royal Challengers Bengaluru,Dr DY Patil Sports Academy,F du Plessis (c Shahrukh Khan),4.0,1/31,,15.52,8.73,31,22.58
25,01/04/2022,2nd,Kolkata Knight Riders,Wankhede Stadium,,3.0,0/32,,16.10,8.80,31,23.61
26,03/04/2022,2nd,Chennai Super Kings,Brabourne Stadium,R A Jadeja (b),2.0,1/13,,15.97,8.75,32,23.28
27,08/04/2022,2nd,Gujarat Titans,Brabourne Stadium,,4.0,0/31,,16.72,8.70,32,24.25
28,13/04/2022,2nd,Mumbai Indians,Maharashtra Cricket Association Stadium,,4.0,0/29,,17.47,8.64,32,25.16
29,17/04/2022,2nd,Sunrisers Hyderabad,Dr DY Patil Sports Academy,,4.0,0/32,,18.22,8.61,32,26.16
30,20/04/2022,2nd,Delhi Capitals,Brabourne Stadium,,1.0,0/17,,18.41,8.70,32,26.69
31,25/04/2022,2nd,Chennai Super Kings,Wankhede Stadium,M J Santner (b),4.0,1/23,,18.58,8.58,33,26.58
32,29/04/2022,1st,Lucknow Super Giants,Maharashtra Cricket Association Stadium,,4.0,0/23,,19.30,8.48,33,27.27
33,03/05/2022,1st,Gujarat Titans,Dr DY Patil Sports Academy,P J Sangwan (b),4.0,1/36,,19.44,8.50,34,27.53
34,07/05/2022,2nd,Rajasthan Royals,Wankhede Stadium,Y B K Jaiswal (c L S Livingstone),4.0,2/29,,19.03,8.45,35,26.81
,,,,,D Padikkal (c M A Agarwal),,,,,,36,
35,13/05/2022,2nd,Royal Challengers Bengaluru,Brabourne Stadium,K D Karthik (c P B B Rajapaksa),4.0,1/27,,19.16,8.39,37,26.81
36,16/05/2022,1st,Delhi Capitals,Dr DY Patil Sports Academy,S N Khan (c R D Chahar),4.0,3/37,,18.33,8.42,38,25.73
,,,,,Lalit Yadav (c P B B Rajapaksa),,,,,,39,
,,,,,S N Thakur (c Harpreet Brar),,,,,,40,
37,22/05/2022,1st,Sunrisers Hyderabad,Wankhede Stadium,,4.0,0/25,,18.93,8.35,40,26.35
38,01/04/2023,2nd,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,Mandeep Singh (c S M Curran),3.0,3/19,,18.02,8.31,41,24.95
,,,,,A S Roy (c Sikandar Raza),,,,,,42,
,,,,,V R Iyer (c R D Chahar),,,,,,43,
39,05/04/2023,2nd,Rajasthan Royals,Barsapara Cricket Stadium,Y B K Jaiswal (c sub),4.0,2/47,,17.76,8.41,44,24.89
,,,,,R Ashwin (c S Dhawan),,,,,,45,
