Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1  (k),04/04/2023,2nd,Gujarat Titans,Arun Jaitley Stadium,did not bowl,,,,,,0,
2  (k),08/04/2023,1st,Rajasthan Royals,Barsapara Cricket Stadium,did not bowl,,,,,,0,
3  (k),11/04/2023,2nd,Mumbai Indians,Arun Jaitley Stadium,did not bowl,,,,,,0,
4  (k),15/04/2023,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
5,23/03/2024,2nd,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
6,28/03/2024,1st,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
7,31/03/2024,2nd,Chennai Super Kings,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
8,03/04/2024,1st,Kolkata Knight Riders,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
9,07/04/2024,1st,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
10,12/04/2024,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
11,17/04/2024,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
12,20/04/2024,1st,Sunrisers Hyderabad,Arun Jaitley Stadium,did not bowl,,,,,,0,
13,24/04/2024,2nd,Gujarat Titans,Arun Jaitley Stadium,did not bowl,,,,,,0,
14,27/04/2024,2nd,Mumbai Indians,Arun Jaitley Stadium,did not bowl,,,,,,0,
15,29/04/2024,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
16,07/05/2024,2nd,Rajasthan Royals,Arun Jaitley Stadium,did not bowl,,,,,,0,
17  (k),12/05/2024,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
18,14/05/2024,2nd,Lucknow Super Giants,Arun Jaitley Stadium,did not bowl,,,,,,0,
19  (k),24/03/2025,1st,Lucknow Super Giants,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
20,30/03/2025,1st,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
21,05/04/2025,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
22,10/04/2025,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
23,13/04/2025,1st,Mumbai Indians,Arun Jaitley Stadium,did not bowl,,,,,,0,
24,16/04/2025,2nd,Rajasthan Royals,Arun Jaitley Stadium,did not bowl,,,,,,0,
25,19/04/2025,2nd,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
26,22/04/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
