Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,09/04/2021,2nd,Royal Challengers Bengaluru,MA Chidambaram Stadium,G J Maxwell (c C A Lynn),4.0,2/28,,12.00,7.00,1,14.00
,,,,,Shahbaz Ahmed (c K H Pandya),,,,,,2,
2,13/04/2021,2nd,Kolkata Knight Riders,MA Chidambaram Stadium,,2.0,0/17,,18.00,7.50,2,22.50
3,09/04/2022,1st,Chennai Super Kings,Dr DY Patil Sports Academy,M S Dhoni (c Umran Malik),4.0,1/30,,20.00,7.50,3,25.00
4,11/04/2022,1st,Gujarat Titans,Dr DY Patil Sports Academy,D A Miller (c Abhishek Sharma),4.0,1/27,,21.00,7.29,4,25.50
5,15/04/2022,1st,Kolkata Knight Riders,Brabourne Stadium,A J Finch (c †N Pooran),4.0,1/26,,21.60,7.11,5,25.60
6,17/04/2022,1st,Punjab Kings,Dr DY Patil Sports Academy,,4.0,0/35,,26.40,7.41,5,32.60
7,23/04/2022,1st,Royal Challengers Bengaluru,Brabourne Stadium,F du Plessis (b),4.0,3/25,,19.50,7.23,6,23.50
,,,,,V Kohli (c A K Markram),,,,,,7,
,,,,,Anuj Rawat (c A K Markram),,,,,,8,
8,27/04/2022,2nd,Gujarat Titans,Wankhede Stadium,,4.0,0/63,,22.50,8.37,8,31.38
9,01/05/2022,1st,Chennai Super Kings,Maharashtra Cricket Association Stadium,,4.0,0/38,,25.50,8.50,8,36.13
10,14/05/2022,1st,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,V R Iyer (b),4.0,1/30,,25.33,8.39,9,35.44
11,09/04/2023,1st,Punjab Kings,Rajiv Gandhi International Stadium,M W Short (lbw),3.0,2/16,,22.36,8.17,10,30.45
,,,,,J M Sharma (c A K Markram),,,,,,11,
12,14/04/2023,2nd,Kolkata Knight Riders,Eden Gardens,V R Iyer (c A K Markram),4.0,2/37,,20.77,8.27,12,28.62
,,,,,S P Narine (c A K Markram),,,,,,13,
13,18/04/2023,1st,Mumbai Indians,Rajiv Gandhi International Stadium,Ishan Kishan (c A K Markram),4.0,2/43,,19.60,8.47,14,27.67
,,,,,S A Yadav (c A K Markram),,,,,,15,
14,21/04/2023,2nd,Chennai Super Kings,MA Chidambaram Stadium,,3.0,0/37,,20.80,8.69,15,30.13
15,24/04/2023,1st,Delhi Capitals,Rajiv Gandhi International Stadium,,2.0,0/27,,21.60,8.87,15,31.93
16,04/05/2023,1st,Kolkata Knight Riders,Rajiv Gandhi International Stadium,Rahmanullah Gurbaz (c H C Brook),3.0,2/24,,20.12,8.82,16,29.59
,,,,,V R Iyer (c †H Klaasen),,,,,,17,
17,07/05/2023,1st,Rajasthan Royals,Sawai Mansingh Stadium,Y B K Jaiswal (c T Natarajan),4.0,1/44,,20.33,8.97,18,30.39
18,15/05/2023,1st,Gujarat Titans,Narendra Modi Stadium,Sai Sudharsan (c T Natarajan),4.0,1/39,,20.53,9.02,19,30.84
19,23/03/2024,1st,Kolkata Knight Riders,Eden Gardens,,3.0,0/40,,21.47,9.21,19,32.95
20,02/05/2024,2nd,Rajasthan Royals,Rajiv Gandhi International Stadium,,4.0,0/44,,22.74,9.31,19,35.26
21,06/05/2024,2nd,Mumbai Indians,Wankhede Stadium,Ishan Kishan (c M A Agarwal),3.0,1/45,,22.50,9.53,20,35.75
22,25/03/2025,2nd,Gujarat Titans,Narendra Modi Stadium,J C Buttler (b),4.0,1/44,,22.57,9.61,21,36.14
23,01/04/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,D A Miller (c †Prabhsimran Singh),4.0,1/28,,22.64,9.48,22,35.77
24,05/04/2025,1st,Rajasthan Royals,Maharaja Yadavindra Singh International Cricket St,N Rana (c G J Maxwell),4.0,1/45,,22.70,9.56,23,36.17
25,08/04/2025,2nd,Chennai Super Kings,Maharaja Yadavindra Singh International Cricket St,,4.0,0/48,,23.74,9.67,23,38.26
26,12/04/2025,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,2.0,0/39,,24.26,9.88,23,39.96
27,15/04/2025,2nd,Kolkata Knight Riders,Maharaja Yadavindra Singh International Cricket St,S P Narine (b),3.1,3/17,,22.19,9.73,24,36.00
,,,,,H P Rana (b),,,,,,25,
,,,,,A D Russell (b),,,,,,26,
28,18/04/2025,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,K H Pandya (c & b),3.0,2/10,,21.25,9.54,27,33.79
,,,,,M Bhandage (lbw),,,,,,28,
29,20/04/2025,2nd,Royal Challengers Bengaluru,Maharaja Yadavindra Singh International Cricket St,,3.0,0/20,,21.89,9.46,28,34.50
30,26/04/2025,2nd,Kolkata Knight Riders,Eden Gardens,,1.0,0/6,,22.11,9.42,28,34.71
31,30/04/2025,1st,Chennai Super Kings,MA Chidambaram Stadium,Ayush Mhatre (c S S Iyer),4.0,2/30,,21.43,9.35,29,33.40
,,,,,S M Curran (c †J P Inglis),,,,,,30,
32,04/05/2025,2nd,Lucknow Super Giants,Himachal Pradesh Cricket Association Stadium,Abdul Samad (c & b),4.0,1/31,,21.52,9.29,31,33.32
33,18/05/2025,2nd,Rajasthan Royals,Sawai Mansingh Stadium,D C Jurel (c M J Owen),3.0,2/41,,20.76,9.41,32,32.55
,,,,,P W H de Silva (c †Prabhsimran Singh),,,,,,33,
34,24/05/2025,2nd,Delhi Capitals,Sawai Mansingh Stadium,K L Rahul (c Shashank Singh),4.0,1/41,,20.85,9.44,34,32.79
35,26/05/2025,1st,Mumbai Indians,Sawai Mansingh Stadium,R D Rickelton (c S S Iyer),4.0,2/34,,20.36,9.41,35,31.92
,,,,,H H Pandya (c †J P Inglis),,,,,,36,
