Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,25/05/2018,2nd,Kolkata Knight Riders,Eden Gardens,,3.0,0/38,,,12.67,0,
2,14/04/2019,1st,Delhi Capitals,Rajiv Gandhi International Stadium,P P Shaw (c †J M Bairstow),4.0,3/30,,14.00,9.71,1,22.67
,,,,,S Dhawan (c B Kumar),,,,,,2,
,,,,,R R Pant (c D J Hooda),,,,,,3,
3,17/04/2019,1st,Chennai Super Kings,Rajiv Gandhi International Stadium,S W Billings (c V Shankar),4.0,1/22,,16.50,8.18,4,22.50
4,21/04/2019,1st,Kolkata Knight Riders,Rajiv Gandhi International Stadium,S P Narine (b),4.0,3/33,,12.86,8.20,5,17.57
,,,,,Shubman Gill (c V Shankar),,,,,,6,
,,,,,C A Lynn (c K S Williamson),,,,,,7,
5,23/04/2019,2nd,Chennai Super Kings,MA Chidambaram Stadium,,4.0,0/26,,16.29,7.84,7,21.29
6,27/04/2019,2nd,Rajasthan Royals,Sawai Mansingh Stadium,S P D Smith (c S Kaul),4.0,1/33,,17.25,7.91,8,22.75
7,29/04/2019,2nd,Punjab Kings,Rajiv Gandhi International Stadium,C H Gayle (c M K Pandey),4.0,3/40,,14.73,8.22,9,20.18
,,,,,N Pooran (c B Kumar),,,,,,10,
,,,,,K L Rahul (c K S Williamson),,,,,,11,
8,02/05/2019,1st,Mumbai Indians,Wankhede Stadium,R G Sharma (c Mohammad Nabi),4.0,3/42,,13.29,8.52,12,18.86
,,,,,S A Yadav (c Rashid Khan),,,,,,13,
,,,,,K A Pollard (c Abhishek Sharma),,,,,,14,
9,04/05/2019,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,V Kohli (c †W P Saha),4.0,3/37,,12.35,8.60,15,17.71
,,,,,Gurkeerat Singh (c Y K Pathan),,,,,,16,
,,,,,Washington Sundar (c M K Pandey),,,,,,17,
10,08/05/2019,2nd,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,S S Iyer (c †W P Saha),2.5,2/24,,11.95,8.59,18,17.11
,,,,,P P Shaw (c V Shankar),,,,,,19,
11,26/09/2020,2nd,Kolkata Knight Riders,Sheikh Zayed Stadium,S P Narine (c D A Warner),3.0,1/28,,12.25,8.64,20,17.65
12,29/09/2020,2nd,Delhi Capitals,Sheikh Zayed Stadium,A R Patel (b),4.0,1/43,,12.81,8.83,21,18.86
13,02/10/2020,2nd,Chennai Super Kings,Dubai International Cricket Stadium,,3.5,0/34,,13.90,8.84,21,20.48
14,08/10/2020,2nd,Punjab Kings,Dubai International Cricket Stadium,Prabhsimran Singh (c P K Garg),3.0,2/24,,13.48,8.79,22,19.74
,,,,,Mujeeb Ur Rahman (c †J M Bairstow),,,,,,23,
15,11/10/2020,2nd,Rajasthan Royals,Dubai International Cricket Stadium,B A Stokes (b),3.5,2/37,,13.32,8.85,24,19.64
,,,,,J C Buttler (c †J M Bairstow),,,,,,25,
16,13/10/2020,1st,Chennai Super Kings,Dubai International Cricket Stadium,A T Rayudu (c D A Warner),4.0,2/45,,13.22,9.01,26,19.85
,,,,,D J J Bravo (b),,,,,,27,
17,24/10/2020,1st,Punjab Kings,Dubai International Cricket Stadium,,4.0,0/31,,14.11,8.93,27,21.00
18,17/04/2021,1st,Mumbai Indians,MA Chidambaram Stadium,H H Pandya (c Virat Singh),4.0,1/24,,14.46,8.76,28,21.11
19,21/04/2021,1st,Punjab Kings,MA Chidambaram Stadium,M A Agarwal (c Rashid Khan),4.0,3/21,,13.84,8.56,29,19.74
,,,,,F A Allen (c D A Warner),,,,,,30,
,,,,,Shahrukh Khan (c Abhishek Sharma),,,,,,31,
20,25/04/2021,1st,Delhi Capitals,MA Chidambaram Stadium,,4.0,0/42,,14.61,8.66,31,21.10
21,28/04/2021,2nd,Chennai Super Kings,Arun Jaitley Stadium,,4.0,0/36,,15.39,8.68,31,22.26
22,02/05/2021,1st,Rajasthan Royals,Arun Jaitley Stadium,,4.0,0/41,,16.16,8.75,31,23.58
23,22/09/2021,2nd,Delhi Capitals,Dubai International Cricket Stadium,P P Shaw (c K S Williamson),4.0,1/33,,16.41,8.73,32,23.88
24,25/09/2021,1st,Punjab Kings,Sharjah Cricket Stadium,,3.0,0/22,,16.97,8.69,32,24.56
25,27/03/2022,1st,Mumbai Indians,Brabourne Stadium,Tilak Varma (c P P Shaw),4.0,2/27,,16.68,8.60,33,23.91
,,,,,T H David (c Mandeep Singh),,,,,,34,
26,02/04/2022,1st,Gujarat Titans,Maharashtra Cricket Association Stadium,H H Pandya (c R Powell),4.0,2/34,,16.42,8.60,35,23.53
,,,,,Shubman Gill (c A R Patel),,,,,,36,
27,10/04/2022,2nd,Kolkata Knight Riders,Brabourne Stadium,V R Iyer (c A R Patel),4.0,3/25,,15.77,8.51,37,22.36
,,,,,A M Rahane (c S N Thakur),,,,,,38,
,,,,,S W Billings (c Lalit Yadav),,,,,,39,
28,16/04/2022,1st,Royal Challengers Bengaluru,Wankhede Stadium,F du Plessis (c A R Patel),4.0,1/36,,15.98,8.53,40,22.70
29,20/04/2022,1st,Punjab Kings,Brabourne Stadium,J M Bairstow (c Mustafizur Rahman),4.0,2/21,,15.79,8.41,41,22.12
,,,,,Shahrukh Khan (c †R R Pant),,,,,,42,
30,22/04/2022,1st,Rajasthan Royals,Wankhede Stadium,D Padikkal (lbw),4.0,1/47,,15.98,8.52,43,22.70
31,05/05/2022,2nd,Sunrisers Hyderabad,Brabourne Stadium,Abhishek Sharma (c Kuldeep Yadav),4.0,3/30,,15.46,8.49,44,21.87
,,,,,A K Markram (c Kuldeep Yadav),,,,,,45,
,,,,,S A Abbott (c R V Patel),,,,,,46,
32,08/05/2022,1st,Chennai Super Kings,Dr DY Patil Sports Academy,D P Conway (c †R R Pant),4.0,2/28,,15.31,8.44,47,21.54
,,,,,A T Rayudu (c A R Patel),,,,,,48,
33,16/05/2022,2nd,Punjab Kings,Dr DY Patil Sports Academy,,4.0,0/43,,15.81,8.51,48,22.44
34,21/05/2022,2nd,Mumbai Indians,Wankhede Stadium,,3.1,0/24,,16.21,8.49,48,22.94
35,01/04/2023,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,M P Stoinis (c †S N Khan),4.0,2/30,,16.04,8.46,49,22.62
,,,,,N Pooran (c P P Shaw),,,,,,50,
36,04/04/2023,2nd,Gujarat Titans,Arun Jaitley Stadium,H H Pandya (c †A Porel),4.0,1/38,,16.20,8.49,51,22.92
37,08/04/2023,1st,Rajasthan Royals,Barsapara Cricket Stadium,,2.0,0/31,,16.43,8.59,51,23.53
38,02/05/2023,2nd,Gujarat Titans,Narendra Modi Stadium,W P Saha (c †P D Salt),4.0,2/24,,16.26,8.52,52,23.09
,,,,,A Manohar (c Aman Hakim Khan),,,,,,53,
39,06/05/2023,1st,Royal Challengers Bengaluru,Arun Jaitley Stadium,K D Karthik (c D A Warner),4.0,1/45,,16.41,8.59,54,23.50
40,10/05/2023,1st,Chennai Super Kings,MA Chidambaram Stadium,A T Rayudu (c R V Patel),4.0,1/32,,16.55,8.58,55,23.65
41,13/05/2023,1st,Punjab Kings,Arun Jaitley Stadium,,4.0,0/36,,16.98,8.59,55,24.31
42,17/05/2023,2nd,Punjab Kings,Himachal Pradesh Cricket Association Stadium,Shahrukh Khan (c A R Patel),3.0,1/20,,17.00,8.55,56,24.23
43,20/05/2023,1st,Chennai Super Kings,Arun Jaitley Stadium,S Dube (c Lalit Yadav),4.0,1/45,,17.12,8.62,57,24.60
44,23/03/2024,2nd,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,S M Curran (b),4.0,2/43,,16.95,8.67,58,24.49
,,,,,Shashank Singh (c †R R Pant),,,,,,59,
45,28/03/2024,1st,Rajasthan Royals,Sawai Mansingh Stadium,S V Samson (c †R R Pant),4.0,1/24,,17.07,8.61,60,24.48
46,31/03/2024,2nd,Chennai Super Kings,Dr YS Rajasekhara Reddy Cricket Stadium,R D Gaikwad (c †R R Pant),4.0,2/21,,16.90,8.53,61,24.03
,,,,,R Ravindra (c T Stubbs),,,,,,62,
47,03/04/2024,1st,Kolkata Knight Riders,Dr YS Rajasekhara Reddy Cricket Stadium,S S Iyer (c T Stubbs),4.0,1/43,,17.02,8.58,63,24.33
48,07/04/2024,1st,Mumbai Indians,Wankhede Stadium,Tilak Varma (c A R Patel),4.0,1/39,,17.13,8.61,64,24.56
49,12/04/2024,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,Q de Kock (lbw),4.0,2/41,,16.97,8.64,65,24.44
,,,,,D Padikkal (lbw),,,,,,66,
50,17/04/2024,1st,Gujarat Titans,Narendra Modi Stadium,M M Sharma (c Sumit Kumar),4.0,1/18,,17.07,8.55,67,24.34
51,20/04/2024,1st,Sunrisers Hyderabad,Arun Jaitley Stadium,,3.0,0/51,,17.34,8.69,67,25.10
52,24/04/2024,2nd,Gujarat Titans,Arun Jaitley Stadium,,2.0,0/26,,17.52,8.73,67,25.49
53,27/04/2024,2nd,Mumbai Indians,Arun Jaitley Stadium,R G Sharma (c S D Hope),4.0,2/45,,17.36,8.78,68,25.41
,,,,,S A Yadav (c L B Williams),,,,,,69,
54,29/04/2024,2nd,Kolkata Knight Riders,Eden Gardens,,3.0,0/28,,17.62,8.79,69,25.81
55,07/05/2024,2nd,Rajasthan Royals,Arun Jaitley Stadium,Y B K Jaiswal (c A R Patel),4.0,2/47,,17.46,8.85,70,25.75
,,,,,Shubham Dubey (c T Stubbs),,,,,,71,
56,12/05/2024,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,M K Lomror (c †A Porel),4.0,2/31,,17.32,8.82,72,25.47
,,,,,K D Karthik (c Kuldeep Yadav),,,,,,73,
57,14/05/2024,2nd,Lucknow Super Giants,Arun Jaitley Stadium,Yudhvir Singh (c S D Hope),2.0,1/22,,17.24,8.84,74,25.42
58,23/03/2025,1st,Mumbai Indians,MA Chidambaram Stadium,R G Sharma (c S Dube),4.0,3/29,,16.88,8.82,75,24.81
,,,,,R D Rickelton (b),,,,,,76,
,,,,,T A Boult (c R D Gaikwad),,,,,,77,
59,28/03/2025,1st,Royal Challengers Bengaluru,MA Chidambaram Stadium,J M Sharma (c R A Jadeja),4.0,1/28,,16.97,8.78,78,24.85
