Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,24/09/2021,2nd,Chennai Super Kings,Sharjah Cricket Stadium,did not bowl,,,,,,0,
2,27/03/2022,2nd,Delhi Capitals,Brabourne Stadium,did not bowl,,,,,,0,
3,02/04/2022,1st,Rajasthan Royals,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
4,30/04/2022,1st,Rajasthan Royals,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
5,06/05/2022,2nd,Gujarat Titans,Brabourne Stadium,did not bowl,,,,,,0,
6,09/05/2022,1st,Kolkata Knight Riders,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
7,12/05/2022,1st,Chennai Super Kings,Wankhede Stadium,did not bowl,,,,,,0,
8,17/05/2022,1st,Sunrisers Hyderabad,Wankhede Stadium,did not bowl,,,,,,0,
9,21/05/2022,1st,Delhi Capitals,Wankhede Stadium,did not bowl,,,,,,0,
10,02/04/2023,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
11,08/04/2023,2nd,Chennai Super Kings,Wankhede Stadium,did not bowl,,,,,,0,
12,11/04/2023,1st,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
13,16/04/2023,1st,Kolkata Knight Riders,Wankhede Stadium,did not bowl,,,,,,0,
14,18/04/2023,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
15,22/04/2023,1st,Punjab Kings,Wankhede Stadium,did not bowl,,,,,,0,
16,25/04/2023,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
17,30/04/2023,1st,Rajasthan Royals,Wankhede Stadium,did not bowl,,,,,,0,
18,03/05/2023,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
19,06/05/2023,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
20,09/05/2023,1st,Royal Challengers Bengaluru,Wankhede Stadium,did not bowl,,,,,,0,
21,12/05/2023,2nd,Gujarat Titans,Wankhede Stadium,did not bowl,,,,,,0,
22,16/05/2023,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
23,21/05/2023,1st,Sunrisers Hyderabad,Wankhede Stadium,did not bowl,,,,,,0,
24,24/05/2023,2nd,Lucknow Super Giants,MA Chidambaram Stadium,did not bowl,,,,,,0,
25,26/05/2023,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
26,24/03/2024,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
27,27/03/2024,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
28,01/04/2024,2nd,Rajasthan Royals,Wankhede Stadium,did not bowl,,,,,,0,
29,07/04/2024,2nd,Delhi Capitals,Wankhede Stadium,did not bowl,,,,,,0,
30,11/04/2024,1st,Royal Challengers Bengaluru,Wankhede Stadium,did not bowl,,,,,,0,
31,14/04/2024,1st,Chennai Super Kings,Wankhede Stadium,did not bowl,,,,,,0,
32,18/04/2024,2nd,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
33,22/04/2024,2nd,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
34,27/04/2024,1st,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
35,30/04/2024,2nd,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
36,03/05/2024,1st,Kolkata Knight Riders,Wankhede Stadium,did not bowl,,,,,,0,
37,06/05/2024,1st,Sunrisers Hyderabad,Wankhede Stadium,did not bowl,,,,,,0,
38,11/05/2024,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
39,22/03/2025,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
40,28/03/2025,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
41,02/04/2025,2nd,Gujarat Titans,M Chinnaswamy Stadium,did not bowl,,,,,,0,
42,07/04/2025,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
43,10/04/2025,2nd,Delhi Capitals,M Chinnaswamy Stadium,did not bowl,,,,,,0,
44,13/04/2025,1st,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
45,18/04/2025,2nd,Punjab Kings,M Chinnaswamy Stadium,did not bowl,,,,,,0,
46,20/04/2025,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
47,24/04/2025,2nd,Rajasthan Royals,M Chinnaswamy Stadium,did not bowl,,,,,,0,
48,27/04/2025,1st,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
49,03/05/2025,2nd,Chennai Super Kings,M Chinnaswamy Stadium,did not bowl,,,,,,0,
50,23/05/2025,1st,Sunrisers Hyderabad,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
