Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,20/04/2018,1st,Chennai Super Kings,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
2,22/04/2018,1st,Mumbai Indians,Sawai Mansingh Stadium,did not bowl,,,,,,0,
3  (k),19/05/2018,2nd,Royal Challengers Bengaluru,Sawai Mansingh Stadium,did not bowl,,,,,,0,
4  (k),23/05/2018,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
5,19/04/2019,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
6,28/04/2019,1st,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
7,30/04/2019,2nd,Rajasthan Royals,M Chinnaswamy Stadium,did not bowl,,,,,,0,
8  (k),09/04/2023,1st,Punjab Kings,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
9  (k),14/04/2023,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
10  (k),18/04/2023,1st,Mumbai Indians,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
11  (k),21/04/2023,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
12  (k),24/04/2023,1st,Delhi Capitals,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
13  (k),29/04/2023,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
14  (k),04/05/2023,1st,Kolkata Knight Riders,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
15  (k),07/05/2023,1st,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
16  (k),13/05/2023,2nd,Lucknow Super Giants,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
17  (k),15/05/2023,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
18  (k),18/05/2023,2nd,Royal Challengers Bengaluru,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
19  (k),21/05/2023,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
20  (k),23/03/2024,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
21  (k),27/03/2024,2nd,Mumbai Indians,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
22  (k),31/03/2024,2nd,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
23  (k),05/04/2024,1st,Chennai Super Kings,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
24  (k),09/04/2024,2nd,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
25  (k),15/04/2024,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
26  (k),20/04/2024,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
27  (k),25/04/2024,1st,Royal Challengers Bengaluru,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
28  (k),28/04/2024,1st,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
29  (k),02/05/2024,2nd,Rajasthan Royals,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
30  (k),06/05/2024,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
31  (k),08/05/2024,1st,Lucknow Super Giants,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
32  (k),19/05/2024,1st,Punjab Kings,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
33  (k),21/05/2024,2nd,Kolkata Knight Riders,Narendra Modi Stadium,did not bowl,,,,,,0,
34  (k),24/05/2024,2nd,Rajasthan Royals,MA Chidambaram Stadium,did not bowl,,,,,,0,
35  (k),26/05/2024,2nd,Kolkata Knight Riders,MA Chidambaram Stadium,did not bowl,,,,,,0,
36  (k),23/03/2025,2nd,Rajasthan Royals,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
37  (k),27/03/2025,2nd,Lucknow Super Giants,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
38  (k),30/03/2025,2nd,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
39  (k),03/04/2025,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
40  (k),06/04/2025,2nd,Gujarat Titans,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
41  (k),12/04/2025,1st,Punjab Kings,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
42  (k),17/04/2025,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
43  (k),23/04/2025,2nd,Mumbai Indians,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
