Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,12/04/2024,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
2,17/04/2024,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
3,20/04/2024,1st,Sunrisers Hyderabad,Arun Jaitley Stadium,did not bowl,,,,,,0,
4,24/04/2024,2nd,Gujarat Titans,Arun Jaitley Stadium,did not bowl,,,,,,0,
5,27/04/2024,2nd,Mumbai Indians,Arun Jaitley Stadium,did not bowl,,,,,,0,
6,29/04/2024,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
7,07/05/2024,2nd,Rajasthan Royals,Arun Jaitley Stadium,did not bowl,,,,,,0,
8,12/05/2024,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
9,14/05/2024,2nd,Lucknow Super Giants,Arun Jaitley Stadium,did not bowl,,,,,,0,
10,24/03/2025,1st,Lucknow Super Giants,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
11,30/03/2025,1st,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
12,05/04/2025,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
13,10/04/2025,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
14,13/04/2025,1st,Mumbai Indians,Arun Jaitley Stadium,did not bowl,,,,,,0,
15,16/04/2025,2nd,Rajasthan Royals,Arun Jaitley Stadium,did not bowl,,,,,,0,
