Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,28/03/2022,1st,Lucknow Super Giants,Wankhede Stadium,did not bowl,,,,,,0,
2,02/04/2022,2nd,Delhi Capitals,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
3,08/04/2022,1st,Punjab Kings,Brabourne Stadium,did not bowl,,,,,,0,
4,11/04/2022,2nd,Sunrisers Hyderabad,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
5,14/04/2022,2nd,Rajasthan Royals,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
6,17/04/2022,1st,Chennai Super Kings,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
7,23/04/2022,2nd,Kolkata Knight Riders,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
8,27/04/2022,1st,Sunrisers Hyderabad,Wankhede Stadium,did not bowl,,,,,,0,
9,09/04/2023,2nd,Kolkata Knight Riders,Narendra Modi Stadium,did not bowl,,,,,,0,
10,16/04/2023,2nd,Rajasthan Royals,Narendra Modi Stadium,did not bowl,,,,,,0,
11,22/04/2023,2nd,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
12,25/04/2023,2nd,Mumbai Indians,Narendra Modi Stadium,did not bowl,,,,,,0,
13,29/04/2023,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
14,02/05/2023,1st,Delhi Capitals,Narendra Modi Stadium,did not bowl,,,,,,0,
15,05/05/2023,1st,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
16,07/05/2023,2nd,Lucknow Super Giants,Narendra Modi Stadium,did not bowl,,,,,,0,
17,12/05/2023,1st,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
18,10/04/2024,1st,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
19,17/04/2024,2nd,Delhi Capitals,Narendra Modi Stadium,did not bowl,,,,,,0,
20,23/03/2025,2nd,Rajasthan Royals,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
21,27/03/2025,2nd,Lucknow Super Giants,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
22,30/03/2025,2nd,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
23,12/04/2025,1st,Punjab Kings,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
24,23/04/2025,2nd,Mumbai Indians,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
