Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,22/04/2024,2nd,Rajasthan Royals,Sawai Mansingh Stadium,,3.0,0/28,,,9.33,0,
2,27/04/2024,1st,Delhi Capitals,Arun Jaitley Stadium,,4.0,0/56,,,12.00,0,
3,30/04/2024,2nd,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,Arshin Kulkarni (lbw),4.0,1/30,,66.00,10.36,1,114.00
4,03/05/2024,1st,Kolkata Knight Riders,Wankhede Stadium,P D Salt (c Tilak Varma),4.0,3/42,,22.50,10.40,2,39.00
,,,,,Angkrish Raghuvanshi (c S A Yadav),,,,,,3,
,,,,,S S Iyer (c T H David),,,,,,4,
5,06/05/2024,1st,Sunrisers Hyderabad,Wankhede Stadium,,4.0,0/42,,28.50,10.42,4,49.50
6,11/05/2024,1st,Kolkata Knight Riders,Eden Gardens,P D Salt (c Anshul Kamboj),3.0,1/31,,26.40,10.41,5,45.80
7,17/05/2024,1st,Lucknow Super Giants,Wankhede Stadium,D Padikkal (lbw),4.0,3/28,,19.50,9.88,6,32.13
,,,,,N Pooran (c S A Yadav),,,,,,7,
,,,,,Arshad Khan (c N Wadhera),,,,,,8,
8,27/05/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,M P Breetzke (b),4.0,1/26,,20.00,9.43,9,31.44
