Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1  (k),25/03/2019,2nd,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
2  (k),13/04/2019,2nd,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
3  (k),16/04/2019,2nd,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
4  (k),24/04/2019,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
5,29/04/2019,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
6  (k),03/05/2019,2nd,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
7  (k),05/05/2019,1st,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
8,20/09/2020,1st,Delhi Capitals,Dubai International Cricket Stadium,did not bowl,,,,,,0,
9,24/09/2020,2nd,Royal Challengers Bengaluru,Dubai International Cricket Stadium,did not bowl,,,,,,0,
10,27/09/2020,2nd,Rajasthan Royals,Sharjah Cricket Stadium,did not bowl,,,,,,0,
11,01/10/2020,1st,Mumbai Indians,Sheikh Zayed Stadium,did not bowl,,,,,,0,
12  (k),04/10/2020,2nd,Chennai Super Kings,Dubai International Cricket Stadium,did not bowl,,,,,,0,
13,08/10/2020,1st,Sunrisers Hyderabad,Dubai International Cricket Stadium,did not bowl,,,,,,0,
14,10/10/2020,1st,Kolkata Knight Riders,Sheikh Zayed Stadium,did not bowl,,,,,,0,
15,15/10/2020,1st,Royal Challengers Bengaluru,Sharjah Cricket Stadium,did not bowl,,,,,,0,
16,18/10/2020,1st,Mumbai Indians,Dubai International Cricket Stadium,did not bowl,,,,,,0,
17,20/10/2020,1st,Delhi Capitals,Dubai International Cricket Stadium,did not bowl,,,,,,0,
18,24/10/2020,2nd,Sunrisers Hyderabad,Dubai International Cricket Stadium,did not bowl,,,,,,0,
19,26/10/2020,1st,Kolkata Knight Riders,Sharjah Cricket Stadium,did not bowl,,,,,,0,
20,30/10/2020,2nd,Rajasthan Royals,Sheikh Zayed Stadium,did not bowl,,,,,,0,
21,01/11/2020,2nd,Chennai Super Kings,Sheikh Zayed Stadium,did not bowl,,,,,,0,
22,12/04/2021,2nd,Rajasthan Royals,Wankhede Stadium,did not bowl,,,,,,0,
23,16/04/2021,2nd,Chennai Super Kings,Wankhede Stadium,did not bowl,,,,,,0,
24,18/04/2021,2nd,Delhi Capitals,Wankhede Stadium,did not bowl,,,,,,0,
25,21/04/2021,2nd,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bowl,,,,,,0,
26,23/04/2021,1st,Mumbai Indians,MA Chidambaram Stadium,did not bowl,,,,,,0,
27,26/04/2021,2nd,Kolkata Knight Riders,Narendra Modi Stadium,did not bowl,,,,,,0,
28,30/04/2021,2nd,Royal Challengers Bengaluru,Narendra Modi Stadium,did not bowl,,,,,,0,
29,21/09/2021,1st,Rajasthan Royals,Dubai International Cricket Stadium,did not bowl,,,,,,0,
30,25/09/2021,2nd,Sunrisers Hyderabad,Sharjah Cricket Stadium,did not bowl,,,,,,0,
31,28/09/2021,2nd,Mumbai Indians,Sheikh Zayed Stadium,did not bowl,,,,,,0,
32,01/10/2021,1st,Kolkata Knight Riders,Dubai International Cricket Stadium,did not bowl,,,,,,0,
33,03/10/2021,1st,Royal Challengers Bengaluru,Sharjah Cricket Stadium,did not bowl,,,,,,0,
34  (k),29/03/2022,1st,Rajasthan Royals,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
35  (k),04/04/2022,1st,Lucknow Super Giants,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
36  (k),09/04/2022,1st,Chennai Super Kings,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
37  (k),11/04/2022,1st,Gujarat Titans,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
38  (k),15/04/2022,1st,Kolkata Knight Riders,Brabourne Stadium,did not bowl,,,,,,0,
39  (k),17/04/2022,1st,Punjab Kings,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
40  (k),23/04/2022,1st,Royal Challengers Bengaluru,Brabourne Stadium,did not bowl,,,,,,0,
41  (k),27/04/2022,2nd,Gujarat Titans,Wankhede Stadium,did not bowl,,,,,,0,
42  (k),01/05/2022,1st,Chennai Super Kings,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
43  (k),05/05/2022,1st,Delhi Capitals,Brabourne Stadium,did not bowl,,,,,,0,
44  (k),08/05/2022,1st,Royal Challengers Bengaluru,Wankhede Stadium,did not bowl,,,,,,0,
45  (k),14/05/2022,1st,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
46  (k),17/05/2022,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
47  (k),22/05/2022,2nd,Punjab Kings,Wankhede Stadium,did not bowl,,,,,,0,
48  (k),01/04/2023,2nd,Delhi Capitals,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
49  (k),03/04/2023,1st,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
50  (k),07/04/2023,1st,Sunrisers Hyderabad,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
51  (k),10/04/2023,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
52  (k),15/04/2023,2nd,Punjab Kings,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
53  (k),19/04/2023,2nd,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
54  (k),22/04/2023,1st,Gujarat Titans,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
55  (k),28/04/2023,2nd,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
56  (k),01/05/2023,1st,Royal Challengers Bengaluru,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
57  (k),03/05/2023,2nd,Chennai Super Kings,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
58,07/05/2023,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
59,13/05/2023,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
60,16/05/2023,2nd,Mumbai Indians,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
61,20/05/2023,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
62  (k),24/05/2023,1st,Mumbai Indians,MA Chidambaram Stadium,did not bowl,,,,,,0,
63,24/03/2024,1st,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
64  (c),30/03/2024,2nd,Punjab Kings,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
65,02/04/2024,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
66,07/04/2024,2nd,Gujarat Titans,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
67,12/04/2024,2nd,Delhi Capitals,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
68,14/04/2024,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
69,19/04/2024,1st,Chennai Super Kings,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
70,23/04/2024,1st,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
71,27/04/2024,2nd,Rajasthan Royals,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
72,30/04/2024,1st,Mumbai Indians,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
73,05/05/2024,1st,Kolkata Knight Riders,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
74,08/05/2024,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
75,14/05/2024,1st,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
76,17/05/2024,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
77,24/03/2025,2nd,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
78,27/03/2025,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
79,01/04/2025,2nd,Punjab Kings,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
80,04/04/2025,2nd,Mumbai Indians,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
81,08/04/2025,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
82,12/04/2025,1st,Gujarat Titans,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
83,14/04/2025,2nd,Chennai Super Kings,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
84,19/04/2025,2nd,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
85,22/04/2025,2nd,Delhi Capitals,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
86,27/04/2025,1st,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
87,04/05/2025,1st,Punjab Kings,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,,,0,
88,19/05/2025,2nd,Sunrisers Hyderabad,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
89,22/05/2025,2nd,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
90,27/05/2025,2nd,Royal Challengers Bengaluru,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
