Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,11/05/2013,1st,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,G H Vihari (c D A Miller),4.0,3/21,,8.00,5.25,1,7.00
,,,,,C L White (lbw),,,,,,2,
,,,,,B B Samantray (b),,,,,,3,
2,14/05/2013,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,,4.0,0/36,,16.00,7.13,3,19.00
3,16/05/2013,2nd,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,I K Pathan (c †A C Gilchrist),4.0,3/23,,12.00,6.67,4,13.33
,,,,,D A Warner (c S E Marsh),,,,,,5,
,,,,,D P M D Jayawardene (c M Vohra),,,,,,6,
4,18/05/2013,2nd,Mumbai Indians,Himachal Pradesh Cricket Association Stadium,A P Tare (b),4.0,2/39,,12.00,7.44,7,14.88
,,,,,K A Pollard (c D A Miller),,,,,,8,
5,22/04/2014,2nd,Sunrisers Hyderabad,Sharjah Cricket Stadium,Y Venugopal Rao (b),4.0,1/26,,13.33,7.25,9,16.11
6,26/04/2014,2nd,Kolkata Knight Riders,Sheikh Zayed Stadium,M K Pandey (lbw),4.0,3/21,,12.00,6.92,10,13.83
,,,,,G Gambhir (c A R Patel),,,,,,11,
,,,,,S A Yadav (c M G Johnson),,,,,,12,
7,28/04/2014,1st,Royal Challengers Bengaluru,Dubai International Cricket Stadium,C H Gayle (b),3.0,3/15,,10.80,6.70,13,12.07
,,,,,V Kohli (lbw),,,,,,14,
,,,,,P A Patel (c †W P Saha),,,,,,15,
8,03/05/2014,2nd,Mumbai Indians,Wankhede Stadium,B R Dunk (c †W P Saha),3.1,2/29,,10.65,6.96,16,12.35
,,,,,A T Rayudu (lbw),,,,,,17,
9,07/05/2014,2nd,Chennai Super Kings,Barabati Stadium,D R Smith (c M G Johnson),4.0,1/37,,11.39,7.23,18,13.72
10,09/05/2014,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,C H Gayle (c †W P Saha),4.0,3/25,,10.90,7.13,19,12.95
,,,,,V Kohli (c †W P Saha),,,,,,20,
,,,,,P A Patel (c Mandeep Singh),,,,,,21,
11,11/05/2014,2nd,Kolkata Knight Riders,Barabati Stadium,,4.0,0/32,,12.05,7.21,21,14.48
12,14/05/2014,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,M C Henriques (c D A Miller),4.0,1/65,,12.59,7.99,22,16.77
13,19/05/2014,1st,Delhi Capitals,Arun Jaitley Stadium,M Vijay (c B E Hendricks),4.0,3/35,,12.04,8.05,23,16.16
,,,,,K M Jadhav (c G J Maxwell),,,,,,24,
,,,,,M A Agarwal (b),,,,,,25,
14,21/05/2014,2nd,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,,3.0,0/37,,12.76,8.29,25,17.64
15,30/05/2014,2nd,Chennai Super Kings,Wankhede Stadium,D R Smith (b),3.0,1/32,,12.96,8.42,26,18.19
16,10/04/2015,1st,Rajasthan Royals,Maharashtra Cricket Association Stadium,S V Samson (lbw),4.0,1/19,,13.37,8.18,27,18.22
17,12/04/2015,2nd,Mumbai Indians,Wankhede Stadium,R G Sharma (lbw),4.0,1/12,,13.75,7.85,28,18.00
18,15/04/2015,2nd,Delhi Capitals,Maharashtra Cricket Association Stadium,S S Iyer (c Anureet Singh),4.0,1/30,,14.10,7.83,29,18.41
19,18/04/2015,2nd,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,R V Uthappa (lbw),4.0,4/25,,13.12,7.75,30,16.94
,,,,,M K Pandey (c G J Bailey),,,,,,31,
,,,,,G Gambhir (c †W P Saha),,,,,,32,
,,,,,R N ten Doeschate (lbw),,,,,,33,
20,21/04/2015,1st,Rajasthan Royals,Narendra Modi Stadium,J P Faulkner (c G J Maxwell),4.0,1/25,,13.44,7.67,34,17.18
21,25/04/2015,1st,Chennai Super Kings,MA Chidambaram Stadium,,4.0,0/32,,14.15,7.68,34,18.12
22,27/04/2015,1st,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,M C Henriques (b),4.0,1/35,,14.43,7.73,35,18.60
23,01/05/2015,2nd,Delhi Capitals,Arun Jaitley Stadium,,3.0,0/10,,14.94,7.58,35,18.89
