Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,09/04/2022,2nd,Sunrisers Hyderabad,Dr DY Patil Sports Academy,,4.0,0/31,,,7.75,0,
2,12/04/2022,2nd,Royal Challengers Bengaluru,Dr DY Patil Sports Academy,F du Plessis (c C J Jordan),4.0,4/33,,12.00,8.00,1,16.00
,,,,,Anuj Rawat (lbw),,,,,,2,
,,,,,S S Prabhudessai (b),,,,,,3,
,,,,,Shahbaz Ahmed (b),,,,,,4,
3,17/04/2022,2nd,Gujarat Titans,Maharashtra Cricket Association Stadium,V Shankar (c †M S Dhoni),4.0,2/24,,12.00,7.33,5,14.67
,,,,,A Manohar (c M M Ali),,,,,,6,
4,21/04/2022,1st,Mumbai Indians,Dr DY Patil Sports Academy,K A Pollard (c S Dube),4.0,1/35,,13.71,7.69,7,17.57
5,25/04/2022,1st,Punjab Kings,Wankhede Stadium,M A Agarwal (c S Dube),4.0,1/32,,15.00,7.75,8,19.38
6,01/05/2022,2nd,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,,4.0,0/26,,18.00,7.54,8,22.63
7,04/05/2022,1st,Royal Challengers Bengaluru,Maharashtra Cricket Association Stadium,M K Lomror (c R D Gaikwad),4.0,3/27,,15.27,7.43,9,18.91
,,,,,P W H de Silva (c R D Gaikwad),,,,,,10,
,,,,,Shahbaz Ahmed (b),,,,,,11,
8,08/05/2022,2nd,Delhi Capitals,Dr DY Patil Sports Academy,D A Warner (lbw),4.0,1/29,,16.00,7.41,12,19.75
9,12/05/2022,2nd,Mumbai Indians,Wankhede Stadium,,3.0,0/24,,17.50,7.46,12,21.75
10,12/04/2023,1st,Rajasthan Royals,MA Chidambaram Stadium,,4.0,0/42,,19.50,7.77,12,25.25
11,17/04/2023,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,G J Maxwell (c †M S Dhoni),4.0,1/41,,19.85,8.00,13,26.46
12,21/04/2023,1st,Sunrisers Hyderabad,MA Chidambaram Stadium,A K Markram (c †M S Dhoni),4.0,1/27,,20.14,7.89,14,26.50
13,23/04/2023,2nd,Kolkata Knight Riders,Eden Gardens,J J Roy (b),4.0,2/32,,19.13,7.90,15,25.19
,,,,,U T Yadav (c D P Conway),,,,,,16,
14,27/04/2023,1st,Rajasthan Royals,Sawai Mansingh Stadium,S O Hetmeyer (b),4.0,1/24,,19.41,7.76,17,25.12
15,30/04/2023,2nd,Punjab Kings,MA Chidambaram Stadium,,4.0,0/36,,20.82,7.85,17,27.24
16,03/05/2023,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,M Vohra (b),4.0,2/37,,19.89,7.94,18,26.32
,,,,,K H Pandya (c A M Rahane),,,,,,19,
17,06/05/2023,1st,Mumbai Indians,MA Chidambaram Stadium,,4.0,0/28,,21.16,7.88,19,27.79
18,10/05/2023,2nd,Delhi Capitals,MA Chidambaram Stadium,,2.0,0/16,,21.79,7.88,19,28.63
19,14/05/2023,2nd,Kolkata Knight Riders,MA Chidambaram Stadium,,3.0,0/22,,22.74,7.86,19,29.79
20,20/05/2023,2nd,Delhi Capitals,Arun Jaitley Stadium,Lalit Yadav (c M M Ali),4.0,2/23,,21.71,7.75,20,28.05
,,,,,Kuldeep Yadav (lbw),,,,,,21,
21,23/05/2023,2nd,Gujarat Titans,MA Chidambaram Stadium,H H Pandya (c R A Jadeja),4.0,2/28,,20.87,7.71,22,26.83
,,,,,R Tewatia (b),,,,,,23,
22,29/05/2023,1st,Gujarat Titans,Narendra Modi Stadium,,4.0,0/36,,21.91,7.77,23,28.39
23,22/03/2024,1st,Royal Challengers Bengaluru,MA Chidambaram Stadium,,4.0,0/36,,22.96,7.83,23,29.96
24,05/04/2024,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,T M Head (c R Ravindra),4.0,1/27,,23.00,7.78,24,29.83
25,08/04/2024,1st,Kolkata Knight Riders,MA Chidambaram Stadium,Ramandeep Singh (b),4.0,1/28,,23.04,7.75,25,29.76
26,12/05/2024,1st,Rajasthan Royals,MA Chidambaram Stadium,,4.0,0/28,,24.00,7.72,25,30.88
27,18/05/2024,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,,4.0,0/25,,24.96,7.66,25,31.88
28,23/03/2025,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Abhishek Sharma (c Y B K Jaiswal),4.0,2/52,,24.00,7.86,26,31.44
,,,,,N K Reddy (c Y B K Jaiswal),,,,,,27,
29,26/03/2025,2nd,Kolkata Knight Riders,Barsapara Cricket Stadium,,4.0,0/32,,24.89,7.87,27,32.63
30,30/03/2025,2nd,Chennai Super Kings,Barsapara Cricket Stadium,,4.0,0/30,,25.78,7.85,27,33.74
31,05/04/2025,2nd,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,G J Maxwell (c Y B K Jaiswal),4.0,2/26,,24.83,7.81,28,32.31
,,,,,M Jansen (c S O Hetmeyer),,,,,,29,
32,09/04/2025,1st,Gujarat Titans,Narendra Modi Stadium,J C Buttler (lbw),4.0,2/54,,24.00,7.99,30,31.97
,,,,,Shahrukh Khan (st S V Samson),,,,,,31,
