Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,25/09/2020,1st,Delhi Capitals,Dubai International Cricket Stadium,,4.0,0/28,,,7.00,0,
2,19/10/2020,2nd,Rajasthan Royals,Sheikh Zayed Stadium,R V Uthappa (c †M S Dhoni),4.0,1/19,,48.00,5.88,1,47.00
3,23/10/2020,2nd,Mumbai Indians,Sharjah Cricket Stadium,,2.0,0/17,,60.00,6.40,1,64.00
4,19/09/2021,2nd,Mumbai Indians,Dubai International Cricket Stadium,K A Pollard (lbw),4.0,1/34,,42.00,7.00,2,49.00
5,24/09/2021,1st,Royal Challengers Bengaluru,Sharjah Cricket Stadium,,4.0,0/34,,54.00,7.33,2,66.00
6,26/09/2021,1st,Kolkata Knight Riders,Sheikh Zayed Stadium,E J G Morgan (c F du Plessis),4.0,2/40,,33.00,7.82,3,43.00
,,,,,K D Karthik (c †M S Dhoni),,,,,,4,
7,30/09/2021,1st,Sunrisers Hyderabad,Sharjah Cricket Stadium,J J Roy (c †M S Dhoni),4.0,3/24,,22.29,7.54,5,28.00
,,,,,Abhishek Sharma (c F du Plessis),,,,,,6,
,,,,,Abdul Samad (c Moeen Ali),,,,,,7,
8,02/10/2021,2nd,Rajasthan Royals,Sheikh Zayed Stadium,,4.0,0/54,,25.71,8.33,7,35.71
9,04/10/2021,2nd,Delhi Capitals,Dubai International Cricket Stadium,S S Iyer (c R D Gaikwad),4.0,1/27,,25.50,8.15,8,34.63
10,07/10/2021,2nd,Punjab Kings,Dubai International Cricket Stadium,,3.0,0/22,,27.75,8.08,8,37.38
11,10/10/2021,1st,Delhi Capitals,Dubai International Cricket Stadium,S Dhawan (c †M S Dhoni),4.0,2/29,,24.60,8.00,9,32.80
,,,,,S S Iyer (c R D Gaikwad),,,,,,10,
12,15/10/2021,2nd,Kolkata Knight Riders,Dubai International Cricket Stadium,S P Narine (c R A Jadeja),4.0,2/29,,22.50,7.93,11,29.75
,,,,,E J G Morgan (c D L Chahar),,,,,,12,
13,12/04/2022,1st,Chennai Super Kings,Dr DY Patil Sports Academy,R D Gaikwad (lbw),4.0,1/33,,22.62,7.96,13,30.00
14,16/04/2022,2nd,Delhi Capitals,Wankhede Stadium,R Powell (c †K D Karthik),4.0,3/28,,19.88,7.89,14,26.13
,,,,,Lalit Yadav (c S S Prabhudessai),,,,,,15,
,,,,,S N Thakur (c †K D Karthik),,,,,,16,
15,19/04/2022,2nd,Lucknow Super Giants,Dr DY Patil Sports Academy,Q de Kock (c G J Maxwell),4.0,4/25,,17.10,7.77,17,22.15
,,,,,M K Pandey (c H V Patel),,,,,,18,
,,,,,A Badoni (c †K D Karthik),,,,,,19,
,,,,,M P Stoinis (b),,,,,,20,
16,23/04/2022,2nd,Sunrisers Hyderabad,Brabourne Stadium,,3.0,0/31,,18.00,7.90,20,23.70
