Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,08/04/2018,2nd,Kolkata Knight Riders,Eden Gardens,,3.5,0/34,,,8.87,0,
2,13/04/2018,1st,Punjab Kings,M Chinnaswamy Stadium,K K Nair (b),4.0,2/33,,23.50,8.55,1,33.50
,,,,,A R Patel (lbw),,,,,,2,
3,15/04/2018,1st,Rajasthan Royals,M Chinnaswamy Stadium,,3.0,0/40,,32.50,9.88,2,53.50
4,30/04/2019,2nd,Rajasthan Royals,M Chinnaswamy Stadium,,1.0,0/17,,35.50,10.48,2,62.00
5,04/05/2019,1st,Sunrisers Hyderabad,M Chinnaswamy Stadium,Rashid Khan (c S O Hetmeyer),4.0,1/29,,31.67,9.66,3,51.00
6,20/04/2023,2nd,Delhi Capitals,Arun Jaitley Stadium,,1.2,0/20,,34.33,10.08,3,57.67
7,23/04/2023,1st,Chennai Super Kings,Eden Gardens,S Dube (c J J Roy),3.0,2/44,,24.20,10.76,4,43.40
,,,,,R A Jadeja (c Rinku Singh),,,,,,5,
8,09/04/2025,2nd,Rajasthan Royals,Narendra Modi Stadium,R Parag (c †J C Buttler),3.0,1/29,,23.17,10.62,6,41.00
