Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,24/03/2025,2nd,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,A R Patel (c N Pooran),4.0,2/31,,12.00,7.75,1,15.50
,,,,,V Nigam (c M Siddharth),,,,,,2,
2,27/03/2025,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,A Verma (c D A Miller),4.0,1/40,,16.00,8.88,3,23.67
3,01/04/2025,2nd,Punjab Kings,BRSABV Ekana Cricket Stadium,P Arya (c S N Thakur),4.0,2/30,,14.40,8.42,4,20.20
,,,,,Prabhsimran Singh (c Ravi Bishnoi),,,,,,5,
4,04/04/2025,2nd,Mumbai Indians,BRSABV Ekana Cricket Stadium,Naman Dhir (b),4.0,1/21,,16.00,7.63,6,20.33
5,08/04/2025,2nd,Kolkata Knight Riders,Eden Gardens,S P Narine (c A K Markram),4.0,1/33,,17.14,7.75,7,22.14
6,12/04/2025,1st,Gujarat Titans,BRSABV Ekana Cricket Stadium,J C Buttler (c S N Thakur),4.0,1/30,,18.00,7.71,8,23.13
7,14/04/2025,2nd,Chennai Super Kings,BRSABV Ekana Cricket Stadium,V Shankar (c Avesh Khan),4.0,1/23,,18.67,7.43,9,23.11
8,19/04/2025,2nd,Rajasthan Royals,Sawai Mansingh Stadium,,4.0,0/30,,21.33,7.44,9,26.44
9,22/04/2025,2nd,Delhi Capitals,BRSABV Ekana Cricket Stadium,,4.0,0/24,,24.00,7.28,9,29.11
10,27/04/2025,1st,Mumbai Indians,Wankhede Stadium,R D Rickelton (c A Badoni),4.0,1/48,,24.00,7.75,10,31.00
11,04/05/2025,1st,Punjab Kings,Himachal Pradesh Cricket Association Stadium,S S Iyer (c M P Yadav),4.0,2/46,,22.00,8.09,11,29.67
,,,,,Prabhsimran Singh (c N Pooran),,,,,,12,
12,19/05/2025,2nd,Sunrisers Hyderabad,BRSABV Ekana Cricket Stadium,Abhishek Sharma (c S N Thakur),4.0,2/37,,20.57,8.19,13,28.07
,,,,,Ishan Kishan (b),,,,,,14,
13,27/05/2025,2nd,Royal Challengers Bengaluru,BRSABV Ekana Cricket Stadium,,4.0,0/36,,22.29,8.25,14,30.64
