Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,12/04/2021,2nd,Rajasthan Royals,Wankhede Stadium,did not bowl,,,,,,0,
2,16/04/2021,2nd,Chennai Super Kings,Wankhede Stadium,did not bowl,,,,,,0,
3,18/04/2021,2nd,Delhi Capitals,Wankhede Stadium,did not bowl,,,,,,0,
4,21/04/2021,2nd,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bowl,,,,,,0,
5,23/04/2021,1st,Mumbai Indians,MA Chidambaram Stadium,did not bowl,,,,,,0,
6,26/04/2021,2nd,Kolkata Knight Riders,Narendra Modi Stadium,did not bowl,,,,,,0,
7,30/04/2021,2nd,Royal Challengers Bengaluru,Narendra Modi Stadium,did not bowl,,,,,,0,
8,02/05/2021,2nd,Delhi Capitals,Narendra Modi Stadium,did not bowl,,,,,,0,
9,01/10/2021,1st,Kolkata Knight Riders,Dubai International Cricket Stadium,did not bowl,,,,,,0,
10,03/10/2021,1st,Royal Challengers Bengaluru,Sharjah Cricket Stadium,did not bowl,,,,,,0,
11,07/10/2021,1st,Chennai Super Kings,Dubai International Cricket Stadium,did not bowl,,,,,,0,
12,27/03/2022,1st,Royal Challengers Bengaluru,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
13,01/04/2022,2nd,Kolkata Knight Riders,Wankhede Stadium,did not bowl,,,,,,0,
14,03/04/2022,2nd,Chennai Super Kings,Brabourne Stadium,did not bowl,,,,,,0,
15,08/04/2022,2nd,Gujarat Titans,Brabourne Stadium,did not bowl,,,,,,0,
16,13/04/2022,2nd,Mumbai Indians,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
17,17/04/2022,2nd,Sunrisers Hyderabad,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
18,20/04/2022,2nd,Delhi Capitals,Brabourne Stadium,did not bowl,,,,,,0,
19,22/05/2022,1st,Sunrisers Hyderabad,Wankhede Stadium,did not bowl,,,,,,0,
20,01/04/2023,2nd,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
21,05/04/2023,2nd,Rajasthan Royals,Barsapara Cricket Stadium,did not bowl,,,,,,0,
22,09/04/2023,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
23,13/04/2023,2nd,Gujarat Titans,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
24,15/04/2023,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
25,20/04/2023,1st,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
26,22/04/2023,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
27,28/04/2023,1st,Lucknow Super Giants,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
28,30/04/2023,1st,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
29,03/05/2023,2nd,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
30,08/05/2023,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
31,13/05/2023,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
32,17/05/2023,1st,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,,,0,
33,19/05/2023,2nd,Rajasthan Royals,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,,,0,
34,10/04/2024,1st,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
35,17/04/2024,2nd,Delhi Capitals,Narendra Modi Stadium,did not bowl,,,,,,0,
36,21/04/2024,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,,1.0,0/7,,,7.00,0,
37,24/04/2024,1st,Delhi Capitals,Arun Jaitley Stadium,,1.0,0/8,,,7.50,0,
38,28/04/2024,2nd,Royal Challengers Bengaluru,Narendra Modi Stadium,did not bowl,,,,,7.50,0,
39,04/05/2024,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,7.50,0,
40,10/05/2024,2nd,Chennai Super Kings,Narendra Modi Stadium,did not bowl,,,,,7.50,0,
41,25/03/2025,1st,Punjab Kings,Narendra Modi Stadium,did not bowl,,,,,7.50,0,
42,29/03/2025,2nd,Mumbai Indians,Narendra Modi Stadium,did not bowl,,,,,7.50,0,
43,02/04/2025,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,7.50,0,
44,06/04/2025,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,7.50,0,
45,09/04/2025,2nd,Rajasthan Royals,Narendra Modi Stadium,did not bowl,,,,,7.50,0,
46,12/04/2025,2nd,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,7.50,0,
47,19/04/2025,1st,Delhi Capitals,Narendra Modi Stadium,did not bowl,,,,,7.50,0,
48,21/04/2025,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,7.50,0,
49,28/04/2025,2nd,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,7.50,0,
50,02/05/2025,2nd,Sunrisers Hyderabad,Narendra Modi Stadium,did not bowl,,,,,7.50,0,
51,06/05/2025,1st,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,7.50,0,
