Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,07/05/2018,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,3.0,0/19,,,6.33,0,
2,12/05/2018,1st,Delhi Capitals,Arun Jaitley Stadium,R R Pant (c A B de Villiers),4.0,1/25,,42.00,6.29,1,44.00
3,14/05/2018,1st,Punjab Kings,Holkar Cricket Stadium,A J Finch (c V Kohli),2.1,1/13,,27.50,6.22,2,28.50
4,17/05/2018,2nd,Sunrisers Hyderabad,M Chinnaswamy Stadium,A D Hales (c A B de Villiers),2.0,1/21,,22.33,6.99,3,26.00
5,19/05/2018,1st,Rajasthan Royals,Sawai Mansingh Stadium,,2.0,0/19,,26.33,7.37,3,32.33
6,23/03/2019,2nd,Chennai Super Kings,MA Chidambaram Stadium,S K Raina (c S Dube),4.0,1/19,,25.75,6.76,4,29.00
7,28/03/2019,1st,Mumbai Indians,M Chinnaswamy Stadium,,1.0,0/13,,27.25,7.10,4,32.25
8,31/03/2019,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,3.0,0/29,,31.75,7.46,4,39.50
9,02/04/2019,2nd,Rajasthan Royals,Sawai Mansingh Stadium,,1.0,0/14,,33.25,7.76,4,43.00
10,05/04/2019,2nd,Kolkata Knight Riders,M Chinnaswamy Stadium,did not bowl,,,,33.25,7.76,4,43.00
11,07/04/2019,2nd,Delhi Capitals,M Chinnaswamy Stadium,C A Ingram (lbw),4.0,1/22,,31.40,7.41,5,38.80
12,13/04/2019,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,S M Curran (lbw),4.0,1/19,,30.17,7.06,6,35.50
13,15/04/2019,2nd,Mumbai Indians,Wankhede Stadium,R G Sharma (b),4.0,2/18,,25.63,6.76,7,28.88
,,,,,Q de Kock (lbw),,,,,,8,
14,19/04/2019,2nd,Kolkata Knight Riders,Eden Gardens,,1.0,0/13,,26.38,6.94,8,30.50
15,21/04/2019,2nd,Chennai Super Kings,M Chinnaswamy Stadium,did not bowl,,,,26.38,6.94,8,30.50
16,24/04/2019,2nd,Punjab Kings,M Chinnaswamy Stadium,K L Rahul (c T G Southee),3.0,1/22,,25.44,6.97,9,29.56
17,05/10/2020,1st,Delhi Capitals,Dubai International Cricket Stadium,S S Iyer (c D Padikkal),2.0,1/21,,24.10,7.15,10,28.70
18,25/10/2020,2nd,Chennai Super Kings,Dubai International Cricket Stadium,,2.0,0/17,,25.30,7.21,10,30.40
19,06/11/2020,2nd,Sunrisers Hyderabad,Sheikh Zayed Stadium,,1.0,0/4,,25.90,7.14,10,30.80
20,10/04/2021,2nd,Delhi Capitals,Wankhede Stadium,,3.0,0/33,,27.70,7.39,10,34.10
21,16/04/2021,1st,Punjab Kings,Wankhede Stadium,J A Richardson (b),3.0,1/17,,26.82,7.28,11,32.55
22,19/04/2021,2nd,Rajasthan Royals,Wankhede Stadium,D A Miller (lbw),3.0,3/7,,22.36,7.00,12,26.07
,,,,,R Parag (c R A Jadeja),,,,,,13,
,,,,,C H Morris (c R A Jadeja),,,,,,14,
23,21/04/2021,2nd,Kolkata Knight Riders,Wankhede Stadium,did not bowl,,,,22.36,7.00,14,26.07
24,28/04/2021,1st,Sunrisers Hyderabad,Arun Jaitley Stadium,,2.0,0/16,,23.21,7.03,14,27.21
25,01/05/2021,2nd,Mumbai Indians,Arun Jaitley Stadium,Q de Kock (c & b),1.0,1/1,,22.07,6.92,15,25.47
26,19/09/2021,2nd,Mumbai Indians,Dubai International Cricket Stadium,,3.0,0/16,,23.27,6.84,15,26.53
27,24/09/2021,1st,Royal Challengers Bengaluru,Sharjah Cricket Stadium,did not bowl,,,,23.27,6.84,15,26.53
28,26/09/2021,1st,Kolkata Knight Riders,Sheikh Zayed Stadium,did not bowl,,,,23.27,6.84,15,26.53
29,30/09/2021,1st,Sunrisers Hyderabad,Sharjah Cricket Stadium,,1.0,0/5,,23.67,6.81,15,26.87
30,02/10/2021,2nd,Rajasthan Royals,Sheikh Zayed Stadium,,2.2,0/23,,24.60,6.93,15,28.40
31,04/10/2021,2nd,Delhi Capitals,Dubai International Cricket Stadium,,3.0,0/16,,25.80,6.85,15,29.47
32,07/10/2021,2nd,Punjab Kings,Dubai International Cricket Stadium,did not bowl,,,,25.80,6.85,15,29.47
33,10/10/2021,1st,Delhi Capitals,Dubai International Cricket Stadium,A R Patel (c sub),4.0,1/27,,25.69,6.85,16,29.31
34,15/10/2021,2nd,Kolkata Knight Riders,Dubai International Cricket Stadium,did not bowl,,,,25.69,6.85,16,29.31
35,31/03/2022,2nd,Lucknow Super Giants,Brabourne Stadium,,1.0,0/14,,26.06,6.95,16,30.19
36,03/04/2022,1st,Punjab Kings,Brabourne Stadium,,1.0,0/8,,26.44,6.96,16,30.69
37,09/04/2022,2nd,Sunrisers Hyderabad,Dr DY Patil Sports Academy,,1.0,0/10,,26.81,7.01,16,31.31
38,12/04/2022,2nd,Royal Challengers Bengaluru,Dr DY Patil Sports Academy,,3.0,0/19,,27.94,6.98,16,32.50
39,17/04/2022,2nd,Gujarat Titans,Maharashtra Cricket Association Stadium,,2.0,0/17,,28.69,7.02,16,33.56
40,04/05/2022,1st,Royal Challengers Bengaluru,Maharashtra Cricket Association Stadium,F du Plessis (c R A Jadeja),4.0,2/28,,26.83,7.02,17,31.39
,,,,,V Kohli (b),,,,,,18,
41,08/05/2022,2nd,Delhi Capitals,Dr DY Patil Sports Academy,M R Marsh (c R D Gaikwad),4.0,3/13,,24.14,6.84,19,27.52
,,,,,R R Pant (b),,,,,,20,
,,,,,R V Patel (c D P Conway),,,,,,21,
42,12/05/2022,2nd,Mumbai Indians,Wankhede Stadium,H R Shokeen (b),1.5,1/17,,23.55,6.89,22,27.05
43,15/05/2022,2nd,Gujarat Titans,Wankhede Stadium,M S Wade (c S Dube),2.0,1/11,,23.04,6.86,23,26.35
44,20/05/2022,2nd,Rajasthan Royals,Brabourne Stadium,D Padikkal (b),4.0,1/21,,23.08,6.79,24,26.13
45,31/03/2023,2nd,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,23.08,6.79,24,26.13
46,03/04/2023,2nd,Lucknow Super Giants,MA Chidambaram Stadium,K R Mayers (c D P Conway),4.0,4/26,,20.64,6.78,25,23.32
,,,,,K L Rahul (c R D Gaikwad),,,,,,26,
,,,,,K H Pandya (c R A Jadeja),,,,,,27,
,,,,,M P Stoinis (b),,,,,,28,
47,12/04/2023,1st,Rajasthan Royals,MA Chidambaram Stadium,J C Buttler (b),2.0,1/21,,20.34,6.85,29,23.24
48,17/04/2023,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,F du Plessis (c †M S Dhoni),1.0,1/13,,19.87,6.92,30,22.90
49,21/04/2023,1st,Sunrisers Hyderabad,MA Chidambaram Stadium,,2.0,0/18,,20.27,6.96,30,23.50
50,23/04/2023,2nd,Kolkata Knight Riders,Eden Gardens,V R Iyer (lbw),1.0,1/20,,19.81,7.08,31,23.39
51,27/04/2023,1st,Rajasthan Royals,Sawai Mansingh Stadium,,2.0,0/17,,20.19,7.11,31,23.94
52,30/04/2023,2nd,Punjab Kings,MA Chidambaram Stadium,,1.0,0/10,,20.39,7.14,31,24.26
53,03/05/2023,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,K R Mayers (c R D Gaikwad),4.0,2/13,,19.88,7.00,32,23.18
,,,,,K S Sharma (c & b),,,,,,33,
54,06/05/2023,1st,Mumbai Indians,MA Chidambaram Stadium,,1.0,0/10,,20.06,7.02,33,23.48
55,10/05/2023,2nd,Delhi Capitals,MA Chidambaram Stadium,,4.0,0/16,,20.79,6.92,33,23.97
56,14/05/2023,2nd,Kolkata Knight Riders,MA Chidambaram Stadium,,4.0,0/31,,21.52,6.95,33,24.91
57,20/05/2023,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,21.52,6.95,33,24.91
58,23/05/2023,2nd,Gujarat Titans,MA Chidambaram Stadium,did not bowl,,,,21.52,6.95,33,24.91
59,29/05/2023,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,21.52,6.95,33,24.91
60,05/04/2024,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,A K Markram (lbw),3.0,2/23,,20.80,6.96,34,24.14
,,,,,Shahbaz Ahmed (lbw),,,,,,35,
61,19/04/2024,2nd,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,,1.0,0/5,,20.97,6.95,35,24.29
62,23/04/2024,2nd,Lucknow Super Giants,MA Chidambaram Stadium,,2.0,0/21,,21.31,7.01,35,24.89
63,28/04/2024,2nd,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bowl,,,,21.31,7.01,35,24.89
64,01/05/2024,2nd,Punjab Kings,MA Chidambaram Stadium,,2.0,0/22,,21.66,7.07,35,25.51
65,05/05/2024,2nd,Punjab Kings,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,21.66,7.07,35,25.51
66,10/05/2024,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,21.66,7.07,35,25.51
67,12/05/2024,1st,Rajasthan Royals,MA Chidambaram Stadium,did not bowl,,,,21.66,7.07,35,25.51
68,26/03/2025,1st,Rajasthan Royals,Barsapara Cricket Stadium,Y B K Jaiswal (c H P Rana),4.0,2/23,,21.14,7.03,36,24.76
,,,,,N Rana (b),,,,,,37,
69,03/04/2025,2nd,Sunrisers Hyderabad,Eden Gardens,did not bowl,,,,21.14,7.03,37,24.76
70,11/04/2025,1st,Chennai Super Kings,MA Chidambaram Stadium,D P Conway (lbw),4.0,1/20,,21.21,6.97,38,24.63
71,21/04/2025,1st,Gujarat Titans,Eden Gardens,,3.0,0/27,,21.68,7.01,38,25.34
