Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,03/05/2023,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,,3.0,0/37,,,12.33,0,
2,06/05/2023,2nd,Chennai Super Kings,MA Chidambaram Stadium,D P Conway (lbw),1.0,1/4,,24.00,10.25,1,41.00
3,09/05/2023,1st,Royal Challengers Bengaluru,Wankhede Stadium,,2.0,0/23,,36.00,10.67,1,64.00
4,12/05/2023,2nd,Gujarat Titans,Wankhede Stadium,W P Saha (lbw),4.0,3/31,,15.00,9.50,2,23.75
,,,,,Shubman Gill (b),,,,,,3,
,,,,,D A Miller (lbw),,,,,,4,
5,16/05/2023,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,,4.0,0/30,,21.00,8.93,4,31.25
6,21/05/2023,1st,Sunrisers Hyderabad,Wankhede Stadium,V Sharma (c sub),4.0,4/37,,13.50,9.00,5,20.25
,,,,,M A Agarwal (c †Ishan Kishan),,,,,,6,
,,,,,H Klaasen (b),,,,,,7,
,,,,,H C Brook (b),,,,,,8,
7,24/05/2023,2nd,Lucknow Super Giants,MA Chidambaram Stadium,P N Mankad (c H R Shokeen),3.3,5/5,,9.92,7.77,9,12.85
,,,,,A Badoni (b),,,,,,10,
,,,,,N Pooran (c †Ishan Kishan),,,,,,11,
,,,,,Ravi Bishnoi (c C J Jordan),,,,,,12,
,,,,,Mohsin Khan (b),,,,,,13,
8,26/05/2023,1st,Gujarat Titans,Narendra Modi Stadium,Shubman Gill (c T H David),4.0,1/52,,10.93,8.59,14,15.64
9,01/04/2024,2nd,Rajasthan Royals,Wankhede Stadium,S V Samson (b),4.0,3/20,,10.41,8.10,15,14.06
,,,,,J C Buttler (c P P Chawla),,,,,,16,
,,,,,R Ashwin (c Tilak Varma),,,,,,17,
10,07/04/2024,2nd,Delhi Capitals,Wankhede Stadium,,4.0,0/45,,11.82,8.48,17,16.71
11,11/04/2024,1st,Royal Challengers Bengaluru,Wankhede Stadium,W G Jacks (c T H David),4.0,1/57,,12.50,9.09,18,18.94
12,14/04/2024,1st,Chennai Super Kings,Wankhede Stadium,,3.0,0/37,,13.50,9.33,18,21.00
13,18/04/2024,2nd,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,J M Sharma (lbw),3.1,1/46,,13.79,9.71,19,22.32
