Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,08/04/2010,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,J H Kallis (c R J Harris),4.0,1/37,,24.00,9.25,1,37.00
2,16/04/2010,1st,Punjab Kings,Himachal Pradesh Cricket Association Stadium,,4.0,0/32,,48.00,8.63,1,69.00
3,18/04/2010,2nd,Delhi Capitals,Arun Jaitley Stadium,D A Warner (c R G Sharma),2.0,1/19,,30.00,8.80,2,44.00
4,27/04/2011,2nd,Chennai Super Kings,Dr DY Patil Sports Academy,,1.0,0/7,,33.00,8.64,2,47.50
5,08/05/2011,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,K D Karthik (c A A  Jhunjhunwala),4.0,2/26,,22.50,8.07,3,30.25
,,,,,R J Harris (c Yuvraj Singh),,,,,,4,
6,10/05/2011,1st,Deccan Chargers,Rajiv Gandhi International Stadium,D B  Ravi Teja (b),4.0,4/25,,14.25,7.68,5,18.25
,,,,,J-P Duminy (c R Sharma),,,,,,6,
,,,,,S Sohal (c †R V Uthappa),,,,,,7,
,,,,,A Mishra (c B Kumar),,,,,,8,
7,16/05/2011,2nd,Deccan Chargers,Dr DY Patil Sports Academy,,3.0,0/30,,16.50,8.00,8,22.00
8,21/05/2011,1st,Delhi Capitals,Arun Jaitley Stadium,M S Wade (b),2.1,1/11,,16.11,7.74,9,20.78
9,05/04/2013,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,16.11,7.74,9,20.78
10,07/04/2013,2nd,Punjab Kings,Maharashtra Cricket Association Stadium,,3.2,0/24,,18.33,7.67,9,23.44
11,11/04/2013,1st,Rajasthan Royals,Maharashtra Cricket Association Stadium,,1.0,0/10,,19.00,7.75,9,24.56
12,13/04/2013,1st,Mumbai Indians,Wankhede Stadium,K D Karthik (lbw),2.0,1/24,,18.30,8.03,10,24.50
13,15/04/2013,2nd,Chennai Super Kings,MA Chidambaram Stadium,S Badrinath (c S P D Smith),4.0,2/35,,17.25,8.12,11,23.33
,,,,,R A Jadeja (c A B Dinda),,,,,,12,
14,17/04/2013,1st,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,N L T C Perera (c †R V Uthappa),4.0,1/26,,17.77,7.95,13,23.54
15,23/04/2013,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,A B de Villiers (c M  Manhas),3.0,1/56,,17.79,8.72,14,25.86
16,05/05/2013,2nd,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,17.79,8.72,14,25.86
17,09/05/2013,1st,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,E J G Morgan (c R V Uthappa),2.0,2/7,,16.31,8.48,15,23.06
,,,,,G Gambhir (c A D Mathews),,,,,,16,
18,09/04/2016,1st,Mumbai Indians,Wankhede Stadium,H H Pandya (c †M S Dhoni),4.0,2/21,,15.83,8.21,17,21.67
,,,,,J C Buttler (c R Ashwin),,,,,,18,
19,14/04/2016,2nd,Gujarat Lions,Saurashtra Cricket Association Stadium,,1.0,0/10,,16.17,8.25,18,22.22
20,26/04/2016,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,E J G Morgan (c †M S Dhoni),4.0,2/14,,15.75,7.89,19,20.70
,,,,,M C Henriques (c †M S Dhoni),,,,,,20,
21,21/09/2020,1st,Royal Challengers Bengaluru,Dubai International Cricket Stadium,,0.4,0/6,,15.95,7.90,20,21.00
22,16/04/2022,1st,Royal Challengers Bengaluru,Wankhede Stadium,did not bowl,,,,15.95,7.90,20,21.00
23,28/04/2022,1st,Kolkata Knight Riders,Wankhede Stadium,did not bowl,,,,15.95,7.90,20,21.00
24,01/05/2022,1st,Lucknow Super Giants,Wankhede Stadium,did not bowl,,,,15.95,7.90,20,21.00
25,05/05/2022,2nd,Sunrisers Hyderabad,Brabourne Stadium,R A Tripathi (c S N Thakur),4.0,1/36,,16.33,7.98,21,21.71
26,08/05/2022,1st,Chennai Super Kings,Dr DY Patil Sports Academy,S Dube (c D A Warner),3.0,1/34,,16.41,8.14,22,22.27
27,11/05/2022,1st,Rajasthan Royals,Dr DY Patil Sports Academy,Y B K Jaiswal (c Lalit Yadav),3.0,2/25,,15.79,8.15,23,21.46
,,,,,R Ashwin (c D A Warner),,,,,,24,
28,16/05/2022,2nd,Punjab Kings,Dr DY Patil Sports Academy,did not bowl,,,,15.79,8.15,24,21.46
29,21/05/2022,2nd,Mumbai Indians,Wankhede Stadium,,2.0,0/7,,16.29,8.01,24,21.75
30,01/04/2023,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,16.29,8.01,24,21.75
31,04/04/2023,2nd,Gujarat Titans,Arun Jaitley Stadium,V Shankar (lbw),3.1,1/24,,16.40,7.99,25,21.84
32,15/04/2023,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,F du Plessis (c Aman Hakim Khan),2.0,2/18,,15.63,8.02,26,20.89
,,,,,M K Lomror (c †A Porel),,,,,,27,
33,20/04/2023,1st,Kolkata Knight Riders,Arun Jaitley Stadium,,2.0,0/25,,16.07,8.14,27,21.81
34,24/04/2023,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,2.0,0/16,,16.52,8.14,27,22.41
35,29/04/2023,1st,Sunrisers Hyderabad,Arun Jaitley Stadium,R A Tripathi (c M K Pandey),4.0,4/27,,15.16,8.07,28,20.39
,,,,,A K Markram (c A R Patel),,,,,,29,
,,,,,H C Brook (c A R Patel),,,,,,30,
,,,,,Abdul Samad (c †P D Salt),,,,,,31,
36,06/05/2023,1st,Royal Challengers Bengaluru,Arun Jaitley Stadium,F du Plessis (c A R Patel),3.0,2/21,,14.79,8.03,32,19.79
,,,,,G J Maxwell (c †P D Salt),,,,,,33,
37,10/05/2023,1st,Chennai Super Kings,MA Chidambaram Stadium,S Dube (c D A Warner),3.0,3/18,,14.06,7.96,34,18.64
,,,,,R A Jadeja (c A R Patel),,,,,,35,
,,,,,M S Dhoni (c D A Warner),,,,,,36,
