Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,23/03/2019,2nd,Chennai Super Kings,MA Chidambaram Stadium,,0.4,0/3,,,4.50,0,
2,28/03/2019,1st,Mumbai Indians,M Chinnaswamy Stadium,did not bowl,,,,,4.50,0,
3,31/03/2019,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,4.50,0,
4,28/04/2019,1st,Delhi Capitals,Arun Jaitley Stadium,,1.0,0/5,,,4.80,0,
5,21/09/2020,2nd,Sunrisers Hyderabad,Dubai International Cricket Stadium,P K Garg (b),3.0,2/15,,14.00,4.93,1,11.50
,,,,,M R Marsh (c V Kohli),,,,,,2,
6,24/09/2020,1st,Punjab Kings,Dubai International Cricket Stadium,N Pooran (c A B de Villiers),3.0,2/33,,11.50,7.30,3,14.00
,,,,,G J Maxwell (c A J Finch),,,,,,4,
7,28/09/2020,2nd,Mumbai Indians,Dubai International Cricket Stadium,did not bowl,,,,11.50,7.30,4,14.00
8,03/10/2020,1st,Rajasthan Royals,Sheikh Zayed Stadium,,1.0,0/4,,13.00,6.92,4,15.00
9,05/10/2020,1st,Delhi Capitals,Dubai International Cricket Stadium,did not bowl,,,,13.00,6.92,4,15.00
10,10/10/2020,2nd,Chennai Super Kings,Dubai International Cricket Stadium,,1.0,0/14,,14.50,7.66,4,18.50
11,12/10/2020,2nd,Kolkata Knight Riders,Sharjah Cricket Stadium,did not bowl,,,,14.50,7.66,4,18.50
12,15/10/2020,2nd,Punjab Kings,Sharjah Cricket Stadium,did not bowl,,,,14.50,7.66,4,18.50
13,28/10/2020,2nd,Mumbai Indians,Sheikh Zayed Stadium,did not bowl,,,,14.50,7.66,4,18.50
14,02/11/2020,2nd,Delhi Capitals,Sheikh Zayed Stadium,did not bowl,,,,14.50,7.66,4,18.50
15,06/11/2020,2nd,Sunrisers Hyderabad,Sheikh Zayed Stadium,,1.0,0/7,,16.00,7.59,4,20.25
16,12/04/2021,1st,Punjab Kings,Wankhede Stadium,,1.0,0/20,,17.50,8.66,4,25.25
17,15/04/2021,1st,Delhi Capitals,Wankhede Stadium,did not bowl,,,,17.50,8.66,4,25.25
18,19/04/2021,1st,Chennai Super Kings,Wankhede Stadium,did not bowl,,,,17.50,8.66,4,25.25
19,22/04/2021,2nd,Royal Challengers Bengaluru,Wankhede Stadium,did not bowl,,,,17.50,8.66,4,25.25
20,24/04/2021,1st,Kolkata Knight Riders,Wankhede Stadium,,1.0,0/5,,19.00,8.37,4,26.50
21,29/04/2021,2nd,Mumbai Indians,Arun Jaitley Stadium,,1.0,0/6,,20.50,8.20,4,28.00
22,02/10/2021,1st,Chennai Super Kings,Sheikh Zayed Stadium,did not bowl,,,,20.50,8.20,4,28.00
23,05/10/2021,2nd,Mumbai Indians,Sharjah Cricket Stadium,did not bowl,,,,20.50,8.20,4,28.00
24,07/10/2021,1st,Kolkata Knight Riders,Sharjah Cricket Stadium,,2.0,0/18,,23.50,8.30,4,32.50
25,26/03/2022,2nd,Kolkata Knight Riders,Wankhede Stadium,,1.0,0/11,,25.00,8.46,4,35.25
26,31/03/2022,2nd,Lucknow Super Giants,Brabourne Stadium,,1.0,0/25,,26.50,9.40,4,41.50
27,03/04/2022,1st,Punjab Kings,Brabourne Stadium,did not bowl,,,,26.50,9.40,4,41.50
28,09/04/2022,2nd,Sunrisers Hyderabad,Dr DY Patil Sports Academy,did not bowl,,,,26.50,9.40,4,41.50
29,12/04/2022,2nd,Royal Challengers Bengaluru,Dr DY Patil Sports Academy,did not bowl,,,,26.50,9.40,4,41.50
30,17/04/2022,2nd,Gujarat Titans,Maharashtra Cricket Association Stadium,did not bowl,,,,26.50,9.40,4,41.50
31,21/04/2022,1st,Mumbai Indians,Dr DY Patil Sports Academy,did not bowl,,,,26.50,9.40,4,41.50
32,25/04/2022,1st,Punjab Kings,Wankhede Stadium,did not bowl,,,,26.50,9.40,4,41.50
33,08/05/2022,2nd,Delhi Capitals,Dr DY Patil Sports Academy,did not bowl,,,,26.50,9.40,4,41.50
34,12/05/2022,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,26.50,9.40,4,41.50
35,15/05/2022,2nd,Gujarat Titans,Wankhede Stadium,did not bowl,,,,26.50,9.40,4,41.50
36,31/03/2023,2nd,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,26.50,9.40,4,41.50
37,03/04/2023,2nd,Lucknow Super Giants,MA Chidambaram Stadium,did not bowl,,,,26.50,9.40,4,41.50
38,08/04/2023,1st,Mumbai Indians,Wankhede Stadium,did not bowl,,,,26.50,9.40,4,41.50
39,12/04/2023,1st,Rajasthan Royals,MA Chidambaram Stadium,did not bowl,,,,26.50,9.40,4,41.50
40,17/04/2023,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,26.50,9.40,4,41.50
41,21/04/2023,1st,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bowl,,,,26.50,9.40,4,41.50
42,23/04/2023,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,26.50,9.40,4,41.50
43,27/04/2023,1st,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,26.50,9.40,4,41.50
44,30/04/2023,2nd,Punjab Kings,MA Chidambaram Stadium,did not bowl,,,,26.50,9.40,4,41.50
45,03/05/2023,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,26.50,9.40,4,41.50
46,06/05/2023,1st,Mumbai Indians,MA Chidambaram Stadium,did not bowl,,,,26.50,9.40,4,41.50
47,10/05/2023,2nd,Delhi Capitals,MA Chidambaram Stadium,did not bowl,,,,26.50,9.40,4,41.50
48,14/05/2023,2nd,Kolkata Knight Riders,MA Chidambaram Stadium,did not bowl,,,,26.50,9.40,4,41.50
49,20/05/2023,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,26.50,9.40,4,41.50
50,23/05/2023,2nd,Gujarat Titans,MA Chidambaram Stadium,did not bowl,,,,26.50,9.40,4,41.50
51,29/05/2023,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,26.50,9.40,4,41.50
52,22/03/2024,1st,Royal Challengers Bengaluru,MA Chidambaram Stadium,did not bowl,,,,26.50,9.40,4,41.50
53,26/03/2024,2nd,Gujarat Titans,MA Chidambaram Stadium,did not bowl,,,,26.50,9.40,4,41.50
54,31/03/2024,1st,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,26.50,9.40,4,41.50
55,05/04/2024,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,26.50,9.40,4,41.50
56,08/04/2024,1st,Kolkata Knight Riders,MA Chidambaram Stadium,did not bowl,,,,26.50,9.40,4,41.50
57,14/04/2024,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,26.50,9.40,4,41.50
58,19/04/2024,2nd,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,26.50,9.40,4,41.50
59,23/04/2024,2nd,Lucknow Super Giants,MA Chidambaram Stadium,did not bowl,,,,26.50,9.40,4,41.50
60,28/04/2024,2nd,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bowl,,,,26.50,9.40,4,41.50
61,01/05/2024,2nd,Punjab Kings,MA Chidambaram Stadium,J M Bairstow (c †M S Dhoni),1.0,1/14,,22.40,9.64,5,36.00
62,05/05/2024,2nd,Punjab Kings,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,22.40,9.64,5,36.00
63,10/05/2024,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,22.40,9.64,5,36.00
64,12/05/2024,1st,Rajasthan Royals,MA Chidambaram Stadium,did not bowl,,,,22.40,9.64,5,36.00
65,18/05/2024,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,22.40,9.64,5,36.00
66,23/03/2025,1st,Mumbai Indians,MA Chidambaram Stadium,did not bowl,,,,22.40,9.64,5,36.00
67,28/03/2025,1st,Royal Challengers Bengaluru,MA Chidambaram Stadium,did not bowl,,,,22.40,9.64,5,36.00
68,30/03/2025,1st,Rajasthan Royals,Barsapara Cricket Stadium,did not bowl,,,,22.40,9.64,5,36.00
69,05/04/2025,1st,Delhi Capitals,MA Chidambaram Stadium,did not bowl,,,,22.40,9.64,5,36.00
70,08/04/2025,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,22.40,9.64,5,36.00
71,11/04/2025,2nd,Kolkata Knight Riders,MA Chidambaram Stadium,did not bowl,,,,22.40,9.64,5,36.00
72,14/04/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,22.40,9.64,5,36.00
73,20/04/2025,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,22.40,9.64,5,36.00
