Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,31/03/2022,2nd,Lucknow Super Giants,Brabourne Stadium,,3.3,0/39,,,11.14,0,
2,03/04/2022,1st,Punjab Kings,Brabourne Stadium,M A Agarwal (c R V Uthappa),4.0,1/52,,45.00,12.13,1,91.00
3,09/04/2022,2nd,Sunrisers Hyderabad,Dr DY Patil Sports Academy,K S Williamson (c M M Ali),4.0,1/30,,34.50,10.52,2,60.50
4,12/04/2022,2nd,Royal Challengers Bengaluru,Dr DY Patil Sports Academy,V Kohli (c S Dube),3.0,1/40,,29.00,11.10,3,53.67
5,17/04/2022,2nd,Gujarat Titans,Maharashtra Cricket Association Stadium,Shubman Gill (c R V Uthappa),3.0,1/18,,26.25,10.23,4,44.75
6,21/04/2022,1st,Mumbai Indians,Dr DY Patil Sports Academy,R G Sharma (c M J Santner),3.0,3/19,,17.57,9.66,5,28.29
,,,,,Ishan Kishan (b),,,,,,6,
,,,,,D Brevis (c †M S Dhoni),,,,,,7,
7,25/04/2022,1st,Punjab Kings,Wankhede Stadium,,4.0,0/36,,21.00,9.55,7,33.43
8,01/05/2022,2nd,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,Abhishek Sharma (c D Pretorius),4.0,4/46,,15.55,9.82,8,25.45
,,,,,R A Tripathi (c Simarjeet Singh),,,,,,9,
,,,,,Shashank Singh (c †M S Dhoni),,,,,,10,
,,,,,Washington Sundar (b),,,,,,11,
9,04/05/2022,1st,Royal Challengers Bengaluru,Maharashtra Cricket Association Stadium,,3.0,0/30,,17.18,9.84,11,28.18
10,08/05/2022,2nd,Delhi Capitals,Dr DY Patil Sports Academy,A R Patel (b),3.0,2/22,,15.92,9.62,12,25.54
,,,,,R Powell (c †M S Dhoni),,,,,,13,
11,12/05/2022,2nd,Mumbai Indians,Wankhede Stadium,Ishan Kishan (c †M S Dhoni),4.0,3/23,,14.44,9.22,14,22.19
,,,,,D R Sams (lbw),,,,,,15,
,,,,,T Stubbs (lbw),,,,,,16,
12,15/05/2022,2nd,Gujarat Titans,Wankhede Stadium,,3.0,0/28,,15.56,9.23,16,23.94
13,20/05/2022,2nd,Rajasthan Royals,Brabourne Stadium,,4.0,0/41,,17.06,9.32,16,26.50
14,05/04/2024,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,1.0,0/27,,17.44,9.70,16,28.19
15,05/04/2025,1st,Delhi Capitals,MA Chidambaram Stadium,,4.0,0/50,,18.94,9.92,16,31.31
16,08/04/2025,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,Prabhsimran Singh (b),2.0,1/21,,18.53,9.94,17,30.71
