Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,05/04/2017,2nd,Royal Challengers Bengaluru,Rajiv Gandhi International Stadium,Mandeep Singh (b),4.0,2/36,,12.00,9.00,1,18.00
,,,,,T M Head (c Yuvraj Singh),,,,,,2,
2,09/04/2017,1st,Gujarat Lions,Rajiv Gandhi International Stadium,B B McCullum (lbw),4.0,3/19,,9.60,6.88,3,11.00
,,,,,A J Finch (lbw),,,,,,4,
,,,,,S K Raina (lbw),,,,,,5,
3,12/04/2017,2nd,Mumbai Indians,Wankhede Stadium,R G Sharma (lbw),4.0,1/19,,12.00,6.17,6,12.33
4,15/04/2017,1st,Kolkata Knight Riders,Eden Gardens,G Gambhir (b),4.0,1/29,,13.71,6.44,7,14.71
5,17/04/2017,2nd,Punjab Kings,Rajiv Gandhi International Stadium,D A Miller (b),4.0,2/42,,13.33,7.25,8,16.11
,,,,,W P Saha (b),,,,,,9,
6,19/04/2017,2nd,Delhi Capitals,Rajiv Gandhi International Stadium,,4.0,0/33,,16.00,7.42,9,19.78
7,22/04/2017,2nd,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,S P D Smith (b),4.0,1/17,,16.80,6.96,10,19.50
8,28/04/2017,2nd,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,E J G Morgan (c D J Hooda),4.0,1/16,,17.45,6.59,11,19.18
9,30/04/2017,2nd,Kolkata Knight Riders,Rajiv Gandhi International Stadium,Y K Pathan (c S Kaul),4.0,1/38,,18.00,6.92,12,20.75
10,02/05/2017,2nd,Delhi Capitals,Arun Jaitley Stadium,,4.0,0/24,,20.00,6.83,12,22.75
11,06/05/2017,1st,Rising Pune Supergiant,Rajiv Gandhi International Stadium,B A Stokes (b),4.0,1/18,,20.31,6.61,13,22.38
12,08/05/2017,1st,Mumbai Indians,Rajiv Gandhi International Stadium,H H Pandya (c M C Henriques),4.0,1/22,,20.57,6.52,14,22.36
13,13/05/2017,1st,Gujarat Lions,Green Park,D R Smith (lbw),4.0,3/34,,18.35,6.67,15,20.41
,,,,,K D Karthik (c D J Hooda),,,,,,16,
,,,,,A J Finch (b),,,,,,17,
14,17/05/2017,2nd,Kolkata Knight Riders,M Chinnaswamy Stadium,,2.0,0/11,,19.06,6.63,17,21.06
15,09/04/2018,1st,Rajasthan Royals,Rajiv Gandhi International Stadium,J C Buttler (b),4.0,1/23,,19.33,6.57,18,21.17
16,12/04/2018,1st,Mumbai Indians,Rajiv Gandhi International Stadium,B C J Cutting (b),4.0,1/13,,19.58,6.35,19,20.74
17,14/04/2018,1st,Kolkata Knight Riders,Eden Gardens,,4.0,0/31,,20.84,6.44,19,22.37
18,19/04/2018,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,K L Rahul (lbw),4.0,1/55,,21.00,6.86,20,24.00
19,22/04/2018,1st,Chennai Super Kings,Rajiv Gandhi International Stadium,F du Plessis (st W P Saha),4.0,1/49,,21.14,7.15,21,25.19
20,24/04/2018,2nd,Mumbai Indians,Wankhede Stadium,K H Pandya (lbw),4.0,2/11,,20.35,6.92,22,23.48
,,,,,K A Pollard (c S Dhawan),,,,,,23,
21,26/04/2018,2nd,Punjab Kings,Rajiv Gandhi International Stadium,K L Rahul (b),4.0,3/19,,18.92,6.82,24,21.50
,,,,,K K Nair (lbw),,,,,,25,
,,,,,R Ashwin (c K S Williamson),,,,,,26,
22,29/04/2018,2nd,Rajasthan Royals,Sawai Mansingh Stadium,J C Buttler (c S Dhawan),4.0,1/31,,19.11,6.86,27,21.85
23,05/05/2018,1st,Delhi Capitals,Rajiv Gandhi International Stadium,P P Shaw (c S Kaul),4.0,2/23,,18.62,6.81,28,21.14
,,,,,R R Pant (lbw),,,,,,29,
24,07/05/2018,2nd,Royal Challengers Bengaluru,Rajiv Gandhi International Stadium,A B de Villiers (b),4.0,1/31,,18.80,6.85,30,21.47
25,10/05/2018,1st,Delhi Capitals,Arun Jaitley Stadium,,4.0,0/35,,19.60,6.93,30,22.63
26,13/05/2018,2nd,Chennai Super Kings,Maharashtra Cricket Association Stadium,,4.0,0/25,,20.40,6.90,30,23.47
27,17/05/2018,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,V Kohli (b),4.0,3/27,,19.27,6.90,31,22.15
,,,,,A B de Villiers (c S Dhawan),,,,,,32,
,,,,,Moeen Ali (c †S P Goswami),,,,,,33,
28,19/05/2018,2nd,Kolkata Knight Riders,Rajiv Gandhi International Stadium,,4.0,0/31,,20.00,6.93,33,23.09
29,22/05/2018,2nd,Chennai Super Kings,Wankhede Stadium,M S Dhoni (b),4.0,2/11,,19.54,6.78,34,22.09
,,,,,D J J Bravo (c S Dhawan),,,,,,35,
30,25/05/2018,2nd,Kolkata Knight Riders,Eden Gardens,R V Uthappa (b),4.0,3/19,,18.63,6.71,36,20.84
,,,,,C A Lynn (lbw),,,,,,37,
,,,,,A D Russell (c S Dhawan),,,,,,38,
31,27/05/2018,2nd,Chennai Super Kings,Wankhede Stadium,,4.0,0/24,,19.26,6.69,38,21.47
32,24/03/2019,2nd,Kolkata Knight Riders,Eden Gardens,N Rana (lbw),4.0,1/26,,19.38,6.68,39,21.59
33,29/03/2019,1st,Rajasthan Royals,Rajiv Gandhi International Stadium,J C Buttler (b),4.0,1/24,,19.50,6.66,40,21.65
34,31/03/2019,2nd,Royal Challengers Bengaluru,Rajiv Gandhi International Stadium,,4.0,0/25,,20.10,6.65,40,22.28
35,04/04/2019,1st,Delhi Capitals,Arun Jaitley Stadium,S S Iyer (b),4.0,1/18,,20.20,6.59,41,22.17
36,06/04/2019,1st,Mumbai Indians,Rajiv Gandhi International Stadium,H H Pandya (c V Shankar),4.0,1/27,,20.29,6.59,42,22.29
37,08/04/2019,2nd,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,C H Gayle (c D J Hooda),4.0,1/20,,20.37,6.55,43,22.23
38,14/04/2019,1st,Delhi Capitals,Rajiv Gandhi International Stadium,C H Morris (b),4.0,1/22,,20.45,6.52,44,22.23
39,17/04/2019,1st,Chennai Super Kings,Rajiv Gandhi International Stadium,S K Raina (lbw),4.0,2/17,,20.09,6.46,45,21.63
,,,,,K M Jadhav (lbw),,,,,,46,
40,21/04/2019,1st,Kolkata Knight Riders,Rajiv Gandhi International Stadium,P P Chawla (c †J M Bairstow),4.0,1/23,,20.17,6.44,47,21.66
41,23/04/2019,2nd,Chennai Super Kings,MA Chidambaram Stadium,S K Raina (st J M Bairstow),4.0,1/44,,20.25,6.56,48,22.13
42,27/04/2019,2nd,Rajasthan Royals,Sawai Mansingh Stadium,L S Livingstone (c †W P Saha),4.0,1/30,,20.33,6.58,49,22.29
43,29/04/2019,2nd,Punjab Kings,Rajiv Gandhi International Stadium,M A Agarwal (c V Shankar),4.0,3/21,,19.62,6.55,50,21.40
,,,,,D A Miller (c V Shankar),,,,,,51,
,,,,,R Ashwin (c M K Pandey),,,,,,52,
44,02/05/2019,1st,Mumbai Indians,Wankhede Stadium,,4.0,0/21,,20.08,6.52,52,21.81
45,04/05/2019,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,S O Hetmeyer (c V Shankar),4.0,1/44,,20.15,6.62,53,22.23
46,08/05/2019,2nd,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,C Munro (lbw),4.0,2/15,,19.85,6.55,54,21.69
,,,,,A R Patel (c †W P Saha),,,,,,55,
47,21/09/2020,1st,Royal Challengers Bengaluru,Dubai International Cricket Stadium,,4.0,0/31,,20.29,6.58,55,22.25
