Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,09/04/2015,1st,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
2,12/04/2015,2nd,Rajasthan Royals,Arun Jaitley Stadium,did not bowl,,,,,,0,
3,15/04/2015,1st,Punjab Kings,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
4,18/04/2015,2nd,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
5,20/04/2015,2nd,Kolkata Knight Riders,Arun Jaitley Stadium,did not bowl,,,,,,0,
6,23/04/2015,2nd,Mumbai Indians,Arun Jaitley Stadium,did not bowl,,,,,,0,
7,26/04/2015,2nd,Royal Challengers Bengaluru,Arun Jaitley Stadium,did not bowl,,,,,,0,
8,01/05/2015,1st,Punjab Kings,Arun Jaitley Stadium,did not bowl,,,,,,0,
9,03/05/2015,1st,Rajasthan Royals,Brabourne Stadium,did not bowl,,,,,,0,
10,05/05/2015,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
11,07/05/2015,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
12,09/05/2015,1st,Sunrisers Hyderabad,Shaheed Veer Narayan Sing International Stadium,did not bowl,,,,,,0,
13,12/05/2015,1st,Chennai Super Kings,Shaheed Veer Narayan Sing International Stadium,did not bowl,,,,,,0,
14,17/05/2015,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
15,10/04/2016,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
16,15/04/2016,1st,Punjab Kings,Arun Jaitley Stadium,did not bowl,,,,,,0,
17,17/04/2016,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
18,23/04/2016,2nd,Mumbai Indians,Arun Jaitley Stadium,did not bowl,,,,,,0,
19,30/04/2016,2nd,Kolkata Knight Riders,Arun Jaitley Stadium,did not bowl,,,,,,0,
20,17/05/2016,2nd,Rising Pune Supergiant,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
21,15/04/2017,2nd,Punjab Kings,Arun Jaitley Stadium,did not bowl,,,,,,0,
22,17/04/2017,2nd,Kolkata Knight Riders,Arun Jaitley Stadium,did not bowl,,,,,,0,
23,19/04/2017,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
24,22/04/2017,1st,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
25,28/04/2017,2nd,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
26,30/04/2017,2nd,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
27,02/05/2017,1st,Sunrisers Hyderabad,Arun Jaitley Stadium,did not bowl,,,,,,0,
28,04/05/2017,1st,Gujarat Lions,Arun Jaitley Stadium,did not bowl,,,,,,0,
29,06/05/2017,1st,Mumbai Indians,Barabati Stadium,did not bowl,,,,,,0,
30,10/05/2017,1st,Gujarat Lions,Green Park,did not bowl,,,,,,0,
31,12/05/2017,2nd,Rising Pune Supergiant,Arun Jaitley Stadium,did not bowl,,,,,,0,
32,14/05/2017,1st,Royal Challengers Bengaluru,Arun Jaitley Stadium,did not bowl,,,,,,0,
33,08/04/2018,2nd,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
34,11/04/2018,1st,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
35,14/04/2018,1st,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
36,16/04/2018,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
37,21/04/2018,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
