Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,06/05/2018,1st,Mumbai Indians,Wankhede Stadium,,4.0,0/39,,,9.75,0,
2,09/05/2018,1st,Mumbai Indians,Eden Gardens,R G Sharma (c C A Lynn),4.0,1/41,,48.00,10.00,1,80.00
3,12/05/2018,2nd,Punjab Kings,Holkar Cricket Stadium,A J Tye (c †K D Karthik),4.0,2/31,,24.00,9.25,2,37.00
,,,,,R Ashwin (lbw),,,,,,3,
4,15/05/2018,1st,Rajasthan Royals,Eden Gardens,I S Sodhi (c †K D Karthik),4.0,2/35,,19.20,9.13,4,29.20
,,,,,J D Unadkat (b),,,,,,5,
5,19/05/2018,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,S Dhawan (lbw),4.0,4/30,,13.33,8.80,6,19.56
,,,,,M K Pandey (c sub),,,,,,7,
,,,,,Shakib Al Hasan (c S P Narine),,,,,,8,
,,,,,Rashid Khan (c †K D Karthik),,,,,,9,
6,23/05/2018,2nd,Rajasthan Royals,Eden Gardens,S T R Binny (c C A Lynn),4.0,1/28,,14.40,8.50,10,20.40
7,25/05/2018,1st,Sunrisers Hyderabad,Eden Gardens,,4.0,0/56,,16.80,9.29,10,26.00
8,24/03/2019,1st,Sunrisers Hyderabad,Eden Gardens,,4.0,0/31,,19.20,9.09,10,29.10
9,27/03/2019,2nd,Punjab Kings,Eden Gardens,,4.0,0/42,,21.60,9.25,10,33.30
10,30/03/2019,2nd,Delhi Capitals,Arun Jaitley Stadium,,4.0,0/33,,24.00,9.15,10,36.60
11,05/04/2019,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,,3.0,0/41,,25.80,9.47,10,40.70
12,07/04/2019,1st,Rajasthan Royals,Sawai Mansingh Stadium,A M Rahane (lbw),4.0,1/35,,25.64,9.40,11,40.18
13,09/04/2019,2nd,Chennai Super Kings,MA Chidambaram Stadium,,4.0,0/23,,27.82,9.12,11,42.27
14,12/04/2019,2nd,Delhi Capitals,Eden Gardens,P P Shaw (c †K D Karthik),3.0,1/25,,27.00,9.07,12,40.83
15,14/04/2019,2nd,Chennai Super Kings,Eden Gardens,,4.0,0/30,,29.00,8.97,12,43.33
16,19/04/2019,1st,Royal Challengers Bengaluru,Eden Gardens,,4.0,0/52,,31.00,9.23,12,47.67
17,25/04/2019,2nd,Rajasthan Royals,Eden Gardens,S Gopal (c Shubman Gill),3.2,1/43,,30.15,9.41,13,47.31
18,05/05/2019,2nd,Mumbai Indians,Wankhede Stadium,Q de Kock (c †K D Karthik),3.0,1/22,,29.29,9.32,14,45.50
19,10/10/2020,2nd,Punjab Kings,Sheikh Zayed Stadium,M A Agarwal (c Shubman Gill),4.0,3/29,,25.53,9.21,15,39.18
,,,,,Prabhsimran Singh (c N Rana),,,,,,16,
,,,,,K L Rahul (b),,,,,,17,
20,12/10/2020,1st,Royal Challengers Bengaluru,Sharjah Cricket Stadium,A J Finch (b),4.0,1/42,,25.44,9.28,18,39.33
21,16/10/2020,2nd,Mumbai Indians,Sheikh Zayed Stadium,,2.0,0/30,,26.11,9.42,18,41.00
22,21/10/2020,2nd,Royal Challengers Bengaluru,Sheikh Zayed Stadium,,2.3,0/20,,26.94,9.38,18,42.11
23,24/10/2020,2nd,Delhi Capitals,Sheikh Zayed Stadium,,2.0,0/19,,27.61,9.38,18,43.17
24,26/10/2020,2nd,Punjab Kings,Sharjah Cricket Stadium,,3.0,0/24,,28.61,9.33,18,44.50
25,11/04/2021,2nd,Sunrisers Hyderabad,MA Chidambaram Stadium,D A Warner (c †K D Karthik),4.0,2/35,,26.95,9.31,19,41.80
,,,,,Mohammad Nabi (c E J G Morgan),,,,,,20,
26,13/04/2021,1st,Mumbai Indians,MA Chidambaram Stadium,H H Pandya (c A D Russell),4.0,1/42,,26.81,9.36,21,41.81
27,18/04/2021,1st,Royal Challengers Bengaluru,MA Chidambaram Stadium,D Padikkal (c R A Tripathi),4.0,1/31,,26.68,9.29,22,41.32
28,21/04/2021,1st,Chennai Super Kings,Wankhede Stadium,,4.0,0/49,,27.77,9.41,22,43.55
29,24/04/2021,2nd,Rajasthan Royals,Wankhede Stadium,R Tewatia (c sub),3.0,1/20,,27.35,9.33,23,42.52
30,26/04/2021,1st,Punjab Kings,Narendra Modi Stadium,D J Hooda (c E J G Morgan),4.0,3/30,,25.12,9.26,24,38.77
,,,,,Shahrukh Khan (c E J G Morgan),,,,,,25,
,,,,,C J Jordan (b),,,,,,26,
31,29/04/2021,2nd,Delhi Capitals,Narendra Modi Stadium,,3.3,0/36,,25.92,9.29,26,40.15
32,20/09/2021,1st,Royal Challengers Bengaluru,Sheikh Zayed Stadium,V Kohli (lbw),4.0,1/24,,25.85,9.18,27,39.56
33,23/09/2021,1st,Mumbai Indians,Sheikh Zayed Stadium,S A Yadav (c †K D Karthik),4.0,2/43,,24.90,9.23,28,38.31
,,,,,Q de Kock (c S P Narine),,,,,,29,
34,26/09/2021,2nd,Chennai Super Kings,Sheikh Zayed Stadium,F du Plessis (c L H Ferguson),4.0,1/41,,24.87,9.27,30,38.40
35,29/03/2022,2nd,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,K S Williamson (c D Padikkal),4.0,2/16,,24.06,9.10,31,36.50
,,,,,R A Tripathi (c †S V Samson),,,,,,32,
36,02/04/2022,2nd,Mumbai Indians,Dr DY Patil Sports Academy,R G Sharma (c R Parag),4.0,1/37,,24.06,9.11,33,36.52
37,05/04/2022,2nd,Royal Challengers Bengaluru,Wankhede Stadium,,4.0,0/40,,24.79,9.13,33,37.73
38,10/04/2022,2nd,Lucknow Super Giants,Wankhede Stadium,J O Holder (c R Ashwin),4.0,1/35,,24.76,9.12,34,37.65
39,14/04/2022,1st,Gujarat Titans,Dr DY Patil Sports Academy,,4.0,0/35,,25.47,9.11,34,38.68
40,18/04/2022,2nd,Kolkata Knight Riders,Brabourne Stadium,A J Finch (c K K Nair),4.0,1/43,,25.43,9.16,35,38.80
