Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,08/04/2012,1st,Rajasthan Royals,Sawai Mansingh Stadium,,4.0,0/29,,,7.25,0,
2,13/04/2012,1st,Rajasthan Royals,Eden Gardens,O A Shah (st M S  Bisla),4.0,1/22,,48.00,6.38,1,51.00
3,15/04/2012,1st,Punjab Kings,Eden Gardens,A C Gilchrist (c M K Tiwary),4.0,5/19,,12.00,5.83,2,11.67
,,,,,S E Marsh (b),,,,,,3,
,,,,,Bipul Sharma (c †M S  Bisla),,,,,,4,
,,,,,P Kumar (b),,,,,,5,
,,,,,Harmeet Singh (c †M S  Bisla),,,,,,6,
4,18/04/2012,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,P  Dogra (c J H Kallis),4.0,2/24,,12.00,5.88,7,11.75
,,,,,P P Chawla (b),,,,,,8,
5,22/04/2012,1st,Deccan Chargers,Barabati Stadium,I R Jaggi (c B B McCullum),4.0,2/26,,12.00,6.00,9,12.00
,,,,,D W Steyn (c M K Tiwary),,,,,,10,
6,28/04/2012,2nd,Royal Challengers Bengaluru,Eden Gardens,M A Agarwal (b),4.0,1/11,,13.09,5.46,11,11.91
7,30/04/2012,1st,Chennai Super Kings,MA Chidambaram Stadium,R A Jadeja (c D B  Das),4.0,1/24,,14.00,5.54,12,12.92
8,05/05/2012,2nd,Pune Warriors,Eden Gardens,S P D Smith (lbw),4.0,1/13,,14.77,5.25,13,12.92
9,07/05/2012,1st,Delhi Capitals,Arun Jaitley Stadium,N V Ojha (c M K Tiwary),4.0,2/23,,14.40,5.31,14,12.73
,,,,,I K Pathan (st B B McCullum),,,,,,15,
10,12/05/2012,1st,Mumbai Indians,Eden Gardens,,4.0,0/28,,16.00,5.48,15,14.60
11,14/05/2012,2nd,Chennai Super Kings,Eden Gardens,M E K Hussey (c R Bhatia),4.0,2/14,,15.53,5.30,16,13.71
,,,,,M Vijay (b),,,,,,17,
12,16/05/2012,2nd,Mumbai Indians,Wankhede Stadium,S R Tendulkar (b),3.1,4/15,,13.48,5.26,18,11.81
,,,,,Harbhajan Singh (c M K Tiwary),,,,,,19,
,,,,,R G Sharma (c †B B McCullum),,,,,,20,
,,,,,R P Singh (c Iqbal Abdulla),,,,,,21,
13,19/05/2012,2nd,Pune Warriors,Maharashtra Cricket Association Stadium,Harpreet Singh (c & b),4.0,1/15,,13.95,5.14,22,11.95
14,22/05/2012,2nd,Delhi Capitals,Maharashtra Cricket Association Stadium,P Negi (st B B McCullum),4.0,2/24,,13.79,5.20,23,11.96
,,,,,M Morkel (c R Bhatia),,,,,,24,
15,27/05/2012,1st,Chennai Super Kings,MA Chidambaram Stadium,,4.0,0/37,,14.79,5.48,24,13.50
16,03/04/2013,1st,Delhi Capitals,Eden Gardens,D A Warner (c J H Kallis),4.0,4/13,,13.54,5.34,25,12.04
,,,,,I K Pathan (c M K Tiwary),,,,,,26,
,,,,,A D Russell (c & b),,,,,,27,
