Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,06/04/2023,2nd,Royal Challengers Bengaluru,Eden Gardens,Anuj Rawat (c S P Narine),4.0,3/30,,8.00,7.50,1,10.00
,,,,,K D Karthik (c C V Varun),,,,,,2,
,,,,,K V Sharma (c N Rana),,,,,,3,
2,09/04/2023,1st,Gujarat Titans,Narendra Modi Stadium,A Manohar (b),4.0,1/35,,12.00,8.13,4,16.25
3,14/04/2023,1st,Sunrisers Hyderabad,Eden Gardens,,4.0,0/44,,18.00,9.08,4,27.25
4,16/04/2023,2nd,Mumbai Indians,Wankhede Stadium,R G Sharma (c U T Yadav),4.0,2/27,,16.00,8.50,5,22.67
,,,,,Tilak Varma (b),,,,,,6,
5,23/04/2023,1st,Chennai Super Kings,Eden Gardens,R D Gaikwad (b),4.0,1/29,,17.14,8.25,7,23.57
6,26/04/2023,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,F du Plessis (c Rinku Singh),4.0,2/30,,16.00,8.13,8,21.67
,,,,,Shahbaz Ahmed (lbw),,,,,,9,
7,29/04/2023,2nd,Gujarat Titans,Eden Gardens,,4.0,0/37,,18.67,8.29,9,25.78
8,08/05/2023,1st,Punjab Kings,Eden Gardens,S M Curran (c †Rahmanullah Gurbaz),4.0,1/26,,19.20,8.06,10,25.80
9,11/05/2023,2nd,Rajasthan Royals,Eden Gardens,,3.0,0/22,,21.00,8.00,10,28.00
10,14/05/2023,1st,Chennai Super Kings,MA Chidambaram Stadium,,3.0,0/29,,22.80,8.13,10,30.90
11,20/05/2023,1st,Lucknow Super Giants,Eden Gardens,,1.0,0/12,,23.40,8.23,10,32.10
12,23/03/2024,2nd,Sunrisers Hyderabad,Eden Gardens,,2.0,0/18,,24.60,8.27,10,33.90
13,21/04/2024,2nd,Royal Challengers Bengaluru,Eden Gardens,,2.0,0/33,,25.80,8.65,10,37.20
14,22/03/2025,1st,Kolkata Knight Riders,Eden Gardens,A D Russell (b),4.0,1/47,,25.64,8.91,11,38.09
15,28/03/2025,2nd,Chennai Super Kings,MA Chidambaram Stadium,,4.0,0/32,,27.82,8.84,11,41.00
16,07/04/2025,2nd,Mumbai Indians,Wankhede Stadium,,4.0,0/32,,30.00,8.78,11,43.91
17,10/04/2025,2nd,Delhi Capitals,M Chinnaswamy Stadium,A R Patel (c T H David),4.0,1/25,,29.50,8.61,12,42.33
18,13/04/2025,1st,Rajasthan Royals,Sawai Mansingh Stadium,,4.0,0/39,,31.50,8.68,12,45.58
19,18/04/2025,2nd,Punjab Kings,M Chinnaswamy Stadium,,3.0,0/25,,33.00,8.67,12,47.67
20,20/04/2025,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,J P Inglis (b),4.0,2/26,,30.00,8.54,13,42.71
,,,,,M P Stoinis (b),,,,,,14,
21,24/04/2025,2nd,Rajasthan Royals,M Chinnaswamy Stadium,,4.0,0/31,,31.71,8.50,14,44.93
22,27/04/2025,1st,Delhi Capitals,Arun Jaitley Stadium,,4.0,0/22,,33.43,8.35,14,46.50
23,03/05/2025,2nd,Chennai Super Kings,M Chinnaswamy Stadium,,4.0,0/43,,35.14,8.46,14,49.57
24,23/05/2025,1st,Sunrisers Hyderabad,BRSABV Ekana Cricket Stadium,H Klaasen (c R Shepherd),3.0,1/45,,34.00,8.69,15,49.27
25,27/05/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,,3.0,0/39,,35.20,8.84,15,51.87
26,29/05/2025,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,Shashank Singh (b),3.0,3/17,,30.33,8.74,16,44.17
,,,,,M Khan (lbw),,,,,,17,
,,,,,M P Stoinis (b),,,,,,18,
