Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,08/04/2018,1st,Royal Challengers Bengaluru,Eden Gardens,did not bowl,,,,,,0,
2,10/04/2018,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
3,03/05/2018,1st,Chennai Super Kings,Eden Gardens,did not bowl,,,,,,0,
4,09/05/2018,1st,Mumbai Indians,Eden Gardens,did not bowl,,,,,,0,
5,21/04/2019,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
6,25/04/2019,2nd,Rajasthan Royals,Eden Gardens,did not bowl,,,,,,0,
7,28/04/2019,2nd,Mumbai Indians,Eden Gardens,did not bowl,,,,,,0,
8,03/05/2019,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
9,05/05/2019,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
10,29/10/2020,2nd,Chennai Super Kings,Dubai International Cricket Stadium,did not bowl,,,,,,0,
11,23/04/2022,1st,Gujarat Titans,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
12,28/04/2022,2nd,Delhi Capitals,Wankhede Stadium,did not bowl,,,,,,0,
13,02/05/2022,1st,Rajasthan Royals,Wankhede Stadium,did not bowl,,,,,,0,
14,07/05/2022,1st,Lucknow Super Giants,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
15,09/05/2022,2nd,Mumbai Indians,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
16,14/05/2022,2nd,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,did not bowl,,,,,,0,
17,18/05/2022,1st,Lucknow Super Giants,Dr DY Patil Sports Academy,did not bowl,,,,,,0,
18,01/04/2023,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bowl,,,,,,0,
19,06/04/2023,2nd,Royal Challengers Bengaluru,Eden Gardens,did not bowl,,,,,,0,
20,09/04/2023,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
21,14/04/2023,1st,Sunrisers Hyderabad,Eden Gardens,did not bowl,,,,,,0,
22,16/04/2023,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
23,20/04/2023,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
24,23/04/2023,1st,Chennai Super Kings,Eden Gardens,did not bowl,,,,,,0,
25,26/04/2023,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
26,29/04/2023,2nd,Gujarat Titans,Eden Gardens,did not bowl,,,,,,0,
27,04/05/2023,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
28,08/05/2023,1st,Punjab Kings,Eden Gardens,did not bowl,,,,,,0,
29,11/05/2023,2nd,Rajasthan Royals,Eden Gardens,did not bowl,,,,,,0,
30,14/05/2023,1st,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
31,20/05/2023,1st,Lucknow Super Giants,Eden Gardens,did not bowl,,,,,,0,
32,23/03/2024,2nd,Sunrisers Hyderabad,Eden Gardens,did not bowl,,,,,,0,
33,29/03/2024,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
34,03/04/2024,2nd,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,did not bowl,,,,,,0,
35,08/04/2024,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
36,14/04/2024,1st,Lucknow Super Giants,Eden Gardens,did not bowl,,,,,,0,
37,16/04/2024,2nd,Rajasthan Royals,Eden Gardens,did not bowl,,,,,,0,
38,21/04/2024,2nd,Royal Challengers Bengaluru,Eden Gardens,did not bowl,,,,,,0,
39,26/04/2024,2nd,Punjab Kings,Eden Gardens,did not bowl,,,,,,0,
40,29/04/2024,1st,Delhi Capitals,Eden Gardens,did not bowl,,,,,,0,
41,03/05/2024,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
42,05/05/2024,2nd,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
43,11/05/2024,2nd,Mumbai Indians,Eden Gardens,did not bowl,,,,,,0,
44,19/05/2024,1st,Rajasthan Royals,Barsapara Cricket Stadium,did not bowl,,,,,,0,
45,21/05/2024,1st,Sunrisers Hyderabad,Narendra Modi Stadium,did not bowl,,,,,,0,
46,26/05/2024,1st,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bowl,,,,,,0,
47,22/03/2025,2nd,Royal Challengers Bengaluru,Eden Gardens,did not bowl,,,,,,0,
48,26/03/2025,1st,Rajasthan Royals,Barsapara Cricket Stadium,did not bowl,,,,,,0,
49,31/03/2025,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
50,03/04/2025,2nd,Sunrisers Hyderabad,Eden Gardens,did not bowl,,,,,,0,
51,08/04/2025,1st,Lucknow Super Giants,Eden Gardens,did not bowl,,,,,,0,
52,11/04/2025,1st,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
53,15/04/2025,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
54,21/04/2025,1st,Gujarat Titans,Eden Gardens,did not bowl,,,,,,0,
