Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,14/05/2017,2nd,Delhi Capitals,Arun Jaitley Stadium,S V Samson (c V Kohli),4.0,1/23,,24.00,5.75,1,23.00
2,23/04/2018,1st,Punjab Kings,Arun Jaitley Stadium,A J Finch (c S S Iyer),4.0,2/36,,16.00,7.38,2,19.67
,,,,,Yuvraj Singh (c †R R Pant),,,,,,3,
3,27/04/2018,2nd,Kolkata Knight Riders,Arun Jaitley Stadium,N Rana (c & b),4.0,2/29,,14.40,7.33,4,17.60
,,,,,A D Russell (b),,,,,,5,
4,30/04/2018,1st,Chennai Super Kings,Maharashtra Cricket Association Stadium,,4.0,0/28,,19.20,7.25,5,23.20
5,02/05/2018,2nd,Rajasthan Royals,Arun Jaitley Stadium,,2.0,0/36,,21.60,8.44,5,30.40
6,05/05/2018,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,3.0,0/47,,25.20,9.48,5,39.80
7,18/05/2018,2nd,Chennai Super Kings,Arun Jaitley Stadium,,2.0,0/28,,27.60,9.87,5,45.40
8,01/04/2019,1st,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,,3.0,0/30,,31.20,9.88,5,51.40
9,25/09/2020,2nd,Chennai Super Kings,Dubai International Cricket Stadium,,4.0,0/42,,36.00,9.97,5,59.80
10,10/04/2021,1st,Chennai Super Kings,Wankhede Stadium,F du Plessis (lbw),4.0,2/23,,29.14,9.47,6,46.00
,,,,,M S Dhoni (b),,,,,,7,
11,15/04/2021,2nd,Rajasthan Royals,Wankhede Stadium,S Dube (c S Dhawan),4.0,3/32,,22.80,9.32,8,35.40
,,,,,R Parag (c S Dhawan),,,,,,9,
,,,,,D A Miller (c Lalit Yadav),,,,,,10,
12,18/04/2021,1st,Punjab Kings,Wankhede Stadium,N Pooran (c K Rabada),4.0,1/33,,22.91,9.21,11,35.18
13,20/04/2021,1st,Mumbai Indians,MA Chidambaram Stadium,S A Yadav (c †R R Pant),2.0,2/15,,20.31,9.14,12,30.92
,,,,,R D Chahar (c †R R Pant),,,,,,13,
14,25/04/2021,2nd,Sunrisers Hyderabad,MA Chidambaram Stadium,J M Bairstow (c S Dhawan),4.0,3/34,,18.00,9.08,14,27.25
,,,,,Virat Singh (c M P Stoinis),,,,,,15,
,,,,,V Shankar (b),,,,,,16,
15,27/04/2021,1st,Royal Challengers Bengaluru,Narendra Modi Stadium,V Kohli (b),4.0,1/24,,18.35,8.85,17,27.06
16,29/04/2021,1st,Kolkata Knight Riders,Narendra Modi Stadium,Shubman Gill (c S P D Smith),4.0,1/31,,18.67,8.77,18,27.28
17,02/05/2021,1st,Punjab Kings,Narendra Modi Stadium,Shahrukh Khan (c S O Hetmeyer),4.0,1/39,,18.95,8.83,19,27.89
18,22/09/2021,1st,Sunrisers Hyderabad,Dubai International Cricket Stadium,,4.0,0/27,,20.21,8.70,19,29.32
19,25/09/2021,2nd,Rajasthan Royals,Sheikh Zayed Stadium,L S Livingstone (c †R R Pant),4.0,1/29,,20.40,8.62,20,29.30
20,28/09/2021,2nd,Kolkata Knight Riders,Sharjah Cricket Stadium,R A Tripathi (c S P D Smith),3.0,3/13,,18.52,8.44,21,26.04
,,,,,K D Karthik (b),,,,,,22,
,,,,,T G Southee (b),,,,,,23,
21,02/10/2021,1st,Mumbai Indians,Sharjah Cricket Stadium,R G Sharma (c K Rabada),4.0,3/15,,17.31,8.19,24,23.62
,,,,,H H Pandya (b),,,,,,25,
,,,,,N M Coulter-Nile (b),,,,,,26,
22,04/10/2021,1st,Chennai Super Kings,Dubai International Cricket Stadium,M S Dhoni (c †R R Pant),4.0,1/35,,17.56,8.22,27,24.04
23,08/10/2021,2nd,Royal Challengers Bengaluru,Dubai International Cricket Stadium,,4.0,0/31,,18.44,8.19,27,25.19
24,10/10/2021,2nd,Chennai Super Kings,Dubai International Cricket Stadium,R D Gaikwad (c A R Patel),4.0,1/47,,18.64,8.36,28,25.96
25,13/10/2021,2nd,Kolkata Knight Riders,Sharjah Cricket Stadium,Shubman Gill (c †R R Pant),4.0,1/22,,18.83,8.23,29,25.83
26,28/03/2022,2nd,Gujarat Titans,Wankhede Stadium,D A Miller (c K L Rahul),3.4,1/33,,18.93,8.26,30,26.07
27,31/03/2022,1st,Chennai Super Kings,Brabourne Stadium,Moeen Ali (b),4.0,2/38,,18.50,8.31,31,25.63
,,,,,S Dube (c E Lewis),,,,,,32,
28,04/04/2022,2nd,Sunrisers Hyderabad,Dr DY Patil Sports Academy,K S Williamson (c A J Tye),4.0,4/24,,17.11,8.22,33,23.44
,,,,,Abhishek Sharma (c M K Pandey),,,,,,34,
,,,,,N Pooran (c D J Hooda),,,,,,35,
,,,,,Abdul Samad (c †Q de Kock),,,,,,36,
29,07/04/2022,1st,Delhi Capitals,Dr DY Patil Sports Academy,,3.0,0/32,,17.61,8.29,36,24.33
30,10/04/2022,1st,Rajasthan Royals,Wankhede Stadium,J C Buttler (b),4.0,1/31,,17.78,8.27,37,24.51
31,16/04/2022,2nd,Mumbai Indians,Brabourne Stadium,R G Sharma (c †Q de Kock),4.0,3/30,,17.05,8.24,38,23.43
,,,,,D Brevis (c D J Hooda),,,,,,39,
,,,,,F A Allen (c P V D Chameera),,,,,,40,
32,19/04/2022,1st,Royal Challengers Bengaluru,Dr DY Patil Sports Academy,,4.0,0/33,,17.65,8.24,40,24.25
33,29/04/2022,2nd,Punjab Kings,Maharashtra Cricket Association Stadium,,3.0,0/26,,18.10,8.25,40,24.90
34,07/05/2022,2nd,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,N Rana (b),3.0,3/19,,17.26,8.21,41,23.60
,,,,,A D Russell (c J O Holder),,,,,,42,
,,,,,A S Roy (c †Q de Kock),,,,,,43,
35,10/05/2022,1st,Gujarat Titans,Maharashtra Cricket Association Stadium,M S Wade (c †Q de Kock),4.0,2/26,,17.02,8.15,44,23.13
,,,,,H H Pandya (c †Q de Kock),,,,,,45,
36,15/05/2022,1st,Rajasthan Royals,Brabourne Stadium,J C Buttler (b),3.0,1/20,,17.04,8.12,46,23.07
37,18/05/2022,2nd,Kolkata Knight Riders,Dr DY Patil Sports Academy,,4.0,0/60,,17.57,8.32,46,24.37
38,25/05/2022,1st,Royal Challengers Bengaluru,Eden Gardens,V Kohli (c Mohsin Khan),4.0,1/44,,17.70,8.40,47,24.79
39,01/04/2023,2nd,Delhi Capitals,BRSABV Ekana Cricket Stadium,Aman Hakim Khan (c †N Pooran),4.0,2/29,,17.47,8.37,48,24.37
,,,,,D A Warner (c K Gowtham),,,,,,49,
40,03/04/2023,1st,Chennai Super Kings,MA Chidambaram Stadium,B A Stokes (c Y Thakur),3.0,1/39,,17.48,8.46,50,24.66
41,10/04/2023,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,,4.0,0/53,,17.96,8.59,50,25.72
42,15/04/2023,2nd,Punjab Kings,BRSABV Ekana Cricket Stadium,,3.0,0/24,,18.32,8.58,50,26.20
43,19/04/2023,2nd,Rajasthan Royals,Sawai Mansingh Stadium,S O Hetmeyer (c K L Rahul),4.0,3/25,,17.74,8.52,51,25.19
,,,,,D Padikkal (c †N Pooran),,,,,,52,
,,,,,D C Jurel (c D J Hooda),,,,,,53,
44,22/04/2023,1st,Gujarat Titans,BRSABV Ekana Cricket Stadium,,3.0,0/21,,18.08,8.49,53,25.58
45,28/04/2023,2nd,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,,2.0,0/28,,18.30,8.56,53,26.11
46,07/05/2023,1st,Gujarat Titans,Narendra Modi Stadium,W P Saha (c sub),4.0,1/34,,18.41,8.56,54,26.26
47,13/05/2023,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,H Klaasen (c P N Mankad),2.0,1/30,,18.29,8.64,55,26.33
48,24/03/2024,2nd,Lucknow Super Giants,Sawai Mansingh Stadium,,3.0,0/21,,18.62,8.61,55,26.71
49,28/03/2024,2nd,Delhi Capitals,Sawai Mansingh Stadium,D A Warner (c Sandeep Sharma),4.0,1/29,,18.71,8.58,56,26.75
50,01/04/2024,1st,Mumbai Indians,Wankhede Stadium,P P Chawla (c S O Hetmeyer),4.0,1/30,,18.81,8.55,57,26.81
51,06/04/2024,1st,Royal Challengers Bengaluru,Sawai Mansingh Stadium,,4.0,0/46,,19.23,8.62,57,27.61
52,10/04/2024,2nd,Gujarat Titans,Sawai Mansingh Stadium,Shahrukh Khan (lbw),4.0,1/48,,19.31,8.69,58,27.97
53,13/04/2024,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,A Taide (c K R Sen),4.0,2/34,,19.07,8.69,59,27.60
,,,,,J M Sharma (c R Parag),,,,,,60,
54,16/04/2024,1st,Kolkata Knight Riders,Eden Gardens,P D Salt (c & b),4.0,2/35,,18.84,8.69,61,27.27
,,,,,A D Russell (c D C Jurel),,,,,,62,
55,22/04/2024,1st,Mumbai Indians,Sawai Mansingh Stadium,H H Pandya (lbw),4.0,1/49,,18.92,8.76,63,27.62
