Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,03/04/2022,2nd,Chennai Super Kings,Brabourne Stadium,R V Uthappa (c M A Agarwal),4.0,2/21,,12.00,5.25,1,10.50
,,,,,M M Ali (b),,,,,,2,
2,08/04/2022,2nd,Gujarat Titans,Brabourne Stadium,,4.0,0/34,,24.00,6.88,2,27.50
3,13/04/2022,2nd,Mumbai Indians,Maharashtra Cricket Association Stadium,Ishan Kishan (c †J M Sharma),4.0,1/43,,24.00,8.17,3,32.67
4,17/04/2022,2nd,Sunrisers Hyderabad,Dr DY Patil Sports Academy,,3.5,0/35,,31.67,8.40,3,44.33
5,20/04/2022,2nd,Delhi Capitals,Brabourne Stadium,,2.0,0/31,,35.67,9.20,3,54.67
6,26/04/2023,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,,2.0,0/22,,39.67,9.38,3,62.00
7,04/05/2023,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,A K Markram (c Rinku Singh),3.0,2/32,,27.40,9.55,4,43.60
,,,,,M Jansen (c †Rahmanullah Gurbaz),,,,,,5,
8,08/05/2023,1st,Punjab Kings,Eden Gardens,,3.0,0/32,,31.00,9.68,5,50.00
9,14/05/2023,1st,Chennai Super Kings,MA Chidambaram Stadium,R A Jadeja (c C V Varun),4.0,1/30,,29.83,9.39,6,46.67
10,20/05/2023,1st,Lucknow Super Giants,Eden Gardens,P N Mankad (c H P Rana),4.0,2/30,,25.38,9.16,7,38.75
,,,,,M P Stoinis (c V R Iyer),,,,,,8,
11,03/04/2024,2nd,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,P P Shaw (c C V Varun),4.0,3/27,,20.64,8.91,9,30.64
,,,,,A Porel (c S P Narine),,,,,,10,
,,,,,Rasikh Salam (c †P D Salt),,,,,,11,
12,08/04/2024,2nd,Chennai Super Kings,MA Chidambaram Stadium,R Ravindra (c C V Varun),4.0,2/28,,19.31,8.73,12,28.08
,,,,,S Dube (b),,,,,,13,
13,14/04/2024,1st,Lucknow Super Giants,Eden Gardens,Q de Kock (c S P Narine),3.0,1/34,,19.21,8.90,14,28.50
14,16/04/2024,2nd,Rajasthan Royals,Eden Gardens,Y B K Jaiswal (c V R Iyer),3.0,1/45,,19.13,9.28,15,29.60
15,29/04/2024,1st,Delhi Capitals,Eden Gardens,P P Shaw (c †P D Salt),4.0,2/29,,18.29,9.13,16,27.82
,,,,,S D Hope (b),,,,,,17,
16,03/05/2024,2nd,Mumbai Indians,Wankhede Stadium,,3.0,0/35,,19.35,9.26,17,29.88
17,05/05/2024,2nd,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,,2.0,0/21,,20.06,9.31,17,31.12
18,11/05/2024,2nd,Mumbai Indians,Eden Gardens,,2.0,0/16,,20.76,9.26,17,32.06
19,21/05/2024,1st,Sunrisers Hyderabad,Narendra Modi Stadium,Abhishek Sharma (c A D Russell),2.0,1/17,,20.28,9.24,18,31.22
20,26/05/2024,1st,Sunrisers Hyderabad,MA Chidambaram Stadium,T M Head (c †Rahmanullah Gurbaz),3.0,1/24,,20.16,9.18,19,30.84
21,22/03/2025,2nd,Royal Challengers Bengaluru,Eden Gardens,R M Patidar (c Rinku Singh),3.0,1/42,,20.05,9.40,20,31.40
22,26/03/2025,1st,Rajasthan Royals,Barsapara Cricket Stadium,S V Samson (b),4.0,2/33,,19.32,9.33,21,30.05
,,,,,Shubham Dubey (c A D Russell),,,,,,22,
23,03/04/2025,2nd,Sunrisers Hyderabad,Eden Gardens,T M Head (c H P Rana),4.0,3/29,,17.96,9.22,23,27.60
,,,,,Ishan Kishan (c A M Rahane),,,,,,24,
,,,,,H Klaasen (c M M Ali),,,,,,25,
24,08/04/2025,1st,Lucknow Super Giants,Eden Gardens,,4.0,0/35,,18.92,9.20,25,29.00
25,11/04/2025,1st,Chennai Super Kings,MA Chidambaram Stadium,Noor Ahmad (c C V Varun),4.0,1/31,,19.12,9.13,26,29.08
26,15/04/2025,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,Shashank Singh (lbw),2.3,1/26,,18.96,9.16,27,28.96
27,21/04/2025,1st,Gujarat Titans,Eden Gardens,Shubman Gill (c Rinku Singh),4.0,1/44,,19.14,9.25,28,29.50
