Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,17/04/2014,1st,Delhi Capitals,Sharjah Cricket Stadium,M A Agarwal (c V Kohli),4.0,1/33,,24.00,8.25,1,33.00
2,19/04/2014,1st,Mumbai Indians,Dubai International Cricket Stadium,A T Rayudu (c A B de Villiers),4.0,2/21,,16.00,6.75,2,18.00
,,,,,C J Anderson (c V Kohli),,,,,,3,
3,24/04/2014,1st,Kolkata Knight Riders,Sharjah Cricket Stadium,G Gambhir (lbw),4.0,2/33,,14.40,7.25,4,17.40
,,,,,R Vinay Kumar (c J A Morkel),,,,,,5,
4,26/04/2014,2nd,Rajasthan Royals,Sheikh Zayed Stadium,A M Rahane (c †P A Patel),4.0,2/29,,13.71,7.25,6,16.57
,,,,,K K Nair (c †P A Patel),,,,,,7,
5,28/04/2014,2nd,Punjab Kings,Dubai International Cricket Stadium,,4.0,0/15,,17.14,6.55,7,18.71
6,04/05/2014,1st,Sunrisers Hyderabad,M Chinnaswamy Stadium,A J Finch (c †P A Patel),4.0,2/21,,16.00,6.33,8,16.89
,,,,,D A Warner (b),,,,,,9,
7,06/05/2014,1st,Mumbai Indians,Wankhede Stadium,,4.0,0/29,,18.67,6.46,9,20.11
8,09/05/2014,1st,Punjab Kings,M Chinnaswamy Stadium,A R Patel (b),4.0,2/43,,17.45,7.00,10,20.36
,,,,,Shivam Sharma (b),,,,,,11,
9,11/05/2014,2nd,Rajasthan Royals,M Chinnaswamy Stadium,,3.0,0/33,,19.09,7.34,11,23.36
10,13/05/2014,2nd,Delhi Capitals,M Chinnaswamy Stadium,Q de Kock (b),4.0,2/26,,18.00,7.26,12,21.77
,,,,,J-P Duminy (b),,,,,,13,
11,18/05/2014,1st,Chennai Super Kings,JSCA International Stadium Complex,,4.0,0/23,,19.85,7.12,13,23.54
12,20/05/2014,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,3.4,0/31,,21.54,7.22,13,25.92
13,22/05/2014,1st,Kolkata Knight Riders,Eden Gardens,G Gambhir (c †Y V  Takawale),4.0,1/32,,21.71,7.28,14,26.36
14,24/05/2014,2nd,Chennai Super Kings,M Chinnaswamy Stadium,,3.0,0/33,,23.00,7.49,14,28.71
15,22/04/2015,1st,Chennai Super Kings,M Chinnaswamy Stadium,M M Sharma (b),4.0,1/24,,23.07,7.39,15,28.40
16,24/04/2015,1st,Rajasthan Royals,Narendra Modi Stadium,S P D Smith (c †K D Karthik),4.0,3/22,,20.56,7.26,16,24.89
,,,,,S T R Binny (c D Wiese),,,,,,17,
,,,,,D S Kulkarni (b),,,,,,18,
17,26/04/2015,1st,Delhi Capitals,Arun Jaitley Stadium,S S Iyer (lbw),4.0,3/20,,18.76,7.13,19,22.29
,,,,,A Mishra (b),,,,,,20,
,,,,,S Nadeem (b),,,,,,21,
18,29/04/2015,2nd,Rajasthan Royals,M Chinnaswamy Stadium,did not bowl,,,,18.76,7.13,21,22.29
19,02/05/2015,1st,Kolkata Knight Riders,M Chinnaswamy Stadium,R N ten Doeschate (c A B de Villiers),2.0,1/15,,18.45,7.14,22,21.95
