Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,25/03/2019,2nd,Rajasthan Royals,Sawai Mansingh Stadium,S P D Smith (c K L Rahul),4.0,2/52,,12.00,13.00,1,26.00
,,,,,S V Samson (c R Ashwin),,,,,,2,
2,01/04/2019,2nd,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,C A Ingram (c sub),2.2,4/11,,6.33,9.95,3,10.50
,,,,,H V Patel (c †K L Rahul),,,,,,4,
,,,,,K Rabada (b),,,,,,5,
,,,,,S Lamichhane (b),,,,,,6,
3,06/04/2019,1st,Chennai Super Kings,MA Chidambaram Stadium,,4.0,0/35,,10.33,9.48,6,16.33
4,08/04/2019,1st,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,,4.0,0/30,,14.33,8.93,6,21.33
5,10/04/2019,2nd,Mumbai Indians,Wankhede Stadium,S A Yadav (c sub),4.0,1/54,,15.71,9.93,7,26.00
6,13/04/2019,2nd,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,,3.0,0/31,,18.29,9.98,7,30.43
7,20/04/2019,2nd,Delhi Capitals,Arun Jaitley Stadium,,3.4,0/34,,21.43,9.88,7,35.29
8,03/05/2019,2nd,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,,4.0,0/41,,24.86,9.93,7,41.14
9,05/05/2019,1st,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,S R Watson (b),4.0,3/35,,19.80,9.79,8,32.30
,,,,,S K Raina (c Mohammed Shami),,,,,,9,
,,,,,F du Plessis (b),,,,,,10,
10,19/09/2020,1st,Mumbai Indians,Sheikh Zayed Stadium,Q de Kock (c S R Watson),4.0,1/28,,20.18,9.49,11,31.91
11,22/09/2020,1st,Rajasthan Royals,Sharjah Cricket Stadium,R Tewatia (lbw),4.0,3/33,,17.57,9.37,12,27.43
,,,,,R Parag (c †M S Dhoni),,,,,,13,
,,,,,S P D Smith (c K M Jadhav),,,,,,14,
12,25/09/2020,1st,Delhi Capitals,Dubai International Cricket Stadium,S S Iyer (c †M S Dhoni),4.0,1/27,,18.00,9.13,15,27.40
13,02/10/2020,1st,Sunrisers Hyderabad,Dubai International Cricket Stadium,,3.0,0/37,,19.20,9.33,15,29.87
14,04/10/2020,1st,Punjab Kings,Dubai International Cricket Stadium,,3.0,0/31,,20.40,9.39,15,31.93
15,07/10/2020,1st,Kolkata Knight Riders,Sheikh Zayed Stadium,E J G Morgan (c †M S Dhoni),4.0,2/26,,19.41,9.18,16,29.71
,,,,,K D Karthik (c S N Thakur),,,,,,17,
16,10/10/2020,1st,Royal Challengers Bengaluru,Dubai International Cricket Stadium,Washington Sundar (c †M S Dhoni),4.0,1/48,,19.67,9.37,18,30.72
17,13/10/2020,2nd,Sunrisers Hyderabad,Dubai International Cricket Stadium,D A Warner (c & b),3.0,1/18,,19.58,9.21,19,30.05
18,17/10/2020,2nd,Delhi Capitals,Sharjah Cricket Stadium,A T Carey (c F du Plessis),4.0,1/35,,19.80,9.18,20,30.30
19,19/10/2020,2nd,Rajasthan Royals,Sheikh Zayed Stadium,,1.0,0/6,,20.10,9.13,20,30.60
20,23/10/2020,2nd,Mumbai Indians,Sharjah Cricket Stadium,did not bowl,,,,20.10,9.13,20,30.60
21,25/10/2020,1st,Royal Challengers Bengaluru,Dubai International Cricket Stadium,A J Finch (c R D Gaikwad),3.0,3/19,,18.26,9.01,21,27.43
,,,,,M M Ali (c M J Santner),,,,,,22,
,,,,,V Kohli (c F du Plessis),,,,,,23,
22,29/10/2020,1st,Kolkata Knight Riders,Dubai International Cricket Stadium,,3.0,0/21,,19.04,8.93,23,28.35
23,01/11/2020,1st,Punjab Kings,Sheikh Zayed Stadium,,2.0,0/15,,19.57,8.89,23,29.00
24,10/04/2021,2nd,Delhi Capitals,Wankhede Stadium,,2.0,0/24,,20.09,8.97,23,30.04
25,16/04/2021,1st,Punjab Kings,Wankhede Stadium,Shahrukh Khan (c R A Jadeja),3.0,1/12,,20.00,8.79,24,29.29
26,19/04/2021,2nd,Rajasthan Royals,Wankhede Stadium,M Vohra (c R A Jadeja),4.0,2/24,,19.38,8.65,25,27.96
,,,,,S V Samson (c D J J Bravo),,,,,,26,
27,21/04/2021,2nd,Kolkata Knight Riders,Wankhede Stadium,A D Russell (b),4.0,1/58,,19.56,8.92,27,29.07
28,25/04/2021,2nd,Royal Challengers Bengaluru,Wankhede Stadium,V Kohli (c †M S Dhoni),4.0,1/35,,19.71,8.91,28,29.29
29,28/04/2021,1st,Sunrisers Hyderabad,Arun Jaitley Stadium,J M Bairstow (c D L Chahar),4.0,1/30,,19.86,8.85,29,29.31
