Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,18/04/2014,1st,Chennai Super Kings,Sheikh Zayed Stadium,B B McCullum (c G J Maxwell),4.0,1/34,,24.00,8.50,1,34.00
2,20/04/2014,1st,Rajasthan Royals,Sharjah Cricket Stadium,S R Watson (b),4.0,1/22,,24.00,7.00,2,28.00
3,22/04/2014,2nd,Sunrisers Hyderabad,Sharjah Cricket Stadium,I K Pathan (b),4.0,2/20,,18.00,6.33,3,19.00
,,,,,K L Rahul (c D A Miller),,,,,,4,
4,26/04/2014,2nd,Kolkata Knight Riders,Sheikh Zayed Stadium,C A Lynn (b),4.0,2/16,,16.00,5.75,5,15.33
,,,,,P P Chawla (st W P Saha),,,,,,6,
5,28/04/2014,1st,Royal Challengers Bengaluru,Dubai International Cricket Stadium,,2.0,0/11,,18.00,5.72,6,17.17
6,03/05/2014,2nd,Mumbai Indians,Wankhede Stadium,,4.0,0/40,,22.00,6.50,6,23.83
7,07/05/2014,2nd,Chennai Super Kings,Barabati Stadium,,4.0,0/28,,26.00,6.58,6,28.50
8,09/05/2014,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,S  Rana (b),4.0,1/22,,25.71,6.43,7,27.57
9,11/05/2014,2nd,Kolkata Knight Riders,Barabati Stadium,,4.0,0/20,,29.14,6.26,7,30.43
10,14/05/2014,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,4.0,0/40,,32.57,6.66,7,36.14
11,19/05/2014,1st,Delhi Capitals,Arun Jaitley Stadium,K P Pietersen (b),4.0,1/18,,31.50,6.45,8,33.88
12,21/05/2014,2nd,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,M E K Hussey (b),4.0,1/27,,30.67,6.48,9,33.11
13,23/05/2014,2nd,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,R Tewatia (c Karanveer Singh),4.0,3/24,,25.00,6.44,10,26.83
,,,,,B J Hodge (st W P Saha),,,,,,11,
,,,,,K  Cooper (c S E Marsh),,,,,,12,
14,25/05/2014,1st,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,Mohammed Shami (b),4.0,2/28,,23.14,6.48,13,25.00
,,,,,Imran Tahir (c R Dhawan),,,,,,14,
15,28/05/2014,1st,Kolkata Knight Riders,Eden Gardens,R V Uthappa (c D A Miller),4.0,2/11,,21.75,6.22,15,22.56
,,,,,M K Pandey (b),,,,,,16,
16,30/05/2014,2nd,Chennai Super Kings,Wankhede Stadium,R Ashwin (st W P Saha),4.0,1/23,,21.88,6.19,17,22.59
17,01/06/2014,2nd,Kolkata Knight Riders,M Chinnaswamy Stadium,,4.0,0/21,,23.29,6.14,17,23.82
18,10/04/2015,1st,Rajasthan Royals,Maharashtra Cricket Association Stadium,K K Nair (b),4.0,1/34,,23.33,6.27,18,24.39
19,12/04/2015,2nd,Mumbai Indians,Wankhede Stadium,C J Anderson (st W P Saha),4.0,2/30,,22.20,6.34,19,23.45
,,,,,K A Pollard (c D A Miller),,,,,,20,
20,15/04/2015,2nd,Delhi Capitals,Maharashtra Cricket Association Stadium,K M Jadhav (c Anureet Singh),3.5,1/28,,22.24,6.39,21,23.67
21,18/04/2015,2nd,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,,2.0,0/22,,22.81,6.50,21,24.71
22,21/04/2015,1st,Rajasthan Royals,Narendra Modi Stadium,S R Watson (st W P Saha),4.0,2/30,,21.87,6.55,22,23.87
,,,,,S P D Smith (c G J Maxwell),,,,,,23,
23,25/04/2015,1st,Chennai Super Kings,MA Chidambaram Stadium,B B McCullum (c D A Miller),4.0,1/35,,21.96,6.65,24,24.33
24,27/04/2015,1st,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,D A Warner (c D A Miller),4.0,2/25,,21.19,6.63,25,23.42
,,,,,N V Ojha (c D A Miller),,,,,,26,
25,01/05/2015,2nd,Delhi Capitals,Arun Jaitley Stadium,,2.5,0/23,,21.85,6.68,26,24.31
26,03/05/2015,1st,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,,3.0,0/24,,22.54,6.72,26,25.23
27,06/05/2015,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,C H Gayle (c & b),4.0,1/50,,22.59,6.94,27,26.15
28,09/05/2015,2nd,Kolkata Knight Riders,Eden Gardens,A D Russell (c †W P Saha),4.0,1/33,,22.64,6.99,28,26.39
29,11/05/2015,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,2.0,0/19,,23.07,7.04,28,27.07
30,13/05/2015,2nd,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,A B de Villiers (c B E Hendricks),2.0,2/11,,21.93,7.01,29,25.63
,,,,,Mandeep Singh (c D A Miller),,,,,,30,
31,16/05/2015,2nd,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,,3.0,0/28,,22.53,7.07,30,26.57
32,11/04/2016,2nd,Gujarat Lions,Punjab Cricket Association IS Bindra Stadium,,2.0,0/17,,22.93,7.10,30,27.13
33,15/04/2016,2nd,Delhi Capitals,Arun Jaitley Stadium,S V Samson (b),3.0,1/25,,22.77,7.13,31,27.06
34,17/04/2016,1st,Rising Pune Supergiant,Punjab Cricket Association IS Bindra Stadium,,3.0,0/26,,23.35,7.17,31,27.90
35,19/04/2016,2nd,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,M K Pandey (b),3.0,2/19,,22.48,7.15,32,26.79
,,,,,Shakib Al Hasan (c Sandeep Sharma),,,,,,33,
36,23/04/2016,2nd,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,1.5,0/11,,22.82,7.13,33,27.12
37,25/04/2016,1st,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,A T Rayudu (c M Vohra),4.0,1/41,,22.85,7.23,34,27.53
38,01/05/2016,2nd,Gujarat Lions,Saurashtra Cricket Association Stadium,D R Smith (c Gurkeerat Singh),4.0,4/21,,21.08,7.17,35,25.18
,,,,,K D Karthik (b),,,,,,36,
,,,,,D J J Bravo (b),,,,,,37,
,,,,,R A Jadeja (c †W P Saha),,,,,,38,
39,04/05/2016,1st,Kolkata Knight Riders,Eden Gardens,,4.0,0/24,,21.71,7.13,38,25.82
