Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,05/04/2023,1st,Punjab Kings,Barsapara Cricket Stadium,did not bowl,,,,,,0,
2,08/04/2023,2nd,Delhi Capitals,Barsapara Cricket Stadium,did not bowl,,,,,,0,
3,12/04/2023,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
4,16/04/2023,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
5,19/04/2023,1st,Lucknow Super Giants,Sawai Mansingh Stadium,did not bowl,,,,,,0,
6,23/04/2023,1st,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bowl,,,,,,0,
7,27/04/2023,2nd,Chennai Super Kings,Sawai Mansingh Stadium,did not bowl,,,,,,0,
8,30/04/2023,2nd,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
9,05/05/2023,2nd,Gujarat Titans,Sawai Mansingh Stadium,did not bowl,,,,,,0,
10,07/05/2023,2nd,Sunrisers Hyderabad,Sawai Mansingh Stadium,did not bowl,,,,,,0,
11,11/05/2023,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
12,14/05/2023,1st,Royal Challengers Bengaluru,Sawai Mansingh Stadium,did not bowl,,,,,,0,
13,19/05/2023,1st,Punjab Kings,Himachal Pradesh Cricket Association Stadium,did not bowl,,,,,,0,
14,24/03/2024,2nd,Lucknow Super Giants,Sawai Mansingh Stadium,did not bowl,,,,,,0,
15,28/03/2024,2nd,Delhi Capitals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
16,01/04/2024,1st,Mumbai Indians,Wankhede Stadium,did not bowl,,,,,,0,
17,06/04/2024,1st,Royal Challengers Bengaluru,Sawai Mansingh Stadium,did not bowl,,,,,,0,
18,10/04/2024,2nd,Gujarat Titans,Sawai Mansingh Stadium,did not bowl,,,,,,0,
19,13/04/2024,1st,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
20,16/04/2024,1st,Kolkata Knight Riders,Eden Gardens,did not bowl,,,,,,0,
21,22/04/2024,1st,Mumbai Indians,Sawai Mansingh Stadium,did not bowl,,,,,,0,
22,27/04/2024,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
23,02/05/2024,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
24,12/05/2024,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
25,15/05/2024,2nd,Punjab Kings,Barsapara Cricket Stadium,did not bowl,,,,,,0,
26,19/05/2024,2nd,Kolkata Knight Riders,Barsapara Cricket Stadium,did not bowl,,,,,,0,
27,22/05/2024,1st,Royal Challengers Bengaluru,Narendra Modi Stadium,did not bowl,,,,,,0,
28,24/05/2024,1st,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bowl,,,,,,0,
29  (k),23/03/2025,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
30  (k),26/03/2025,2nd,Kolkata Knight Riders,Barsapara Cricket Stadium,did not bowl,,,,,,0,
31  (k),30/03/2025,2nd,Chennai Super Kings,Barsapara Cricket Stadium,did not bowl,,,,,,0,
32,05/04/2025,2nd,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bowl,,,,,,0,
33,09/04/2025,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
34,13/04/2025,2nd,Royal Challengers Bengaluru,Sawai Mansingh Stadium,did not bowl,,,,,,0,
35,16/04/2025,1st,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
36  (k),19/04/2025,1st,Lucknow Super Giants,Sawai Mansingh Stadium,did not bowl,,,,,,0,
