Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,09/05/2015,1st,Sunrisers Hyderabad,Shaheed Veer Narayan Sing International Stadium,E J G Morgan (c N M Coulter-Nile),4.0,1/19,,24.00,4.75,1,19.00
2,12/05/2015,1st,Chennai Super Kings,Shaheed Veer Narayan Sing International Stadium,S K Raina (c J-P Duminy),2.0,1/8,,18.00,4.50,2,13.50
3,17/05/2015,2nd,Royal Challengers Bengaluru,M Chinnaswamy Stadium,,1.0,0/2,,21.00,4.14,2,14.50
4,15/04/2016,1st,Punjab Kings,Arun Jaitley Stadium,A R Patel (c P Negi),4.0,1/23,,22.00,4.73,3,17.33
5,05/05/2016,2nd,Rising Pune Supergiant,Arun Jaitley Stadium,,4.0,0/25,,30.00,5.13,3,25.67
6,12/05/2016,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,D A Warner (b),4.0,1/32,,28.50,5.74,4,27.25
7,20/05/2016,1st,Sunrisers Hyderabad,Shaheed Veer Narayan Sing International Stadium,,4.0,0/37,,34.50,6.35,4,36.50
8,22/05/2016,2nd,Royal Challengers Bengaluru,Shaheed Veer Narayan Sing International Stadium,,1.0,0/8,,36.00,6.42,4,38.50
9,19/04/2017,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,,2.0,0/16,,39.00,6.54,4,42.50
10,02/05/2017,1st,Sunrisers Hyderabad,Arun Jaitley Stadium,,4.0,0/26,,45.00,6.53,4,49.00
11,18/04/2019,2nd,Delhi Capitals,Arun Jaitley Stadium,,4.0,0/25,,51.00,6.50,4,55.25
12,07/05/2019,1st,Chennai Super Kings,MA Chidambaram Stadium,S K Raina (c & b),3.0,1/25,,44.40,6.65,5,49.20
13,31/10/2020,1st,Delhi Capitals,Dubai International Cricket Stadium,,3.0,0/18,,48.00,6.60,5,52.80
14,10/11/2020,1st,Delhi Capitals,Dubai International Cricket Stadium,S Dhawan (b),4.0,1/25,,44.00,6.57,6,48.17
15,20/04/2021,2nd,Delhi Capitals,MA Chidambaram Stadium,P P Shaw (c & b),4.0,1/25,,41.14,6.54,7,44.86
16,23/04/2021,2nd,Punjab Kings,MA Chidambaram Stadium,,4.0,0/20,,44.57,6.42,7,47.71
17,29/04/2021,1st,Rajasthan Royals,Arun Jaitley Stadium,,3.0,0/37,,47.14,6.75,7,53.00
18,02/10/2021,2nd,Delhi Capitals,Sharjah Cricket Stadium,R R Pant (c H H Pandya),4.0,1/31,,44.25,6.81,8,50.25
19,05/10/2021,1st,Rajasthan Royals,Sharjah Cricket Stadium,,2.0,0/17,,45.75,6.87,8,52.38
20,22/04/2023,2nd,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,,4.0,0/26,,48.75,6.85,8,55.63
