Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,06/05/2024,1st,Sunrisers Hyderabad,Wankhede Stadium,M A Agarwal (b),4.0,1/42,,24.00,10.50,1,42.00
2,11/05/2024,1st,Kolkata Knight Riders,Eden Gardens,S S Iyer (b),3.0,1/24,,21.00,9.43,2,33.00
3,17/05/2024,1st,Lucknow Super Giants,Wankhede Stadium,,3.0,0/48,,30.00,11.40,2,57.00
4,11/04/2025,2nd,Kolkata Knight Riders,MA Chidambaram Stadium,Q de Kock (b),2.0,1/19,,24.00,11.08,3,44.33
5,14/04/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,N Pooran (lbw),3.0,1/20,,22.50,10.20,4,38.25
