Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1,12/05/2018,2nd,Royal Challengers Bengaluru,Arun Jaitley Stadium,did not bowl,,,,,,0,
2,18/05/2018,2nd,Chennai Super Kings,Arun Jaitley Stadium,did not bowl,,,,,,0,
3,20/05/2018,2nd,Mumbai Indians,Arun Jaitley Stadium,did not bowl,,,,,,0,
4,14/04/2019,1st,Delhi Capitals,Rajiv Gandhi International Stadium,C Munro (c †J M Bairstow),1.0,1/10,,6.00,10.00,1,10.00
5,29/04/2019,2nd,Punjab Kings,Rajiv Gandhi International Stadium,,1.0,0/11,,12.00,10.50,1,21.00
6,02/05/2019,1st,Mumbai Indians,Wankhede Stadium,did not bowl,,,,12.00,10.50,1,21.00
7,21/09/2020,1st,Royal Challengers Bengaluru,Dubai International Cricket Stadium,A J Finch (lbw),2.0,1/16,,12.00,9.25,2,18.50
8,26/09/2020,2nd,Kolkata Knight Riders,Sheikh Zayed Stadium,,1.0,0/11,,15.00,9.60,2,24.00
9,29/09/2020,2nd,Delhi Capitals,Sheikh Zayed Stadium,,4.0,0/34,,27.00,9.11,2,41.00
10,02/10/2020,2nd,Chennai Super Kings,Dubai International Cricket Stadium,,1.0,0/4,,30.00,8.60,2,43.00
11,04/10/2020,1st,Mumbai Indians,Sharjah Cricket Stadium,did not bowl,,,,30.00,8.60,2,43.00
12,08/10/2020,2nd,Punjab Kings,Dubai International Cricket Stadium,K L Rahul (c K S Williamson),1.0,1/15,,22.00,9.18,3,33.67
13,11/10/2020,2nd,Rajasthan Royals,Dubai International Cricket Stadium,,1.0,0/11,,24.00,9.33,3,37.33
14,31/10/2020,1st,Royal Challengers Bengaluru,Sharjah Cricket Stadium,did not bowl,,,,24.00,9.33,3,37.33
15,17/04/2021,1st,Mumbai Indians,MA Chidambaram Stadium,,1.0,0/5,,26.00,9.00,3,39.00
16,21/04/2021,1st,Punjab Kings,MA Chidambaram Stadium,D J Hooda (lbw),4.0,2/24,,20.40,8.29,4,28.20
,,,,,M C Henriques (st J M Bairstow),,,,,,5,
17,25/04/2021,1st,Delhi Capitals,MA Chidambaram Stadium,,1.0,0/14,,21.60,8.61,5,31.00
18,27/09/2021,1st,Rajasthan Royals,Dubai International Cricket Stadium,,1.0,0/8,,22.80,8.58,5,32.60
19,30/09/2021,2nd,Chennai Super Kings,Sharjah Cricket Stadium,,2.0,0/9,,25.20,8.19,5,34.40
20,03/10/2021,2nd,Kolkata Knight Riders,Dubai International Cricket Stadium,did not bowl,,,,25.20,8.19,5,34.40
21,06/10/2021,2nd,Royal Challengers Bengaluru,Sheikh Zayed Stadium,did not bowl,,,,25.20,8.19,5,34.40
22,08/10/2021,1st,Mumbai Indians,Sheikh Zayed Stadium,K A Pollard (c J J Roy),1.0,2/4,,18.86,8.00,6,25.14
,,,,,J D S Neesham (c Mohammad Nabi),,,,,,7,
23,29/03/2022,1st,Rajasthan Royals,Maharashtra Cricket Association Stadium,,1.0,0/15,,19.71,8.30,7,27.29
24,04/04/2022,1st,Lucknow Super Giants,Dr DY Patil Sports Academy,did not bowl,,,,19.71,8.30,7,27.29
25,09/04/2022,1st,Chennai Super Kings,Dr DY Patil Sports Academy,did not bowl,,,,19.71,8.30,7,27.29
26,11/04/2022,1st,Gujarat Titans,Dr DY Patil Sports Academy,did not bowl,,,,19.71,8.30,7,27.29
27,15/04/2022,1st,Kolkata Knight Riders,Brabourne Stadium,did not bowl,,,,19.71,8.30,7,27.29
28,17/04/2022,1st,Punjab Kings,Dr DY Patil Sports Academy,did not bowl,,,,19.71,8.30,7,27.29
