Match,Date,M/Inns,Versus,Ground,Batsman Dismissed,Overs,Wickets,,S/R,E/R,Wkts,Avg
1  (k),23/03/2025,2nd,Chennai Super Kings,MA Chidambaram Stadium,did not bowl,,,,,,0,
2  (k),29/03/2025,1st,Gujarat Titans,Narendra Modi Stadium,did not bowl,,,,,,0,
3  (k),31/03/2025,1st,Kolkata Knight Riders,Wankhede Stadium,did not bowl,,,,,,0,
4  (k),04/04/2025,1st,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bowl,,,,,,0,
5  (k),07/04/2025,1st,Royal Challengers Bengaluru,Wankhede Stadium,did not bowl,,,,,,0,
6  (k),13/04/2025,2nd,Delhi Capitals,Arun Jaitley Stadium,did not bowl,,,,,,0,
7  (k),17/04/2025,1st,Sunrisers Hyderabad,Wankhede Stadium,did not bowl,,,,,,0,
8  (k),20/04/2025,1st,Chennai Super Kings,Wankhede Stadium,did not bowl,,,,,,0,
9  (k),23/04/2025,1st,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bowl,,,,,,0,
10  (k),27/04/2025,2nd,Lucknow Super Giants,Wankhede Stadium,did not bowl,,,,,,0,
11  (k),01/05/2025,2nd,Rajasthan Royals,Sawai Mansingh Stadium,did not bowl,,,,,,0,
12  (k),06/05/2025,2nd,Gujarat Titans,Wankhede Stadium,did not bowl,,,,,,0,
13  (k),21/05/2025,2nd,Delhi Capitals,Wankhede Stadium,did not bowl,,,,,,0,
14  (k),26/05/2025,2nd,Punjab Kings,Sawai Mansingh Stadium,did not bowl,,,,,,0,
