Name,Date,Wickets,Runs Conceded,Bowling E/R,Career Wickets Avg,Career Runs Conceded Avg,Career Bowling E/R Avg,Rolling Wickets Avg,Rolling Runs Conceded Avg,Rolling Bowling E/R Avg,Bowling Match Points
MOHD. ARSHAD KHAN,2023-04-02,1,28,12.73,0.0,0.0,0.0,0.0,0.0,0.0,25
MOHD. ARSHAD KHAN,2023-04-08,0,35,16.67,1.0,28.0,12.73,1.0,28.0,12.73,0
MOHD. ARSHAD KHAN,2023-04-11,0,12,12.0,0.5,31.5,14.7,0.5,31.5,14.7,0
MOHD. ARSHAD KHAN,2023-04-30,3,39,13.0,0.33,25.0,13.8,0.33,25.0,13.8,75
MOHD. ARSHAD KHAN,2023-05-03,1,48,12.0,1.0,28.5,13.6,1.0,28.5,13.6,25
MOHD. ARSHAD KHAN,2023-05-06,0,28,20.0,1.0,32.4,13.28,1.0,33.5,13.42,0
MOHD. ARSHAD KHAN,2024-04-12,0,34,10.97,0.83,31.67,14.4,1.0,31.75,14.25,0
MOHD. ARSHAD KHAN,2024-04-14,0,24,12.0,0.71,32.0,13.91,1.0,37.25,13.99,0
MOHD. ARSHAD KHAN,2024-05-14,1,45,15.0,0.62,31.0,13.67,0.25,33.5,13.74,25
MOHD. ARSHAD KHAN,2024-05-17,0,11,5.5,0.67,32.56,13.82,0.25,32.75,14.49,4
MOHD. ARSHAD KHAN,2025-03-25,0,21,21.0,0.6,30.4,12.99,0.25,28.5,10.87,0
MOHD. ARSHAD KHAN,2025-04-02,1,17,8.5,0.55,29.55,13.72,0.25,25.25,13.38,25
MOHD. ARSHAD KHAN,2025-04-09,1,19,9.5,0.58,28.5,13.28,0.5,23.5,12.5,25
MOHD. ARSHAD KHAN,2025-04-12,0,11,5.5,0.62,27.77,12.99,0.5,17.0,11.12,4
MOHD. ARSHAD KHAN,2025-04-19,1,46,11.5,0.57,26.57,12.46,0.5,17.0,11.12,25
MOHD. ARSHAD KHAN,2025-05-06,1,18,6.0,0.6,27.87,12.39,0.75,23.25,8.75,27
MOHD. ARSHAD KHAN,2025-05-18,1,7,3.5,0.62,27.25,11.99,0.75,23.5,8.12,31
MOHD. ARSHAD KHAN,2025-05-22,1,36,12.0,0.65,26.06,11.49,0.75,20.5,6.62,25
MOHD. ARSHAD KHAN,2025-05-25,0,42,21.0,0.67,26.61,11.52,1.0,26.75,8.25,0
